,paragraph_id,sentence_id,course,essay_new,annotated_sentence,anno_error_cnt,full_error_tag,order_tag,error_tag,correction,error,target,correction_index,error_type,source,new_error_type
640,1102,f73ab710a5965e94c7731a1d261397d6338996fc20c48414c0c7299949a82d74,SPA 3,"Entonces, yo gustaria mirar mis amigas, y caminaríamos a la playa, y entonces nosotros andaríamos nuestros bicis al ciudad.","Entonces, yo gustaria mirar mis amigas, y caminaríamos a la playa, y entonces nosotros andaríamos [nuestros]{nuestras}<ga:fm:det:inan> bicis [al]{a la}<ga:fm:det:inan> ciudad.",2,[nuestros]{nuestras}<ga:fm:det:inan>,0,ga:fm:det:inan,nuestras,nuestros,"['Entonces', ',', 'yo', 'gustaria', 'mirar', 'mis', 'amigas', ',', 'y', 'caminaríamos', 'a', 'la', 'playa', ',', 'y', 'entonces', 'nosotros', 'andaríamos', 'nuestras', 'bicis', 'a la', 'ciudad', '.']","[18, 42]",ga:fm,"['Entonces', ',', 'yo', 'gustaria', 'mirar', 'mis', 'amigas', ',', 'y', 'caminaríamos', 'a', 'la', 'playa', ',', 'y', 'entonces', 'nosotros', 'andaríamos', 'nuestros', 'bicis', 'a la', 'ciudad', '.']",gender agreement
640,1102,f73ab710a5965e94c7731a1d261397d6338996fc20c48414c0c7299949a82d74,SPA 3,"Entonces, yo gustaria mirar mis amigas, y caminaríamos a la playa, y entonces nosotros andaríamos nuestros bicis al ciudad.","Entonces, yo gustaria mirar mis amigas, y caminaríamos a la playa, y entonces nosotros andaríamos [nuestros]{nuestras}<ga:fm:det:inan> bicis [al]{a la}<ga:fm:det:inan> ciudad.",2,[al]{a la}<ga:fm:det:inan>,1,ga:fm:det:inan,a la,al,"['Entonces', ',', 'yo', 'gustaria', 'mirar', 'mis', 'amigas', ',', 'y', 'caminaríamos', 'a', 'la', 'playa', ',', 'y', 'entonces', 'nosotros', 'andaríamos', 'nuestras', 'bicis', 'a la', 'ciudad', '.']","[20, 44]",ga:fm,"['Entonces', ',', 'yo', 'gustaria', 'mirar', 'mis', 'amigas', ',', 'y', 'caminaríamos', 'a', 'la', 'playa', ',', 'y', 'entonces', 'nosotros', 'andaríamos', 'nuestras', 'bicis', 'al', 'ciudad', '.']",gender agreement
640,1102,ade7dd9173faffe0c835f05b7d6a7b4b516aa14e6f30e3ad333ce68b57716dd5,SPA 3,Esté es mi vacación perfecto.,[Esté]{esta}<ga:fm:pron:inan> es mi [vacación]{vacaciones}<in:s:gat:noun:inan> [perfecto]{perfecta}<ga:fm:adj:inan>.,3,[Esté]{esta}<ga:fm:pron:inan>,0,ga:fm:pron:inan,esta,Esté,"['esta', 'es', 'mi', 'vacaciones', 'perfecta', '.']","[0, 7]",ga:fm,"['Esté', 'es', 'mi', 'vacaciones', 'perfecta', '.']",gender agreement
640,1102,ade7dd9173faffe0c835f05b7d6a7b4b516aa14e6f30e3ad333ce68b57716dd5,SPA 3,Esté es mi vacación perfecto.,[Esté]{esta}<ga:fm:pron:inan> es mi [vacación]{vacaciones}<in:s:gat:noun:inan> [perfecto]{perfecta}<ga:fm:adj:inan>.,3,[vacación]{vacaciones}<in:s:gat:noun:inan>,1,in:s:gat:noun:inan,vacaciones,vacación,"['esta', 'es', 'mi', 'vacaciones', 'perfecta', '.']","[3, 10]",in:s:gat:noun,"['esta', 'es', 'mi', 'vacación', 'perfecta', '.']",number agreement
640,1102,ade7dd9173faffe0c835f05b7d6a7b4b516aa14e6f30e3ad333ce68b57716dd5,SPA 3,Esté es mi vacación perfecto.,[Esté]{esta}<ga:fm:pron:inan> es mi [vacación]{vacaciones}<in:s:gat:noun:inan> [perfecto]{perfecta}<ga:fm:adj:inan>.,3,[perfecto]{perfecta}<ga:fm:adj:inan>,2,ga:fm:adj:inan,perfecta,perfecto,"['esta', 'es', 'mi', 'vacaciones', 'perfecta', '.']","[4, 11]",ga:fm,"['esta', 'es', 'mi', 'vacaciones', 'perfecto', '.']",gender agreement
641,1103,127cc4b6396ec04d2f47c83a4add088c9162c115f2f920d1e4da5cbef2df709e,SPA 2,"Quiero visitar varios partes de Europa, algunas países en Asia y Australia.","Quiero visitar [varios]{varias}<ga:fm:det:inan> partes de Europa, [algunas]{algunos}<ga:mf:det:inan> países en Asia y Australia.",2,[varios]{varias}<ga:fm:det:inan>,0,ga:fm:det:inan,varias,varios,"['Quiero', 'visitar', 'varias', 'partes', 'de', 'Europa', ',', 'algunos', 'países', 'en', 'Asia', 'y', 'Australia', '.']","[2, 17]",ga:fm,"['Quiero', 'visitar', 'varios', 'partes', 'de', 'Europa', ',', 'algunos', 'países', 'en', 'Asia', 'y', 'Australia', '.']",gender agreement
641,1103,127cc4b6396ec04d2f47c83a4add088c9162c115f2f920d1e4da5cbef2df709e,SPA 2,"Quiero visitar varios partes de Europa, algunas países en Asia y Australia.","Quiero visitar [varios]{varias}<ga:fm:det:inan> partes de Europa, [algunas]{algunos}<ga:mf:det:inan> países en Asia y Australia.",2,[algunas]{algunos}<ga:mf:det:inan>,1,ga:mf:det:inan,algunos,algunas,"['Quiero', 'visitar', 'varias', 'partes', 'de', 'Europa', ',', 'algunos', 'países', 'en', 'Asia', 'y', 'Australia', '.']","[7, 22]",ga:mf,"['Quiero', 'visitar', 'varias', 'partes', 'de', 'Europa', ',', 'algunas', 'países', 'en', 'Asia', 'y', 'Australia', '.']",gender agreement
642,1104,d901287f074df407d79cc2b3154062c51a475547c0a52285be6ea60e19e910bb,SPA 3,Nosotros podríamos relajarnos y disfrutar la clima porque es muy bonita.,Nosotros podríamos relajarnos y disfrutar [la]{el}<ga:mf:det:aty:inan> clima porque es muy [bonita]{bonito}<ga:mf:adj:aty:inan>.,2,[la]{el}<ga:mf:det:aty:inan>,0,ga:mf:det:aty:inan,el,la,"['Nosotros', 'podríamos', 'relajarnos', 'y', 'disfrutar', 'el', 'clima', 'porque', 'es', 'muy', 'bonito', '.']","[5, 18]",ga:mf:det:aty,"['Nosotros', 'podríamos', 'relajarnos', 'y', 'disfrutar', 'la', 'clima', 'porque', 'es', 'muy', 'bonito', '.']",gender agreement
642,1104,d901287f074df407d79cc2b3154062c51a475547c0a52285be6ea60e19e910bb,SPA 3,Nosotros podríamos relajarnos y disfrutar la clima porque es muy bonita.,Nosotros podríamos relajarnos y disfrutar [la]{el}<ga:mf:det:aty:inan> clima porque es muy [bonita]{bonito}<ga:mf:adj:aty:inan>.,2,[bonita]{bonito}<ga:mf:adj:aty:inan>,1,ga:mf:adj:aty:inan,bonito,bonita,"['Nosotros', 'podríamos', 'relajarnos', 'y', 'disfrutar', 'el', 'clima', 'porque', 'es', 'muy', 'bonito', '.']","[10, 23]",ga:mf:adj:aty,"['Nosotros', 'podríamos', 'relajarnos', 'y', 'disfrutar', 'el', 'clima', 'porque', 'es', 'muy', 'bonita', '.']",gender agreement
643,1105,3e038f5810b30ef2ecf3cbd3df5612318417ec3c30323481cf56b7ea9ff053f6,SPA 2,Este sería mi vacaciones.,[Este]{estas}<ga:na:fm:ps:pron:inan> sería [mi]{mis}<na:ps:det:inan> vacaciones.,2,[Este]{estas}<ga:na:fm:ps:pron:inan>,0,ga:na:fm:ps:pron:inan,estas,Este,"['estas', 'sería', 'mis', 'vacaciones', '.']","[0, 6]",ga:na:fm:ps,"['Este', 'sería', 'mis', 'vacaciones', '.']",gender and number agreement
643,1105,3e038f5810b30ef2ecf3cbd3df5612318417ec3c30323481cf56b7ea9ff053f6,SPA 2,Este sería mi vacaciones.,[Este]{estas}<ga:na:fm:ps:pron:inan> sería [mi]{mis}<na:ps:det:inan> vacaciones.,2,[mi]{mis}<na:ps:det:inan>,1,na:ps:det:inan,mis,mi,"['estas', 'sería', 'mis', 'vacaciones', '.']","[2, 8]",na:ps,"['estas', 'sería', 'mi', 'vacaciones', '.']",number agreement
645,1108,3effb99bba25d4867e58052216052cc09983bcd44e4b3a77294c0358f675196c,SPA 3,La ciudad era uno de los primeros ciudades mayores de Estados Unidos.,La ciudad era [uno]{una}<ga:fm:pron:inan> de [los]{las}<ga:fm:det:inan> [primeros]{primeras}<ga:fm:det:inan> ciudades mayores de Estados Unidos.,3,[uno]{una}<ga:fm:pron:inan>,0,ga:fm:pron:inan,una,uno,"['La', 'ciudad', 'era', 'una', 'de', 'las', 'primeras', 'ciudades', 'mayores', 'de', 'Estados', 'Unidos', '.']","[3, 17]",ga:fm,"['La', 'ciudad', 'era', 'uno', 'de', 'las', 'primeras', 'ciudades', 'mayores', 'de', 'Estados', 'Unidos', '.']",gender agreement
645,1108,3effb99bba25d4867e58052216052cc09983bcd44e4b3a77294c0358f675196c,SPA 3,La ciudad era uno de los primeros ciudades mayores de Estados Unidos.,La ciudad era [uno]{una}<ga:fm:pron:inan> de [los]{las}<ga:fm:det:inan> [primeros]{primeras}<ga:fm:det:inan> ciudades mayores de Estados Unidos.,3,[los]{las}<ga:fm:det:inan>,1,ga:fm:det:inan,las,los,"['La', 'ciudad', 'era', 'una', 'de', 'las', 'primeras', 'ciudades', 'mayores', 'de', 'Estados', 'Unidos', '.']","[5, 19]",ga:fm,"['La', 'ciudad', 'era', 'una', 'de', 'los', 'primeras', 'ciudades', 'mayores', 'de', 'Estados', 'Unidos', '.']",gender agreement
645,1108,3effb99bba25d4867e58052216052cc09983bcd44e4b3a77294c0358f675196c,SPA 3,La ciudad era uno de los primeros ciudades mayores de Estados Unidos.,La ciudad era [uno]{una}<ga:fm:pron:inan> de [los]{las}<ga:fm:det:inan> [primeros]{primeras}<ga:fm:det:inan> ciudades mayores de Estados Unidos.,3,[primeros]{primeras}<ga:fm:det:inan>,2,ga:fm:det:inan,primeras,primeros,"['La', 'ciudad', 'era', 'una', 'de', 'las', 'primeras', 'ciudades', 'mayores', 'de', 'Estados', 'Unidos', '.']","[6, 20]",ga:fm,"['La', 'ciudad', 'era', 'una', 'de', 'las', 'primeros', 'ciudades', 'mayores', 'de', 'Estados', 'Unidos', '.']",gender agreement
645,1108,76ead6073acb058c58d78e9f0c13c54b56aeeb7e7a188c56c02c2b17ef0dcd69,SPA 3,Harlem tiene muchas murales y quiero ver estas.,Harlem tiene [muchas]{muchos}<ga:mf:det:inan> murales y quiero ver [estas]{estos}<ga:mf:pron:inan>.,2,[muchas]{muchos}<ga:mf:det:inan>,0,ga:mf:det:inan,muchos,muchas,"['Harlem', 'tiene', 'muchos', 'murales', 'y', 'quiero', 'ver', 'estos', '.']","[2, 12]",ga:mf,"['Harlem', 'tiene', 'muchas', 'murales', 'y', 'quiero', 'ver', 'estos', '.']",gender agreement
645,1108,76ead6073acb058c58d78e9f0c13c54b56aeeb7e7a188c56c02c2b17ef0dcd69,SPA 3,Harlem tiene muchas murales y quiero ver estas.,Harlem tiene [muchas]{muchos}<ga:mf:det:inan> murales y quiero ver [estas]{estos}<ga:mf:pron:inan>.,2,[estas]{estos}<ga:mf:pron:inan>,1,ga:mf:pron:inan,estos,estas,"['Harlem', 'tiene', 'muchos', 'murales', 'y', 'quiero', 'ver', 'estos', '.']","[7, 17]",ga:mf,"['Harlem', 'tiene', 'muchos', 'murales', 'y', 'quiero', 'ver', 'estas', '.']",gender agreement
648,1111,22a7537d910724052d256aea98e031326a12e347cd2d654913c88ecb0e21ef4c,SPA 2,"En la vacación perfecta, yo no tengo una limita para la comida.","En la [vacación]{vacaciones}<in:s:noun:inan> perfecta, yo no tengo una [limita]{límite}<ig:e:noun:inan> para la comida.",2,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['En', 'la', 'vacaciones', 'perfecta', ',', 'yo', 'no', 'tengo', 'una', 'límite', 'para', 'la', 'comida', '.']","[2, 17]",in:s,"['En', 'la', 'vacación', 'perfecta', ',', 'yo', 'no', 'tengo', 'una', 'límite', 'para', 'la', 'comida', '.']",number agreement
648,1111,22a7537d910724052d256aea98e031326a12e347cd2d654913c88ecb0e21ef4c,SPA 2,"En la vacación perfecta, yo no tengo una limita para la comida.","En la [vacación]{vacaciones}<in:s:noun:inan> perfecta, yo no tengo una [limita]{límite}<ig:e:noun:inan> para la comida.",2,[limita]{límite}<ig:e:noun:inan>,1,ig:e:noun:inan,límite,limita,"['En', 'la', 'vacaciones', 'perfecta', ',', 'yo', 'no', 'tengo', 'una', 'límite', 'para', 'la', 'comida', '.']","[9, 24]",ig:e,"['En', 'la', 'vacaciones', 'perfecta', ',', 'yo', 'no', 'tengo', 'una', 'limita', 'para', 'la', 'comida', '.']",gender agreement
648,1111,823f847e8eadeb27f13d04d584706383ad1d1843973274f1686aa84a5b47c0b1,SPA 2,"En una día de mi vacación, yo quiero nadar debajo del mar y ver los peces y los animales tropicales.","En [una]{un}<ga:mf:det:aty:inan> día de mi [vacación]{vacaciones}<in:s:noun:inan>, yo quiero nadar debajo del mar y ver los peces y los animales tropicales.",2,[una]{un}<ga:mf:det:aty:inan>,0,ga:mf:det:aty:inan,un,una,"['En', 'un', 'día', 'de', 'mi', 'vacaciones', ',', 'yo', 'quiero', 'nadar', 'debajo', 'del', 'mar', 'y', 'ver', 'los', 'peces', 'y', 'los', 'animales', 'tropicales', '.']","[1, 24]",ga:mf:det:aty,"['En', 'una', 'día', 'de', 'mi', 'vacaciones', ',', 'yo', 'quiero', 'nadar', 'debajo', 'del', 'mar', 'y', 'ver', 'los', 'peces', 'y', 'los', 'animales', 'tropicales', '.']",gender agreement
648,1111,823f847e8eadeb27f13d04d584706383ad1d1843973274f1686aa84a5b47c0b1,SPA 2,"En una día de mi vacación, yo quiero nadar debajo del mar y ver los peces y los animales tropicales.","En [una]{un}<ga:mf:det:aty:inan> día de mi [vacación]{vacaciones}<in:s:noun:inan>, yo quiero nadar debajo del mar y ver los peces y los animales tropicales.",2,[vacación]{vacaciones}<in:s:noun:inan>,1,in:s:noun:inan,vacaciones,vacación,"['En', 'un', 'día', 'de', 'mi', 'vacaciones', ',', 'yo', 'quiero', 'nadar', 'debajo', 'del', 'mar', 'y', 'ver', 'los', 'peces', 'y', 'los', 'animales', 'tropicales', '.']","[5, 28]",in:s,"['En', 'un', 'día', 'de', 'mi', 'vacación', ',', 'yo', 'quiero', 'nadar', 'debajo', 'del', 'mar', 'y', 'ver', 'los', 'peces', 'y', 'los', 'animales', 'tropicales', '.']",number agreement
649,1112,e79d7b6e99cdb97cba34ff3a7500eb693e2657a4d3e1bbdfea46c53011170493,SPA 2,"Mi vacación perfecto sería visita a Italy, Greece, y France con mi familia.","Mi [vacación]{vacaciones}<in:s:noun:inan> [perfecto]{perfecta}<ga:fm:adj:inan> sería visita a Italy, Greece, y France con mi familia.",2,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['Mi', 'vacaciones', 'perfecta', 'sería', 'visita', 'a', 'Italy', ',', 'Greece', ',', 'y', 'France', 'con', 'mi', 'familia', '.']","[1, 18]",in:s,"['Mi', 'vacación', 'perfecta', 'sería', 'visita', 'a', 'Italy', ',', 'Greece', ',', 'y', 'France', 'con', 'mi', 'familia', '.']",number agreement
649,1112,e79d7b6e99cdb97cba34ff3a7500eb693e2657a4d3e1bbdfea46c53011170493,SPA 2,"Mi vacación perfecto sería visita a Italy, Greece, y France con mi familia.","Mi [vacación]{vacaciones}<in:s:noun:inan> [perfecto]{perfecta}<ga:fm:adj:inan> sería visita a Italy, Greece, y France con mi familia.",2,[perfecto]{perfecta}<ga:fm:adj:inan>,1,ga:fm:adj:inan,perfecta,perfecto,"['Mi', 'vacaciones', 'perfecta', 'sería', 'visita', 'a', 'Italy', ',', 'Greece', ',', 'y', 'France', 'con', 'mi', 'familia', '.']","[2, 19]",ga:fm,"['Mi', 'vacaciones', 'perfecto', 'sería', 'visita', 'a', 'Italy', ',', 'Greece', ',', 'y', 'France', 'con', 'mi', 'familia', '.']",gender agreement
650,1113,de14ad3b0e64573bbfd64d574b052aedbc8223252031aea9e5862666f0304bd8,SPA 1,mi vacacion perfecto es ir a la Guadalajara en Mexico con mi novia.,mi [vacacion]{vacaciones}<in:s:noun:inan> [perfecto]{perfecta}<ga:fm:adj:inan> es ir a la Guadalajara en Mexico con mi novia.,2,[vacacion]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacacion,"['mi', 'vacaciones', 'perfecta', 'es', 'ir', 'a', 'la', 'Guadalajara', 'en', 'Mexico', 'con', 'mi', 'novia', '.']","[1, 16]",in:s,"['mi', 'vacacion', 'perfecta', 'es', 'ir', 'a', 'la', 'Guadalajara', 'en', 'Mexico', 'con', 'mi', 'novia', '.']",number agreement
650,1113,de14ad3b0e64573bbfd64d574b052aedbc8223252031aea9e5862666f0304bd8,SPA 1,mi vacacion perfecto es ir a la Guadalajara en Mexico con mi novia.,mi [vacacion]{vacaciones}<in:s:noun:inan> [perfecto]{perfecta}<ga:fm:adj:inan> es ir a la Guadalajara en Mexico con mi novia.,2,[perfecto]{perfecta}<ga:fm:adj:inan>,1,ga:fm:adj:inan,perfecta,perfecto,"['mi', 'vacaciones', 'perfecta', 'es', 'ir', 'a', 'la', 'Guadalajara', 'en', 'Mexico', 'con', 'mi', 'novia', '.']","[2, 17]",ga:fm,"['mi', 'vacaciones', 'perfecto', 'es', 'ir', 'a', 'la', 'Guadalajara', 'en', 'Mexico', 'con', 'mi', 'novia', '.']",gender agreement
653,1117,0b46408df804abf2acecd6237c1ac28bb9bd251cdded6d11f2dfb6e0ddc621b3,SPA 2,"En una pelicula que yo vi anoche, hubo pasta muy rico con tomates, vegetales, salchicha, ajo y cebollo.","En una pelicula que yo vi anoche, hubo pasta muy [rico]{rica}<ga:fm:adj:inan> con tomates, vegetales, salchicha, ajo y [cebollo]{cebolla}<ig:m:noun:inan>.",2,[rico]{rica}<ga:fm:adj:inan>,0,ga:fm:adj:inan,rica,rico,"['En', 'una', 'pelicula', 'que', 'yo', 'vi', 'anoche', ',', 'hubo', 'pasta', 'muy', 'rica', 'con', 'tomates', ',', 'vegetales', ',', 'salchicha', ',', 'ajo', 'y', 'cebolla', '.']","[11, 35]",ga:fm,"['En', 'una', 'pelicula', 'que', 'yo', 'vi', 'anoche', ',', 'hubo', 'pasta', 'muy', 'rico', 'con', 'tomates', ',', 'vegetales', ',', 'salchicha', ',', 'ajo', 'y', 'cebolla', '.']",gender agreement
653,1117,0b46408df804abf2acecd6237c1ac28bb9bd251cdded6d11f2dfb6e0ddc621b3,SPA 2,"En una pelicula que yo vi anoche, hubo pasta muy rico con tomates, vegetales, salchicha, ajo y cebollo.","En una pelicula que yo vi anoche, hubo pasta muy [rico]{rica}<ga:fm:adj:inan> con tomates, vegetales, salchicha, ajo y [cebollo]{cebolla}<ig:m:noun:inan>.",2,[cebollo]{cebolla}<ig:m:noun:inan>,1,ig:m:noun:inan,cebolla,cebollo,"['En', 'una', 'pelicula', 'que', 'yo', 'vi', 'anoche', ',', 'hubo', 'pasta', 'muy', 'rica', 'con', 'tomates', ',', 'vegetales', ',', 'salchicha', ',', 'ajo', 'y', 'cebolla', '.']","[21, 45]",ig:m,"['En', 'una', 'pelicula', 'que', 'yo', 'vi', 'anoche', ',', 'hubo', 'pasta', 'muy', 'rica', 'con', 'tomates', ',', 'vegetales', ',', 'salchicha', ',', 'ajo', 'y', 'cebollo', '.']",gender agreement
659,1124,d4d748d4f1f39e93e71318718005662d7c7c4dfcb81e00d41148c5a0e1b46adb,SPA 2,Yo quiero viaje a las países sudamericano con mi padres.,Yo quiero viaje a [las]{los}<ga:mf:det:inan> países [sudamericano]{sudamericanos}<na:ps:adj:inan> con mi padres.,2,[las]{los}<ga:mf:det:inan>,0,ga:mf:det:inan,los,las,"['Yo', 'quiero', 'viaje', 'a', 'los', 'países', 'sudamericanos', 'con', 'mi', 'padres', '.']","[4, 16]",ga:mf,"['Yo', 'quiero', 'viaje', 'a', 'las', 'países', 'sudamericanos', 'con', 'mi', 'padres', '.']",gender agreement
659,1124,d4d748d4f1f39e93e71318718005662d7c7c4dfcb81e00d41148c5a0e1b46adb,SPA 2,Yo quiero viaje a las países sudamericano con mi padres.,Yo quiero viaje a [las]{los}<ga:mf:det:inan> países [sudamericano]{sudamericanos}<na:ps:adj:inan> con mi padres.,2,[sudamericano]{sudamericanos}<na:ps:adj:inan>,1,na:ps:adj:inan,sudamericanos,sudamericano,"['Yo', 'quiero', 'viaje', 'a', 'los', 'países', 'sudamericanos', 'con', 'mi', 'padres', '.']","[6, 18]",na:ps,"['Yo', 'quiero', 'viaje', 'a', 'los', 'países', 'sudamericano', 'con', 'mi', 'padres', '.']",number agreement
659,1124,81ec4b4fb0ba14bd5c9de2917ae37e3cc0897ad49882fa49c523346f817a36ec,SPA 2,Hay muchos aatracción turística en los países sudamericano.,Hay [muchos]{muchas}<ga:fm:det:inan> [aatracción]{atracciones}<na:ps:noun:inan> [turística]{turísticas}<na:ps:adj:inan> en los países [sudamericano]{sudamericanos}<na:ps:adj:inan> .,4,[muchos]{muchas}<ga:fm:det:inan>,0,ga:fm:det:inan,muchas,muchos,"['Hay', 'muchas', 'atracciones', 'turísticas', 'en', 'los', 'países', 'sudamericanos', '.']","[1, 11]",ga:fm,"['Hay', 'muchos', 'atracciones', 'turísticas', 'en', 'los', 'países', 'sudamericanos', '.']",gender agreement
659,1124,81ec4b4fb0ba14bd5c9de2917ae37e3cc0897ad49882fa49c523346f817a36ec,SPA 2,Hay muchos aatracción turística en los países sudamericano.,Hay [muchos]{muchas}<ga:fm:det:inan> [aatracción]{atracciones}<na:ps:noun:inan> [turística]{turísticas}<na:ps:adj:inan> en los países [sudamericano]{sudamericanos}<na:ps:adj:inan> .,4,[aatracción]{atracciones}<na:ps:noun:inan>,1,na:ps:noun:inan,atracciones,aatracción,"['Hay', 'muchas', 'atracciones', 'turísticas', 'en', 'los', 'países', 'sudamericanos', '.']","[2, 12]",na:ps,"['Hay', 'muchas', 'aatracción', 'turísticas', 'en', 'los', 'países', 'sudamericanos', '.']",number agreement
659,1124,81ec4b4fb0ba14bd5c9de2917ae37e3cc0897ad49882fa49c523346f817a36ec,SPA 2,Hay muchos aatracción turística en los países sudamericano.,Hay [muchos]{muchas}<ga:fm:det:inan> [aatracción]{atracciones}<na:ps:noun:inan> [turística]{turísticas}<na:ps:adj:inan> en los países [sudamericano]{sudamericanos}<na:ps:adj:inan> .,4,[turística]{turísticas}<na:ps:adj:inan>,2,na:ps:adj:inan,turísticas,turística,"['Hay', 'muchas', 'atracciones', 'turísticas', 'en', 'los', 'países', 'sudamericanos', '.']","[3, 13]",na:ps,"['Hay', 'muchas', 'atracciones', 'turística', 'en', 'los', 'países', 'sudamericanos', '.']",number agreement
659,1124,81ec4b4fb0ba14bd5c9de2917ae37e3cc0897ad49882fa49c523346f817a36ec,SPA 2,Hay muchos aatracción turística en los países sudamericano.,Hay [muchos]{muchas}<ga:fm:det:inan> [aatracción]{atracciones}<na:ps:noun:inan> [turística]{turísticas}<na:ps:adj:inan> en los países [sudamericano]{sudamericanos}<na:ps:adj:inan> .,4,[sudamericano]{sudamericanos}<na:ps:adj:inan>,3,na:ps:adj:inan,sudamericanos,sudamericano,"['Hay', 'muchas', 'atracciones', 'turísticas', 'en', 'los', 'países', 'sudamericanos', '.']","[7, 17]",na:ps,"['Hay', 'muchas', 'atracciones', 'turísticas', 'en', 'los', 'países', 'sudamericano', '.']",number agreement
661,1127,71ce36921a0034880de8a18a578bd756e9be78eedd2d52fcd9d58cd9b482be7e,SPA 3,"Quiero que mis hermanos y primos vengan, también, porque ellos son muy divertidas y entretenidas y haría la vacación mucho más divertidas.","Quiero que mis hermanos y primos vengan, también, porque ellos son muy [divertidas]{divertidos}<ga:mf:adj:an> y [entretenidas]{entretenidos}<ga:mf:adj:an> y haría la [vacación]{vacaciones}<in:s:noun:inan> mucho más [divertidas]{divertidos}<ga:mf:adj:an>.",4,[divertidas]{divertidos}<ga:mf:adj:an>,0,ga:mf:adj:an,divertidos,divertidas,"['Quiero', 'que', 'mis', 'hermanos', 'y', 'primos', 'vengan', ',', 'también', ',', 'porque', 'ellos', 'son', 'muy', 'divertidos', 'y', 'entretenidos', 'y', 'haría', 'la', 'vacaciones', 'mucho', 'más', 'divertidos', '.']","[14, 40]",ga:mf,"['Quiero', 'que', 'mis', 'hermanos', 'y', 'primos', 'vengan', ',', 'también', ',', 'porque', 'ellos', 'son', 'muy', 'divertidas', 'y', 'entretenidos', 'y', 'haría', 'la', 'vacaciones', 'mucho', 'más', 'divertidos', '.']",gender agreement
661,1127,71ce36921a0034880de8a18a578bd756e9be78eedd2d52fcd9d58cd9b482be7e,SPA 3,"Quiero que mis hermanos y primos vengan, también, porque ellos son muy divertidas y entretenidas y haría la vacación mucho más divertidas.","Quiero que mis hermanos y primos vengan, también, porque ellos son muy [divertidas]{divertidos}<ga:mf:adj:an> y [entretenidas]{entretenidos}<ga:mf:adj:an> y haría la [vacación]{vacaciones}<in:s:noun:inan> mucho más [divertidas]{divertidos}<ga:mf:adj:an>.",4,[entretenidas]{entretenidos}<ga:mf:adj:an>,1,ga:mf:adj:an,entretenidos,entretenidas,"['Quiero', 'que', 'mis', 'hermanos', 'y', 'primos', 'vengan', ',', 'también', ',', 'porque', 'ellos', 'son', 'muy', 'divertidos', 'y', 'entretenidos', 'y', 'haría', 'la', 'vacaciones', 'mucho', 'más', 'divertidos', '.']","[16, 42]",ga:mf,"['Quiero', 'que', 'mis', 'hermanos', 'y', 'primos', 'vengan', ',', 'también', ',', 'porque', 'ellos', 'son', 'muy', 'divertidos', 'y', 'entretenidas', 'y', 'haría', 'la', 'vacaciones', 'mucho', 'más', 'divertidos', '.']",gender agreement
661,1127,71ce36921a0034880de8a18a578bd756e9be78eedd2d52fcd9d58cd9b482be7e,SPA 3,"Quiero que mis hermanos y primos vengan, también, porque ellos son muy divertidas y entretenidas y haría la vacación mucho más divertidas.","Quiero que mis hermanos y primos vengan, también, porque ellos son muy [divertidas]{divertidos}<ga:mf:adj:an> y [entretenidas]{entretenidos}<ga:mf:adj:an> y haría la [vacación]{vacaciones}<in:s:noun:inan> mucho más [divertidas]{divertidos}<ga:mf:adj:an>.",4,[vacación]{vacaciones}<in:s:noun:inan>,2,in:s:noun:inan,vacaciones,vacación,"['Quiero', 'que', 'mis', 'hermanos', 'y', 'primos', 'vengan', ',', 'también', ',', 'porque', 'ellos', 'son', 'muy', 'divertidos', 'y', 'entretenidos', 'y', 'haría', 'la', 'vacaciones', 'mucho', 'más', 'divertidos', '.']","[20, 46]",in:s,"['Quiero', 'que', 'mis', 'hermanos', 'y', 'primos', 'vengan', ',', 'también', ',', 'porque', 'ellos', 'son', 'muy', 'divertidos', 'y', 'entretenidos', 'y', 'haría', 'la', 'vacación', 'mucho', 'más', 'divertidos', '.']",number agreement
