,paragraph_id,sentence_id,course,essay_new,annotated_sentence,anno_error_cnt,full_error_tag,order_tag,error_tag,correction,error,target,correction_index,error_type,source,new_error_type
396,652,fd4f87bf255cf4c7b78cdc949ab690344f6fd551f4c7107bfb704c74c5750102,SPA 2,Ella recibe tambien de adultos quien escribir cuentos sobre mismos y hable a sobre como feliz ellos estan para Sonita's trabajo.,Ella recibe tambien de adultos quien escribir cuentos sobre mismos y hable a sobre como [feliz]{felices}<na:ps:adj:an> ellos estan para Sonita's trabajo.,1,[feliz]{felices}<na:ps:adj:an>,0,na:ps:adj:an,felices,feliz,"['Ella', 'recibe', 'tambien', 'de', 'adultos', 'quien', 'escribir', 'cuentos', 'sobre', 'mismos', 'y', 'hable', 'a', 'sobre', 'como', 'felices', 'ellos', 'estan', 'para', 'Sonita', ""'"", 's', 'trabajo', '.']","[15, 40]",na:ps,"['Ella', 'recibe', 'tambien', 'de', 'adultos', 'quien', 'escribir', 'cuentos', 'sobre', 'mismos', 'y', 'hable', 'a', 'sobre', 'como', 'feliz', 'ellos', 'estan', 'para', 'Sonita', ""'"", 's', 'trabajo', '.']",number agreement
396,652,42d437fcce497469d63e33c25a106c002a4b0be3301c70542564009e87a6444c,SPA 2,"Tengo mucha diverto ayudando Sonita, conociendo personas nuevo y supporting su cause porque lo me hace siento que estoy ayundando el mundo mejorar tambien.","Tengo mucha diverto ayudando Sonita, conociendo personas [nuevo]{nuevas}<ga:na:fm:ps:adj:an> y supporting su cause porque lo me hace siento que estoy ayundando el mundo mejorar tambien.",1,[nuevo]{nuevas}<ga:na:fm:ps:adj:an>,0,ga:na:fm:ps:adj:an,nuevas,nuevo,"['Tengo', 'mucha', 'diverto', 'ayudando', 'Sonita', ',', 'conociendo', 'personas', 'nuevas', 'y', 'supporting', 'su', 'cause', 'porque', 'lo', 'me', 'hace', 'siento', 'que', 'estoy', 'ayundando', 'el', 'mundo', 'mejorar', 'tambien', '.']","[8, 35]",ga:na:fm:ps,"['Tengo', 'mucha', 'diverto', 'ayudando', 'Sonita', ',', 'conociendo', 'personas', 'nuevo', 'y', 'supporting', 'su', 'cause', 'porque', 'lo', 'me', 'hace', 'siento', 'que', 'estoy', 'ayundando', 'el', 'mundo', 'mejorar', 'tambien', '.']",gender and number agreement
397,653,afc8d488a02094d44ffd70b7a2517adfbc31335aeefc539352b897fa3f853a7d,SPA 3,Es la presidente de corea norte.,Es [la]{el}<ga:mf:det:an> presidente de corea norte.,1,[la]{el}<ga:mf:det:an>,0,ga:mf:det:an,el,la,"['Es', 'el', 'presidente', 'de', 'corea', 'norte', '.']","[1, 9]",ga:mf,"['Es', 'la', 'presidente', 'de', 'corea', 'norte', '.']",gender agreement
397,653,e99575807f595e8c977974252516ddb9d14233168ad53272f3fa3db95f151743,SPA 3,"Hace días, conoció la presidente de corea sur.","Hace días, conoció [la]{el}<ga:mf:det:an> presidente de corea sur.",1,[la]{el}<ga:mf:det:an>,0,ga:mf:det:an,el,la,"['Hace', 'días', ',', 'conoció', 'el', 'presidente', 'de', 'corea', 'sur', '.']","[4, 15]",ga:mf,"['Hace', 'días', ',', 'conoció', 'la', 'presidente', 'de', 'corea', 'sur', '.']",gender agreement
398,658,0eca235d34f5b9bac044db4e0d7029bd022ddec12a7acaa504dac302a14697ab,SPA 3,"Hola, mi nombre es *FIRST_NAME* *LAST_NAME* y estoy yendo a hablar sobre un famosa persona: su nombre es Charlie Puth.","Hola, mi nombre es *FIRST_NAME* *LAST_NAME* y estoy yendo a hablar sobre [un]{una}<ga:fm:det:an> famosa persona: su nombre es Charlie Puth.",1,[un]{una}<ga:fm:det:an>,0,ga:fm:det:an,una,un,"['Hola', ',', 'mi', 'nombre', 'es', '*', 'FIRST_NAME', '*', '*', 'LAST_NAME', '*', 'y', 'estoy', 'yendo', 'a', 'hablar', 'sobre', 'una', 'famosa', 'persona', ':', 'su', 'nombre', 'es', 'Charlie', 'Puth', '.']","[17, 45]",ga:fm,"['Hola', ',', 'mi', 'nombre', 'es', '*', 'FIRST_NAME', '*', '*', 'LAST_NAME', '*', 'y', 'estoy', 'yendo', 'a', 'hablar', 'sobre', 'un', 'famosa', 'persona', ':', 'su', 'nombre', 'es', 'Charlie', 'Puth', '.']",gender agreement
398,658,cf8c0d5330c300fad4bbdde58be9da7090b5529b0e4ba729dd3e2adfdf8fb554,SPA 3,Él tiene marrones pelo y marrones ojos.,Él tiene [marrones]{marrón}<na:sp:adj:inan> pelo y marrones ojos.,1,[marrones]{marrón}<na:sp:adj:inan>,0,na:sp:adj:inan,marrón,marrones,"['Él', 'tiene', 'marrón', 'pelo', 'y', 'marrones', 'ojos', '.']","[2, 11]",na:sp,"['Él', 'tiene', 'marrones', 'pelo', 'y', 'marrones', 'ojos', '.']",number agreement
400,663,e42d284d223b5fabf484e16ff6035f963dcf177c595f99decb132b05e8c9a5e4,SPA 1,"Tiene también una mamá, una hermana mayor, y una padrastro.","Tiene también una mamá, una hermana mayor, y [una]{un}<ga:mf:det:an> padrastro.",1,[una]{un}<ga:mf:det:an>,0,ga:mf:det:an,un,una,"['Tiene', 'también', 'una', 'mamá', ',', 'una', 'hermana', 'mayor', ',', 'y', 'un', 'padrastro', '.']","[10, 24]",ga:mf,"['Tiene', 'también', 'una', 'mamá', ',', 'una', 'hermana', 'mayor', ',', 'y', 'una', 'padrastro', '.']",gender agreement
400,663,3570026aeca02895d033b6b08c37866ae2914e427b73a11a34aa4d075ba140c6,SPA 1,"Ella es muy rico, no hay necesidad estudiar en una universidad, pero ella es inteligente.","Ella es muy [rico]{rica}<ga:fm:adj:an>, no hay necesidad estudiar en una universidad, pero ella es inteligente.",1,[rico]{rica}<ga:fm:adj:an>,0,ga:fm:adj:an,rica,rico,"['Ella', 'es', 'muy', 'rica', ',', 'no', 'hay', 'necesidad', 'estudiar', 'en', 'una', 'universidad', ',', 'pero', 'ella', 'es', 'inteligente', '.']","[3, 22]",ga:fm,"['Ella', 'es', 'muy', 'rico', ',', 'no', 'hay', 'necesidad', 'estudiar', 'en', 'una', 'universidad', ',', 'pero', 'ella', 'es', 'inteligente', '.']",gender agreement
401,664,f0f00e4d92eb846c2b2434a679db8cd9e0f39bfa1aa75184e96bbae806e9fbf6,SPA 3,Chris Evans es famoso porque jugó a dos super hero.,Chris Evans es famoso porque jugó a dos super [hero]{héroes}<na:ps:noun:an>.,1,[hero]{héroes}<na:ps:noun:an>,0,na:ps:noun:an,héroes,hero,"['Chris', 'Evans', 'es', 'famoso', 'porque', 'jugó', 'a', 'dos', 'super', 'héroes', '.']","[9, 21]",na:ps,"['Chris', 'Evans', 'es', 'famoso', 'porque', 'jugó', 'a', 'dos', 'super', 'hero', '.']",number agreement
402,666,465b4dab1a86976df2d1e586e844a408a03c94751250993113dd2e2f110e4f61,SPA 1,"Mike Trout tiene un esposa, pero no es una chica famosa, es la novia de Mike Trout en su escuela secundaria.","Mike Trout tiene [un]{una}<ga:fm:det:an> esposa, pero no es una chica famosa, es la novia de Mike Trout en su escuela secundaria.",1,[un]{una}<ga:fm:det:an>,0,ga:fm:det:an,una,un,"['Mike', 'Trout', 'tiene', 'una', 'esposa', ',', 'pero', 'no', 'es', 'una', 'chica', 'famosa', ',', 'es', 'la', 'novia', 'de', 'Mike', 'Trout', 'en', 'su', 'escuela', 'secundaria', '.']","[3, 28]",ga:fm,"['Mike', 'Trout', 'tiene', 'un', 'esposa', ',', 'pero', 'no', 'es', 'una', 'chica', 'famosa', ',', 'es', 'la', 'novia', 'de', 'Mike', 'Trout', 'en', 'su', 'escuela', 'secundaria', '.']",gender agreement
402,666,9b35f14a8d407198423950b0eedc3d74a23ba216068c96e7ae3b2d7d3a326f11,SPA 1,"Mike Trout estaba el MVP de la liga Americano en 2014 y 2016, pero el estaba el jugador mejor en 2012 también.","Mike Trout estaba el MVP de la liga [Americano]{americana}<ga:fm:adj:inan> en 2014 y 2016, pero el estaba el jugador mejor en 2012 también.",1,[Americano]{americana}<ga:fm:adj:inan>,0,ga:fm:adj:inan,americana,Americano,"['Mike', 'Trout', 'estaba', 'el', 'MVP', 'de', 'la', 'liga', 'americana', 'en', '2014', 'y', '2016', ',', 'pero', 'el', 'estaba', 'el', 'jugador', 'mejor', 'en', '2012', 'también', '.']","[8, 33]",ga:fm,"['Mike', 'Trout', 'estaba', 'el', 'MVP', 'de', 'la', 'liga', 'Americano', 'en', '2014', 'y', '2016', ',', 'pero', 'el', 'estaba', 'el', 'jugador', 'mejor', 'en', '2012', 'también', '.']",gender agreement
403,668,419da592235df32a940c08689f5dc1341d848b3c8c9959dc3b94a29423bb648e,SPA 3,"Cuando estaba mas joven, Drake actuo en un programe de television que se llamaba Degrassi.","Cuando estaba mas joven, Drake actuo en un [programe]{programa}<ig:e:noun:inan> de television que se llamaba Degrassi.",1,[programe]{programa}<ig:e:noun:inan>,0,ig:e:noun:inan,programa,programe,"['Cuando', 'estaba', 'mas', 'joven', ',', 'Drake', 'actuo', 'en', 'un', 'programa', 'de', 'television', 'que', 'se', 'llamaba', 'Degrassi', '.']","[9, 27]",ig:e,"['Cuando', 'estaba', 'mas', 'joven', ',', 'Drake', 'actuo', 'en', 'un', 'programe', 'de', 'television', 'que', 'se', 'llamaba', 'Degrassi', '.']",gender agreement
403,668,e55eb2f79a632874c7d8711d89477a17eccbf8cc3a26dcc1c4c146ce83e00c05,SPA 3,"Por estas razones, Drake ya ha tenido muchas novios muy guapas.","Por estas razones, Drake ya ha tenido muchas [novios]{novias}<ga:fm:noun:an> muy guapas.",1,[novios]{novias}<ga:fm:noun:an>,0,ga:fm:noun:an,novias,novios,"['Por', 'estas', 'razones', ',', 'Drake', 'ya', 'ha', 'tenido', 'muchas', 'novias', 'muy', 'guapas', '.']","[9, 23]",ga:fm,"['Por', 'estas', 'razones', ',', 'Drake', 'ya', 'ha', 'tenido', 'muchas', 'novios', 'muy', 'guapas', '.']",gender agreement
403,668,ca297e1d0b19bf52a82c7994d913c21d620f6e0a43a50472f2dfc82680e24e32,SPA 3,Rihanna es una de las famosos novias que Drake ha tenido.,Rihanna es una de las [famosos]{famosas}<ga:fm:adj:an> novias que Drake ha tenido.,1,[famosos]{famosas}<ga:fm:adj:an>,0,ga:fm:adj:an,famosas,famosos,"['Rihanna', 'es', 'una', 'de', 'las', 'famosas', 'novias', 'que', 'Drake', 'ha', 'tenido', '.']","[5, 18]",ga:fm,"['Rihanna', 'es', 'una', 'de', 'las', 'famosos', 'novias', 'que', 'Drake', 'ha', 'tenido', '.']",gender agreement
403,668,aff974b712d412eea54291ed0dffb245e15a5d05eac599305b70b86647c483ae,SPA 3,Drake y Rihanna hicieron una canción muy famoso que sa llama Take Care.,Drake y Rihanna hicieron una canción muy [famoso]{famosa}<ga:fm:adj:inan> que sa llama Take Care.,1,[famoso]{famosa}<ga:fm:adj:inan>,0,ga:fm:adj:inan,famosa,famoso,"['Drake', 'y', 'Rihanna', 'hicieron', 'una', 'canción', 'muy', 'famosa', 'que', 'sa', 'llama', 'Take', 'Care', '.']","[7, 22]",ga:fm,"['Drake', 'y', 'Rihanna', 'hicieron', 'una', 'canción', 'muy', 'famoso', 'que', 'sa', 'llama', 'Take', 'Care', '.']",gender agreement
405,674,144139a670a8f5912d5cf5df901f9ef64d74a17721f49cf138268e1cb58d391f,SPA 3,Diego y Frida comenzamos ser romántico en 1928.,Diego y Frida comenzamos ser [romántico]{románticos}<na:ps:adj:an> en 1928.,1,[romántico]{románticos}<na:ps:adj:an>,0,na:ps:adj:an,románticos,romántico,"['Diego', 'y', 'Frida', 'comenzamos', 'ser', 'románticos', 'en', '1928', '.']","[5, 15]",na:ps,"['Diego', 'y', 'Frida', 'comenzamos', 'ser', 'romántico', 'en', '1928', '.']",number agreement
406,676,30cb91853f4274ece2c7981ef446c81fe14162910c46b8242f1f202fdaae9cb6,SPA 2,Mi favorita personaje famoso es Vanessa Hudgens.,Mi [favorita]{favorito}<ga:mf:adj:an> personaje famoso es Vanessa Hudgens.,1,[favorita]{favorito}<ga:mf:adj:an>,0,ga:mf:adj:an,favorito,favorita,"['Mi', 'favorito', 'personaje', 'famoso', 'es', 'Vanessa', 'Hudgens', '.']","[1, 10]",ga:mf,"['Mi', 'favorita', 'personaje', 'famoso', 'es', 'Vanessa', 'Hudgens', '.']",gender agreement
406,676,c1044a81bfe6535efa441056bc0aad72a3b7c7cdd1357b9cbc9134f98ad8766f,SPA 2,Ellos muy lindo pero ahora el novio es Austin.,Ellos muy [lindo]{lindos}<na:ps:adj:an> pero ahora el novio es Austin.,1,[lindo]{lindos}<na:ps:adj:an>,0,na:ps:adj:an,lindos,lindo,"['Ellos', 'muy', 'lindos', 'pero', 'ahora', 'el', 'novio', 'es', 'Austin', '.']","[2, 13]",na:ps,"['Ellos', 'muy', 'lindo', 'pero', 'ahora', 'el', 'novio', 'es', 'Austin', '.']",number agreement
406,676,c0ef68b6c68f396367b2581a1b9ed78f9f247093106dbb39ab67e15506451fac,SPA 2,"En los sábados y domingos, Vanessa va a la playa y hacer ejercicio con su amigas.","En los sábados y domingos, Vanessa va a la playa y hacer ejercicio con [su]{sus}<na:ps:det:an> amigas.",1,[su]{sus}<na:ps:det:an>,0,na:ps:det:an,sus,su,"['En', 'los', 'sábados', 'y', 'domingos', ',', 'Vanessa', 'va', 'a', 'la', 'playa', 'y', 'hacer', 'ejercicio', 'con', 'sus', 'amigas', '.']","[15, 34]",na:ps,"['En', 'los', 'sábados', 'y', 'domingos', ',', 'Vanessa', 'va', 'a', 'la', 'playa', 'y', 'hacer', 'ejercicio', 'con', 'su', 'amigas', '.']",number agreement
406,676,f94627411b3dfa873fc74eff433bd58b1519912a4fa4d182d9d8cbbf34691490,SPA 2,Su perro tiene los ojos azul y lleva ropa pequeña.,Su perro tiene los ojos [azul]{azules}<na:ps:adj:inan> y lleva ropa pequeña.,1,[azul]{azules}<na:ps:adj:inan>,0,na:ps:adj:inan,azules,azul,"['Su', 'perro', 'tiene', 'los', 'ojos', 'azules', 'y', 'lleva', 'ropa', 'pequeña', '.']","[5, 17]",na:ps,"['Su', 'perro', 'tiene', 'los', 'ojos', 'azul', 'y', 'lleva', 'ropa', 'pequeña', '.']",number agreement
407,678,21b86e20eba46eb1a94ad11d6f16d5c8501b53a7f7d2d1ca5ea6c1a9b882dfe9,SPA 3,Sus amigos bailan por las conciertos de Taylor.,Sus amigos bailan por [las]{los}<ga:mf:det:inan> conciertos de Taylor.,1,[las]{los}<ga:mf:det:inan>,0,ga:mf:det:inan,los,las,"['Sus', 'amigos', 'bailan', 'por', 'los', 'conciertos', 'de', 'Taylor', '.']","[4, 14]",ga:mf,"['Sus', 'amigos', 'bailan', 'por', 'las', 'conciertos', 'de', 'Taylor', '.']",gender agreement
407,678,22191aed8e8d3ff833360d72dc722a0290c77e3901b655ab1d753ab9d692f37c,SPA 3,Taylor es muy divertido y comedia también.,Taylor es muy [divertido]{divertida}<ga:fm:adj:an> y comedia también.,1,[divertido]{divertida}<ga:fm:adj:an>,0,ga:fm:adj:an,divertida,divertido,"['Taylor', 'es', 'muy', 'divertida', 'y', 'comedia', 'también', '.']","[3, 12]",ga:fm,"['Taylor', 'es', 'muy', 'divertido', 'y', 'comedia', 'también', '.']",gender agreement
407,678,2527acd25a6a3807b8264e71fcb0e9b7d18f9da223917542da443cfdcd43f404,SPA 3,Ella hace muchos bromas en sus conciertos entre la música.,Ella hace [muchos]{muchas}<ga:fm:det:inan> bromas en sus conciertos entre la música.,1,[muchos]{muchas}<ga:fm:det:inan>,0,ga:fm:det:inan,muchas,muchos,"['Ella', 'hace', 'muchas', 'bromas', 'en', 'sus', 'conciertos', 'entre', 'la', 'música', '.']","[2, 14]",ga:fm,"['Ella', 'hace', 'muchos', 'bromas', 'en', 'sus', 'conciertos', 'entre', 'la', 'música', '.']",gender agreement
407,678,e1a311188e9e22069879891f8c2fce625754d52d5a216f671e242135e64508a8,SPA 3,Ella usa mucho ropa diferente durante el espectáculo y baila con sus amigos.,Ella usa [mucho]{mucha}<ga:fm:det:inan> ropa diferente durante el espectáculo y baila con sus amigos.,1,[mucho]{mucha}<ga:fm:det:inan>,0,ga:fm:det:inan,mucha,mucho,"['Ella', 'usa', 'mucha', 'ropa', 'diferente', 'durante', 'el', 'espectáculo', 'y', 'baila', 'con', 'sus', 'amigos', '.']","[2, 17]",ga:fm,"['Ella', 'usa', 'mucho', 'ropa', 'diferente', 'durante', 'el', 'espectáculo', 'y', 'baila', 'con', 'sus', 'amigos', '.']",gender agreement
407,678,8edf67e9c52859d13cfff0894b9c367c3489fc25a838d9137c2c340f1adba65f,SPA 3,Taylor tiene muchos amigos famosa.,Taylor tiene muchos amigos [famosa]{famosos}<ga:na:mf:ps:adj:an>.,1,[famosa]{famosos}<ga:na:mf:ps:adj:an>,0,ga:na:mf:ps:adj:an,famosos,famosa,"['Taylor', 'tiene', 'muchos', 'amigos', 'famosos', '.']","[4, 11]",ga:na:mf:ps,"['Taylor', 'tiene', 'muchos', 'amigos', 'famosa', '.']",gender and number agreement
407,678,bd9c12bb2ebcaebd9779a5a67a5ec255720c2e1695002d0f0704c1282f9cbda8,SPA 3,Ella ha salido muchos novios famosa.,Ella ha salido muchos novios [famosa]{famosos}<ga:na:mf:ps:adj:an>.,1,[famosa]{famosos}<ga:na:mf:ps:adj:an>,0,ga:na:mf:ps:adj:an,famosos,famosa,"['Ella', 'ha', 'salido', 'muchos', 'novios', 'famosos', '.']","[5, 13]",ga:na:mf:ps,"['Ella', 'ha', 'salido', 'muchos', 'novios', 'famosa', '.']",gender and number agreement
407,678,ac8ab2c678c07feca16cae82de7b9c1c55bb25586ff93f6a7d3b0f6588cb8ffa,SPA 3,Ella escrita todos sus canciones para sus viejos novios.,Ella escrita [todos]{todas}<ga:fm:det:inan> sus canciones para sus viejos novios.,1,[todos]{todas}<ga:fm:det:inan>,0,ga:fm:det:inan,todas,todos,"['Ella', 'escrita', 'todas', 'sus', 'canciones', 'para', 'sus', 'viejos', 'novios', '.']","[2, 13]",ga:fm,"['Ella', 'escrita', 'todos', 'sus', 'canciones', 'para', 'sus', 'viejos', 'novios', '.']",gender agreement
407,678,e7f0a0a21deac8450f6cc93a71922b5d1f207c82006bc1bad98705f467a39fbb,SPA 3,Ella va la gimnasio una vez la semana porque ella no tiene tiempo.,Ella va [la]{el}<ga:mf:det:inan> gimnasio una vez la semana porque ella no tiene tiempo.,1,[la]{el}<ga:mf:det:inan>,0,ga:mf:det:inan,el,la,"['Ella', 'va', 'el', 'gimnasio', 'una', 'vez', 'la', 'semana', 'porque', 'ella', 'no', 'tiene', 'tiempo', '.']","[2, 17]",ga:mf,"['Ella', 'va', 'la', 'gimnasio', 'una', 'vez', 'la', 'semana', 'porque', 'ella', 'no', 'tiene', 'tiempo', '.']",gender agreement
408,682,bc6d8bfd1a125cdbb4b24302e3faccb44a553a9de9dda0ab37b0f8b6604bf981,SPA 3,"Yo uso google para Robyn Rihanna Fenty, “Rihanna” la cantanta.","Yo uso google para Robyn Rihanna Fenty, “Rihanna” la [cantanta]{cantante}<ig:f:noun:an>.",1,[cantanta]{cantante}<ig:f:noun:an>,0,ig:f:noun:an,cantante,cantanta,"['Yo', 'uso', 'google', 'para', 'Robyn', 'Rihanna', 'Fenty', ',', '“', 'Rihanna', '”', 'la', 'cantante', '.']","[12, 27]",ig:f,"['Yo', 'uso', 'google', 'para', 'Robyn', 'Rihanna', 'Fenty', ',', '“', 'Rihanna', '”', 'la', 'cantanta', '.']",gender agreement
408,682,6a98b46acfcf6504d8e616363cf12141e07be07f9446e4a8e61ea5e3e6a169e2,SPA 3,Su madre era un contable y su padre era un supervisor.,Su madre era [un]{una}<ga:fm:det:an> contable y su padre era un supervisor.,1,[un]{una}<ga:fm:det:an>,0,ga:fm:det:an,una,un,"['Su', 'madre', 'era', 'una', 'contable', 'y', 'su', 'padre', 'era', 'un', 'supervisor', '.']","[3, 16]",ga:fm,"['Su', 'madre', 'era', 'un', 'contable', 'y', 'su', 'padre', 'era', 'un', 'supervisor', '.']",gender agreement
408,682,b235fc021834b207e84d9bdf974d2f22ed3a19d565c414780ef831103e02b7fc,SPA 3,"Ella tiene dos hermonos, dos hermanastras y uno hermanastros.","Ella tiene dos hermonos, dos hermanastras y uno [hermanastros]{hermanastro}<na:sp:noun:an>.",1,[hermanastros]{hermanastro}<na:sp:noun:an>,0,na:sp:noun:an,hermanastro,hermanastros,"['Ella', 'tiene', 'dos', 'hermonos', ',', 'dos', 'hermanastras', 'y', 'uno', 'hermanastro', '.']","[9, 21]",na:sp,"['Ella', 'tiene', 'dos', 'hermonos', ',', 'dos', 'hermanastras', 'y', 'uno', 'hermanastros', '.']",number agreement
408,682,7cc3052b96968da5aacc2c1ab70b249049106fd791e7134e4f963068e0b2fa61,SPA 3,Ella no termina la secundaria porque ella quiere ser una cantanta.,Ella no termina la secundaria porque ella quiere ser una [cantanta]{cantante}<ig:f:noun:an>.,1,[cantanta]{cantante}<ig:f:noun:an>,0,ig:f:noun:an,cantante,cantanta,"['Ella', 'no', 'termina', 'la', 'secundaria', 'porque', 'ella', 'quiere', 'ser', 'una', 'cantante', '.']","[10, 23]",ig:f,"['Ella', 'no', 'termina', 'la', 'secundaria', 'porque', 'ella', 'quiere', 'ser', 'una', 'cantanta', '.']",gender agreement
408,682,29f6393090133d7dfa20123ddf29ed823d564776aa6b0dfc147945fdfae78cb7,SPA 3,"

Los canciones más populares de Rhianna en el principio de su carrera son Pon de Replay, SOS y Unfaithful.","[Los]{las}<ga:fm:det:inan> canciones más populares de Rhianna en el principio de su carrera son Pon de Replay, SOS y Unfaithful.",1,[Los]{las}<ga:fm:det:inan>,0,ga:fm:det:inan,las,Los,"['las', 'canciones', 'más', 'populares', 'de', 'Rhianna', 'en', 'el', 'principio', 'de', 'su', 'carrera', 'son', 'Pon', 'de', 'Replay', ',', 'SOS', 'y', 'Unfaithful', '.']","[0, 22]",ga:fm,"['Los', 'canciones', 'más', 'populares', 'de', 'Rhianna', 'en', 'el', 'principio', 'de', 'su', 'carrera', 'son', 'Pon', 'de', 'Replay', ',', 'SOS', 'y', 'Unfaithful', '.']",gender agreement
408,682,702343b5ae7f382e77595de01b28f4d6abd250b9954971249686fdde289c4ffe,SPA 3,"Luego en su carrera ella es una compositora, actriz y diseñador de moda.","Luego en su carrera ella es una compositora, actriz y [diseñador]{diseñadora}<ga:fm:noun:an> de moda.",1,[diseñador]{diseñadora}<ga:fm:noun:an>,0,ga:fm:noun:an,diseñadora,diseñador,"['Luego', 'en', 'su', 'carrera', 'ella', 'es', 'una', 'compositora', ',', 'actriz', 'y', 'diseñadora', 'de', 'moda', '.']","[11, 27]",ga:fm,"['Luego', 'en', 'su', 'carrera', 'ella', 'es', 'una', 'compositora', ',', 'actriz', 'y', 'diseñador', 'de', 'moda', '.']",gender agreement
408,682,90c319b5c79ebf5e753c0d224834900cad2d0b9c84f876af22cb8c296618f8ff,SPA 3,Su colores favoritos son negro y verde.,[Su]{sus}<na:ps:det:inan> colores favoritos son negro y verde.,1,[Su]{sus}<na:ps:det:inan>,0,na:ps:det:inan,sus,Su,"['sus', 'colores', 'favoritos', 'son', 'negro', 'y', 'verde', '.']","[0, 9]",na:ps,"['Su', 'colores', 'favoritos', 'son', 'negro', 'y', 'verde', '.']",number agreement
408,682,d69ede2c15ef967b00945422f3113e6b644c9fb068cfa173be3a75c7f60f796c,SPA 3,Sus película favorita es Napoleon Dynamite.,[Sus]{su}<na:sp:det:inan> película favorita es Napoleon Dynamite.,1,[Sus]{su}<na:sp:det:inan>,0,na:sp:det:inan,su,Sus,"['su', 'película', 'favorita', 'es', 'Napoleon', 'Dynamite', '.']","[0, 8]",na:sp,"['Sus', 'película', 'favorita', 'es', 'Napoleon', 'Dynamite', '.']",number agreement
411,686,1d82d389498ca2ae9f5b453b67d12a8c010af5bb84f3500856e61af068bd64e5,SPA 2,Come muchas vegetales y frutas.,Come [muchas]{muchos}<ga:mf:det:inan> vegetales y frutas.,1,[muchas]{muchos}<ga:mf:det:inan>,0,ga:mf:det:inan,muchos,muchas,"['Come', 'muchos', 'vegetales', 'y', 'frutas', '.']","[1, 8]",ga:mf,"['Come', 'muchas', 'vegetales', 'y', 'frutas', '.']",gender agreement
411,686,3c88322a2199278c32447fb1bafcb89b8a056feb30c80f1727cda9e782003716,SPA 2,"Por ejemplo, su película favorito es Ferris Bueller's Day Off.","Por ejemplo, su película [favorito]{favorita}<ga:fm:adj:inan> es Ferris Bueller's Day Off.",1,[favorito]{favorita}<ga:fm:adj:inan>,0,ga:fm:adj:inan,favorita,favorito,"['Por', 'ejemplo', ',', 'su', 'película', 'favorita', 'es', 'Ferris', 'Bueller', ""'"", 's', 'Day', 'Off', '.']","[5, 20]",ga:fm,"['Por', 'ejemplo', ',', 'su', 'película', 'favorito', 'es', 'Ferris', 'Bueller', ""'"", 's', 'Day', 'Off', '.']",gender agreement
413,692,faa494731422dfe602da6d6b91995e6ab9ad570fef10f0a7577ba7ef5c830901,SPA 2,Shakira es mucho talentoso.,Shakira es mucho [talentoso]{talentosa}<ga:fm:adj:an>.,1,[talentoso]{talentosa}<ga:fm:adj:an>,0,ga:fm:adj:an,talentosa,talentoso,"['Shakira', 'es', 'mucho', 'talentosa', '.']","[3, 9]",ga:fm,"['Shakira', 'es', 'mucho', 'talentoso', '.']",gender agreement
414,693,c2c3a5f9797fdce6ba001c103923f27c7018f67895a37b6ba7d7b6bbfa9756ee,SPA 3,Probable que elle tenga nuevo cancións.,Probable que elle tenga [nuevo]{nuevas}<ga:na:fm:ps:det:inan> cancións.,1,[nuevo]{nuevas}<ga:na:fm:ps:det:inan>,0,ga:na:fm:ps:det:inan,nuevas,nuevo,"['Probable', 'que', 'elle', 'tenga', 'nuevas', 'cancións', '.']","[4, 12]",ga:na:fm:ps,"['Probable', 'que', 'elle', 'tenga', 'nuevo', 'cancións', '.']",gender and number agreement
414,693,4bed26e083f16797a3d31d7303d63ec07324c4ba1eb0cbb0d4ea988ad39a18f8,SPA 3,"El es adorable, flaco, y alta.","El es adorable, flaco, y [alta]{alto}<ga:mf:adj:an>.",1,[alta]{alto}<ga:mf:adj:an>,0,ga:mf:adj:an,alto,alta,"['El', 'es', 'adorable', ',', 'flaco', ',', 'y', 'alto', '.']","[7, 17]",ga:mf,"['El', 'es', 'adorable', ',', 'flaco', ',', 'y', 'alta', '.']",gender agreement
414,693,57dff965343af6521ccf1cba3666aab33cb03f3c78094ed9661dee5a9c405687,SPA 3,Es posible que el tenga nuevo musica.,Es posible que el tenga [nuevo]{nueva}<ga:fm:adj:inan> musica.,1,[nuevo]{nueva}<ga:fm:adj:inan>,0,ga:fm:adj:inan,nueva,nuevo,"['Es', 'posible', 'que', 'el', 'tenga', 'nueva', 'musica', '.']","[5, 14]",ga:fm,"['Es', 'posible', 'que', 'el', 'tenga', 'nuevo', 'musica', '.']",gender agreement
415,694,84470d0f6c7ee7ede42ebc3768996bbcca97455f064649a1e438705556a16d4c,SPA 2,Anthony Bourdain es muy famosa en la América y en el mundo.,Anthony Bourdain es muy [famosa]{famoso}<ga:mf:adj:an> en la América y en el mundo.,1,[famosa]{famoso}<ga:mf:adj:an>,0,ga:mf:adj:an,famoso,famosa,"['Anthony', 'Bourdain', 'es', 'muy', 'famoso', 'en', 'la', 'América', 'y', 'en', 'el', 'mundo', '.']","[4, 18]",ga:mf,"['Anthony', 'Bourdain', 'es', 'muy', 'famosa', 'en', 'la', 'América', 'y', 'en', 'el', 'mundo', '.']",gender agreement
