,paragraph_id,sentence_id,course,essay_new,annotated_sentence,anno_error_cnt,full_error_tag,order_tag,error_tag,correction,error,target,correction_index,error_type,source,new_error_type
195,289,93470f18e855544f4a5e4eb622641e01626fea53585781fcba7315bb1b2a3950,SPA 2,"En el fin, el trabajó de Cope fue importante en la fabricación de paleontología en américa para el communidad científico.","En el fin, el trabajó de Cope fue importante en la fabricación de paleontología en américa para [el]{la}<ga:fm:det:an> communidad [científico]{científica}<ga:fm:adj:an>.",2,[científico]{científica}<ga:fm:adj:an>,1,ga:fm:adj:an,científica,científico,"['En', 'el', 'fin', ',', 'el', 'trabajó', 'de', 'Cope', 'fue', 'importante', 'en', 'la', 'fabricación', 'de', 'paleontología', 'en', 'américa', 'para', 'la', 'communidad', 'científica', '.']","[20, 43]",ga:fm,"['En', 'el', 'fin', ',', 'el', 'trabajó', 'de', 'Cope', 'fue', 'importante', 'en', 'la', 'fabricación', 'de', 'paleontología', 'en', 'américa', 'para', 'la', 'communidad', 'científico', '.']",gender agreement
198,292,5e8dcb480a63895f0bab814b4d5036cf36db64089b8d338aecb1f06b0e608c9b,SPA 2,Una persona famosa no puede timido o introvertido.,Una persona famosa no puede [timido]{tímida}<ga:fm:adj:an> o [introvertido]{introvertida}<ga:fm:adj:an>.,2,[timido]{tímida}<ga:fm:adj:an>,0,ga:fm:adj:an,tímida,timido,"['Una', 'persona', 'famosa', 'no', 'puede', 'tímida', 'o', 'introvertida', '.']","[5, 15]",ga:fm,"['Una', 'persona', 'famosa', 'no', 'puede', 'timido', 'o', 'introvertida', '.']",gender agreement
198,292,5e8dcb480a63895f0bab814b4d5036cf36db64089b8d338aecb1f06b0e608c9b,SPA 2,Una persona famosa no puede timido o introvertido.,Una persona famosa no puede [timido]{tímida}<ga:fm:adj:an> o [introvertido]{introvertida}<ga:fm:adj:an>.,2,[introvertido]{introvertida}<ga:fm:adj:an>,1,ga:fm:adj:an,introvertida,introvertido,"['Una', 'persona', 'famosa', 'no', 'puede', 'tímida', 'o', 'introvertida', '.']","[7, 17]",ga:fm,"['Una', 'persona', 'famosa', 'no', 'puede', 'tímida', 'o', 'introvertido', '.']",gender agreement
198,292,3481394c3b2ece0702bbca8b60567fd7f97c7491945866c587a1ac83e7f16a3d,SPA 2,Necisita ser divirtido y extrovertido.,Necisita ser [divirtido]{divertida}<ga:fm:adj:an>  y [extrovertido]{extrovertida}<ga:fm:adj:an> .,2,[divirtido]{divertida}<ga:fm:adj:an>,0,ga:fm:adj:an,divertida,divirtido,"['Necisita', 'ser', 'divertida', 'y', 'extrovertida', '.']","[2, 9]",ga:fm,"['Necisita', 'ser', 'divirtido', 'y', 'extrovertida', '.']",gender agreement
198,292,3481394c3b2ece0702bbca8b60567fd7f97c7491945866c587a1ac83e7f16a3d,SPA 2,Necisita ser divirtido y extrovertido.,Necisita ser [divirtido]{divertida}<ga:fm:adj:an>  y [extrovertido]{extrovertida}<ga:fm:adj:an> .,2,[extrovertido]{extrovertida}<ga:fm:adj:an>,1,ga:fm:adj:an,extrovertida,extrovertido,"['Necisita', 'ser', 'divertida', 'y', 'extrovertida', '.']","[4, 11]",ga:fm,"['Necisita', 'ser', 'divertida', 'y', 'extrovertido', '.']",gender agreement
198,292,5b1771ba16f508561670bba16ca8170e3cebcfacd2092bf71924d01d6b64d318,SPA 2,Ella motiva muchos gentes en los Estados Unidos y otros paises.,Ella motiva [muchos]{mucha}<ga:fm:det:an> [gentes]{gente}<na:sp:noun:an> en los Estados Unidos y otros paises.,2,[muchos]{mucha}<ga:fm:det:an>,0,ga:fm:det:an,mucha,muchos,"['Ella', 'motiva', 'mucha', 'gente', 'en', 'los', 'Estados', 'Unidos', 'y', 'otros', 'paises', '.']","[2, 15]",ga:fm,"['Ella', 'motiva', 'muchos', 'gente', 'en', 'los', 'Estados', 'Unidos', 'y', 'otros', 'paises', '.']",gender agreement
198,292,5b1771ba16f508561670bba16ca8170e3cebcfacd2092bf71924d01d6b64d318,SPA 2,Ella motiva muchos gentes en los Estados Unidos y otros paises.,Ella motiva [muchos]{mucha}<ga:fm:det:an> [gentes]{gente}<na:sp:noun:an> en los Estados Unidos y otros paises.,2,[gentes]{gente}<na:sp:noun:an>,1,na:sp:noun:an,gente,gentes,"['Ella', 'motiva', 'mucha', 'gente', 'en', 'los', 'Estados', 'Unidos', 'y', 'otros', 'paises', '.']","[3, 16]",na:sp,"['Ella', 'motiva', 'mucha', 'gentes', 'en', 'los', 'Estados', 'Unidos', 'y', 'otros', 'paises', '.']",number agreement
198,292,905815421957f88a5c759914e7a9b2cab7f5220fc2c8c46517b168e580118b0c,SPA 2,Ella formenta una dieta de sano y ayunda muchos personas en recibir las asestencia medica.,Ella formenta una dieta de sano y ayunda [muchos]{muchas}<ga:fm:det:an>  personas en recibir [las]{la}<na:sp:det:inan> asestencia medica.,2,[muchos]{muchas}<ga:fm:det:an>,0,ga:fm:det:an,muchas,muchos,"['Ella', 'formenta', 'una', 'dieta', 'de', 'sano', 'y', 'ayunda', 'muchas', 'personas', 'en', 'recibir', 'la', 'asestencia', 'medica', '.']","[8, 25]",ga:fm,"['Ella', 'formenta', 'una', 'dieta', 'de', 'sano', 'y', 'ayunda', 'muchos', 'personas', 'en', 'recibir', 'la', 'asestencia', 'medica', '.']",gender agreement
198,292,905815421957f88a5c759914e7a9b2cab7f5220fc2c8c46517b168e580118b0c,SPA 2,Ella formenta una dieta de sano y ayunda muchos personas en recibir las asestencia medica.,Ella formenta una dieta de sano y ayunda [muchos]{muchas}<ga:fm:det:an>  personas en recibir [las]{la}<na:sp:det:inan> asestencia medica.,2,[las]{la}<na:sp:det:inan>,1,na:sp:det:inan,la,las,"['Ella', 'formenta', 'una', 'dieta', 'de', 'sano', 'y', 'ayunda', 'muchas', 'personas', 'en', 'recibir', 'la', 'asestencia', 'medica', '.']","[12, 29]",na:sp,"['Ella', 'formenta', 'una', 'dieta', 'de', 'sano', 'y', 'ayunda', 'muchas', 'personas', 'en', 'recibir', 'las', 'asestencia', 'medica', '.']",number agreement
198,292,8c6aecee654e455d182eca477c470c4a82e543896ecd463cb9eb2798cd2dac4c,SPA 2,Hay muchos persona famosa en el mundo y cada persona famosa tienen sus unico hablidades.,Hay [muchos]{muchas}<ga:na:fm:sp:det:an>   [persona]{personas}<na:ps:noun:an> famosa en el mundo y cada persona famosa tienen sus [unico]{únicas}<ga:na:fm:ps:adj:inan> hablidades.,3,[muchos]{muchas}<ga:na:fm:sp:det:an>,0,ga:na:fm:sp:det:an,muchas,muchos,"['Hay', 'muchas', 'personas', 'famosa', 'en', 'el', 'mundo', 'y', 'cada', 'persona', 'famosa', 'tienen', 'sus', 'únicas', 'hablidades', '.']","[1, 18]",ga:na:fm:sp,"['Hay', 'muchos', 'personas', 'famosa', 'en', 'el', 'mundo', 'y', 'cada', 'persona', 'famosa', 'tienen', 'sus', 'únicas', 'hablidades', '.']",gender and number agreement
198,292,8c6aecee654e455d182eca477c470c4a82e543896ecd463cb9eb2798cd2dac4c,SPA 2,Hay muchos persona famosa en el mundo y cada persona famosa tienen sus unico hablidades.,Hay [muchos]{muchas}<ga:na:fm:sp:det:an>   [persona]{personas}<na:ps:noun:an> famosa en el mundo y cada persona famosa tienen sus [unico]{únicas}<ga:na:fm:ps:adj:inan> hablidades.,3,[persona]{personas}<na:ps:noun:an>,1,na:ps:noun:an,personas,persona,"['Hay', 'muchas', 'personas', 'famosa', 'en', 'el', 'mundo', 'y', 'cada', 'persona', 'famosa', 'tienen', 'sus', 'únicas', 'hablidades', '.']","[2, 19]",na:ps,"['Hay', 'muchas', 'persona', 'famosa', 'en', 'el', 'mundo', 'y', 'cada', 'persona', 'famosa', 'tienen', 'sus', 'únicas', 'hablidades', '.']",number agreement
198,292,8c6aecee654e455d182eca477c470c4a82e543896ecd463cb9eb2798cd2dac4c,SPA 2,Hay muchos persona famosa en el mundo y cada persona famosa tienen sus unico hablidades.,Hay [muchos]{muchas}<ga:na:fm:sp:det:an>   [persona]{personas}<na:ps:noun:an> famosa en el mundo y cada persona famosa tienen sus [unico]{únicas}<ga:na:fm:ps:adj:inan> hablidades.,3,[unico]{únicas}<ga:na:fm:ps:adj:inan>,2,ga:na:fm:ps:adj:inan,únicas,unico,"['Hay', 'muchas', 'personas', 'famosa', 'en', 'el', 'mundo', 'y', 'cada', 'persona', 'famosa', 'tienen', 'sus', 'únicas', 'hablidades', '.']","[13, 30]",ga:na:fm:ps,"['Hay', 'muchas', 'personas', 'famosa', 'en', 'el', 'mundo', 'y', 'cada', 'persona', 'famosa', 'tienen', 'sus', 'unico', 'hablidades', '.']",gender and number agreement
198,292,ce665d24b2f1bcb47f5559dcd53b23f9043885dddcfd6d3b562644ef9a38c160,SPA 2,"Creo estar una persona famosa es muy dificil especialmente porque los periodicos, la media, y muchos personas conozcan los problemas de persona famosa y conozcan la informacion de personal.","Creo estar una persona famosa es muy dificil especialmente porque los periodicos, la media, y [muchos]{muchas}<ga:fm:det:an> personas conozcan los problemas de [persona]{personas}<na:ps:noun:an> famosa y conozcan la informacion de personal.",2,[muchos]{muchas}<ga:fm:det:an>,0,ga:fm:det:an,muchas,muchos,"['Creo', 'estar', 'una', 'persona', 'famosa', 'es', 'muy', 'dificil', 'especialmente', 'porque', 'los', 'periodicos', ',', 'la', 'media', ',', 'y', 'muchas', 'personas', 'conozcan', 'los', 'problemas', 'de', 'personas', 'famosa', 'y', 'conozcan', 'la', 'informacion', 'de', 'personal', '.']","[17, 50]",ga:fm,"['Creo', 'estar', 'una', 'persona', 'famosa', 'es', 'muy', 'dificil', 'especialmente', 'porque', 'los', 'periodicos', ',', 'la', 'media', ',', 'y', 'muchos', 'personas', 'conozcan', 'los', 'problemas', 'de', 'personas', 'famosa', 'y', 'conozcan', 'la', 'informacion', 'de', 'personal', '.']",gender agreement
198,292,ce665d24b2f1bcb47f5559dcd53b23f9043885dddcfd6d3b562644ef9a38c160,SPA 2,"Creo estar una persona famosa es muy dificil especialmente porque los periodicos, la media, y muchos personas conozcan los problemas de persona famosa y conozcan la informacion de personal.","Creo estar una persona famosa es muy dificil especialmente porque los periodicos, la media, y [muchos]{muchas}<ga:fm:det:an> personas conozcan los problemas de [persona]{personas}<na:ps:noun:an> famosa y conozcan la informacion de personal.",2,[persona]{personas}<na:ps:noun:an>,1,na:ps:noun:an,personas,persona,"['Creo', 'estar', 'una', 'persona', 'famosa', 'es', 'muy', 'dificil', 'especialmente', 'porque', 'los', 'periodicos', ',', 'la', 'media', ',', 'y', 'muchas', 'personas', 'conozcan', 'los', 'problemas', 'de', 'personas', 'famosa', 'y', 'conozcan', 'la', 'informacion', 'de', 'personal', '.']","[23, 56]",na:ps,"['Creo', 'estar', 'una', 'persona', 'famosa', 'es', 'muy', 'dificil', 'especialmente', 'porque', 'los', 'periodicos', ',', 'la', 'media', ',', 'y', 'muchas', 'personas', 'conozcan', 'los', 'problemas', 'de', 'persona', 'famosa', 'y', 'conozcan', 'la', 'informacion', 'de', 'personal', '.']",number agreement
198,292,4aabcbed8ed5b30673280c7c25220d17f5403448fd58ebb43890d1d9299473fe,SPA 2,Mucho persona famosa necistan los escoltas.,[Mucho]{Muchas}<ga:fm:det:an>  [persona]{personas}<na:ps:noun:an> famosa necistan los escoltas.,2,[Mucho]{Muchas}<ga:fm:det:an>,0,ga:fm:det:an,Muchas,Mucho,"['Muchas', 'personas', 'famosa', 'necistan', 'los', 'escoltas', '.']","[0, 8]",ga:fm,"['Mucho', 'personas', 'famosa', 'necistan', 'los', 'escoltas', '.']",gender agreement
198,292,4aabcbed8ed5b30673280c7c25220d17f5403448fd58ebb43890d1d9299473fe,SPA 2,Mucho persona famosa necistan los escoltas.,[Mucho]{Muchas}<ga:fm:det:an>  [persona]{personas}<na:ps:noun:an> famosa necistan los escoltas.,2,[persona]{personas}<na:ps:noun:an>,1,na:ps:noun:an,personas,persona,"['Muchas', 'personas', 'famosa', 'necistan', 'los', 'escoltas', '.']","[1, 9]",na:ps,"['Muchas', 'persona', 'famosa', 'necistan', 'los', 'escoltas', '.']",number agreement
199,295,7f278698ee932cb470bf4c811c5b591492cc333b7a006e06fad44940ca211c22,SPA 1,"Ella salio con ropa, es una modela, escribió libros, y muchos otros cosas.","Ella salio con ropa, es una [modela]{modelo}<ig:f:noun:an>, escribió libros, y [muchos]{muchas}<ga:fm:det:inan> [otros]{otras}<ga:fm:det:inan> cosas.",3,[modela]{modelo}<ig:f:noun:an>,0,ig:f:noun:an,modelo,modela,"['Ella', 'salio', 'con', 'ropa', ',', 'es', 'una', 'modelo', ',', 'escribió', 'libros', ',', 'y', 'muchas', 'otras', 'cosas', '.']","[7, 25]",ig:f,"['Ella', 'salio', 'con', 'ropa', ',', 'es', 'una', 'modela', ',', 'escribió', 'libros', ',', 'y', 'muchas', 'otras', 'cosas', '.']",gender agreement
199,295,7f278698ee932cb470bf4c811c5b591492cc333b7a006e06fad44940ca211c22,SPA 1,"Ella salio con ropa, es una modela, escribió libros, y muchos otros cosas.","Ella salio con ropa, es una [modela]{modelo}<ig:f:noun:an>, escribió libros, y [muchos]{muchas}<ga:fm:det:inan> [otros]{otras}<ga:fm:det:inan> cosas.",3,[muchos]{muchas}<ga:fm:det:inan>,1,ga:fm:det:inan,muchas,muchos,"['Ella', 'salio', 'con', 'ropa', ',', 'es', 'una', 'modelo', ',', 'escribió', 'libros', ',', 'y', 'muchas', 'otras', 'cosas', '.']","[13, 31]",ga:fm,"['Ella', 'salio', 'con', 'ropa', ',', 'es', 'una', 'modelo', ',', 'escribió', 'libros', ',', 'y', 'muchos', 'otras', 'cosas', '.']",gender agreement
199,295,7f278698ee932cb470bf4c811c5b591492cc333b7a006e06fad44940ca211c22,SPA 1,"Ella salio con ropa, es una modela, escribió libros, y muchos otros cosas.","Ella salio con ropa, es una [modela]{modelo}<ig:f:noun:an>, escribió libros, y [muchos]{muchas}<ga:fm:det:inan> [otros]{otras}<ga:fm:det:inan> cosas.",3,[otros]{otras}<ga:fm:det:inan>,2,ga:fm:det:inan,otras,otros,"['Ella', 'salio', 'con', 'ropa', ',', 'es', 'una', 'modelo', ',', 'escribió', 'libros', ',', 'y', 'muchas', 'otras', 'cosas', '.']","[14, 32]",ga:fm,"['Ella', 'salio', 'con', 'ropa', ',', 'es', 'una', 'modelo', ',', 'escribió', 'libros', ',', 'y', 'muchas', 'otros', 'cosas', '.']",gender agreement
199,295,0d6d55cfacf8e2e7971d56c8b8ddf065acef30d42aa0ebfb8fb66dbc74086092,SPA 1,Ella esta saliendo con colabraciones y mucho diferente cosas al mismo vez pero es tantos cosas en menos tiempo.,Ella esta saliendo con colabraciones y [mucho]{muchas}<ga:na:fm:ps:det:inan> [diferente]{diferentes}<na:ps:det:inan> cosas [al]{a la}<ga:fm:det:inan> [mismo]{misma}<ga:fm:det:inan> vez pero es [tantos]{tantas}<na:ps:det:inan> cosas en menos tiempo.,5,[mucho]{muchas}<ga:na:fm:ps:det:inan>,0,ga:na:fm:ps:det:inan,muchas,mucho,"['Ella', 'esta', 'saliendo', 'con', 'colabraciones', 'y', 'muchas', 'diferentes', 'cosas', 'a la', 'misma', 'vez', 'pero', 'es', 'tantas', 'cosas', 'en', 'menos', 'tiempo', '.']","[6, 27]",ga:na:fm:ps,"['Ella', 'esta', 'saliendo', 'con', 'colabraciones', 'y', 'mucho', 'diferentes', 'cosas', 'a la', 'misma', 'vez', 'pero', 'es', 'tantas', 'cosas', 'en', 'menos', 'tiempo', '.']",gender and number agreement
199,295,0d6d55cfacf8e2e7971d56c8b8ddf065acef30d42aa0ebfb8fb66dbc74086092,SPA 1,Ella esta saliendo con colabraciones y mucho diferente cosas al mismo vez pero es tantos cosas en menos tiempo.,Ella esta saliendo con colabraciones y [mucho]{muchas}<ga:na:fm:ps:det:inan> [diferente]{diferentes}<na:ps:det:inan> cosas [al]{a la}<ga:fm:det:inan> [mismo]{misma}<ga:fm:det:inan> vez pero es [tantos]{tantas}<na:ps:det:inan> cosas en menos tiempo.,5,[diferente]{diferentes}<na:ps:det:inan>,1,na:ps:det:inan,diferentes,diferente,"['Ella', 'esta', 'saliendo', 'con', 'colabraciones', 'y', 'muchas', 'diferentes', 'cosas', 'a la', 'misma', 'vez', 'pero', 'es', 'tantas', 'cosas', 'en', 'menos', 'tiempo', '.']","[7, 28]",na:ps,"['Ella', 'esta', 'saliendo', 'con', 'colabraciones', 'y', 'muchas', 'diferente', 'cosas', 'a la', 'misma', 'vez', 'pero', 'es', 'tantas', 'cosas', 'en', 'menos', 'tiempo', '.']",number agreement
199,295,0d6d55cfacf8e2e7971d56c8b8ddf065acef30d42aa0ebfb8fb66dbc74086092,SPA 1,Ella esta saliendo con colabraciones y mucho diferente cosas al mismo vez pero es tantos cosas en menos tiempo.,Ella esta saliendo con colabraciones y [mucho]{muchas}<ga:na:fm:ps:det:inan> [diferente]{diferentes}<na:ps:det:inan> cosas [al]{a la}<ga:fm:det:inan> [mismo]{misma}<ga:fm:det:inan> vez pero es [tantos]{tantas}<na:ps:det:inan> cosas en menos tiempo.,5,[al]{a la}<ga:fm:det:inan>,2,ga:fm:det:inan,a la,al,"['Ella', 'esta', 'saliendo', 'con', 'colabraciones', 'y', 'muchas', 'diferentes', 'cosas', 'a la', 'misma', 'vez', 'pero', 'es', 'tantas', 'cosas', 'en', 'menos', 'tiempo', '.']","[9, 30]",ga:fm,"['Ella', 'esta', 'saliendo', 'con', 'colabraciones', 'y', 'muchas', 'diferentes', 'cosas', 'al', 'misma', 'vez', 'pero', 'es', 'tantas', 'cosas', 'en', 'menos', 'tiempo', '.']",gender agreement
199,295,0d6d55cfacf8e2e7971d56c8b8ddf065acef30d42aa0ebfb8fb66dbc74086092,SPA 1,Ella esta saliendo con colabraciones y mucho diferente cosas al mismo vez pero es tantos cosas en menos tiempo.,Ella esta saliendo con colabraciones y [mucho]{muchas}<ga:na:fm:ps:det:inan> [diferente]{diferentes}<na:ps:det:inan> cosas [al]{a la}<ga:fm:det:inan> [mismo]{misma}<ga:fm:det:inan> vez pero es [tantos]{tantas}<na:ps:det:inan> cosas en menos tiempo.,5,[mismo]{misma}<ga:fm:det:inan>,3,ga:fm:det:inan,misma,mismo,"['Ella', 'esta', 'saliendo', 'con', 'colabraciones', 'y', 'muchas', 'diferentes', 'cosas', 'a la', 'misma', 'vez', 'pero', 'es', 'tantas', 'cosas', 'en', 'menos', 'tiempo', '.']","[10, 31]",ga:fm,"['Ella', 'esta', 'saliendo', 'con', 'colabraciones', 'y', 'muchas', 'diferentes', 'cosas', 'a la', 'mismo', 'vez', 'pero', 'es', 'tantas', 'cosas', 'en', 'menos', 'tiempo', '.']",gender agreement
199,295,0d6d55cfacf8e2e7971d56c8b8ddf065acef30d42aa0ebfb8fb66dbc74086092,SPA 1,Ella esta saliendo con colabraciones y mucho diferente cosas al mismo vez pero es tantos cosas en menos tiempo.,Ella esta saliendo con colabraciones y [mucho]{muchas}<ga:na:fm:ps:det:inan> [diferente]{diferentes}<na:ps:det:inan> cosas [al]{a la}<ga:fm:det:inan> [mismo]{misma}<ga:fm:det:inan> vez pero es [tantos]{tantas}<na:ps:det:inan> cosas en menos tiempo.,5,[tantos]{tantas}<na:ps:det:inan>,4,na:ps:det:inan,tantas,tantos,"['Ella', 'esta', 'saliendo', 'con', 'colabraciones', 'y', 'muchas', 'diferentes', 'cosas', 'a la', 'misma', 'vez', 'pero', 'es', 'tantas', 'cosas', 'en', 'menos', 'tiempo', '.']","[14, 35]",na:ps,"['Ella', 'esta', 'saliendo', 'con', 'colabraciones', 'y', 'muchas', 'diferentes', 'cosas', 'a la', 'misma', 'vez', 'pero', 'es', 'tantos', 'cosas', 'en', 'menos', 'tiempo', '.']",number agreement
199,295,7a5317fc0217581c17322ca03b12fcfec6182d7f4a1a094404172cdcfbee506d,SPA 1,Todos los personas tienen su propia faltas pero no es un razon de su familia es una persona mala.,[Todos]{todas}<ga:fm:det:an> [los]{las}<ga:fm:det:an> personas tienen [su]{sus}<na:ps:det:inan> [propia]{propias}<na:ps:det:inan> faltas pero no es [un]{una}<ga:fm:det:inan> razon de su familia es una persona mala.,5,[Todos]{todas}<ga:fm:det:an>,0,ga:fm:det:an,todas,Todos,"['todas', 'las', 'personas', 'tienen', 'sus', 'propias', 'faltas', 'pero', 'no', 'es', 'una', 'razon', 'de', 'su', 'familia', 'es', 'una', 'persona', 'mala', '.']","[0, 21]",ga:fm,"['Todos', 'las', 'personas', 'tienen', 'sus', 'propias', 'faltas', 'pero', 'no', 'es', 'una', 'razon', 'de', 'su', 'familia', 'es', 'una', 'persona', 'mala', '.']",gender agreement
199,295,7a5317fc0217581c17322ca03b12fcfec6182d7f4a1a094404172cdcfbee506d,SPA 1,Todos los personas tienen su propia faltas pero no es un razon de su familia es una persona mala.,[Todos]{todas}<ga:fm:det:an> [los]{las}<ga:fm:det:an> personas tienen [su]{sus}<na:ps:det:inan> [propia]{propias}<na:ps:det:inan> faltas pero no es [un]{una}<ga:fm:det:inan> razon de su familia es una persona mala.,5,[los]{las}<ga:fm:det:an>,1,ga:fm:det:an,las,los,"['todas', 'las', 'personas', 'tienen', 'sus', 'propias', 'faltas', 'pero', 'no', 'es', 'una', 'razon', 'de', 'su', 'familia', 'es', 'una', 'persona', 'mala', '.']","[1, 22]",ga:fm,"['todas', 'los', 'personas', 'tienen', 'sus', 'propias', 'faltas', 'pero', 'no', 'es', 'una', 'razon', 'de', 'su', 'familia', 'es', 'una', 'persona', 'mala', '.']",gender agreement
199,295,7a5317fc0217581c17322ca03b12fcfec6182d7f4a1a094404172cdcfbee506d,SPA 1,Todos los personas tienen su propia faltas pero no es un razon de su familia es una persona mala.,[Todos]{todas}<ga:fm:det:an> [los]{las}<ga:fm:det:an> personas tienen [su]{sus}<na:ps:det:inan> [propia]{propias}<na:ps:det:inan> faltas pero no es [un]{una}<ga:fm:det:inan> razon de su familia es una persona mala.,5,[su]{sus}<na:ps:det:inan>,2,na:ps:det:inan,sus,su,"['todas', 'las', 'personas', 'tienen', 'sus', 'propias', 'faltas', 'pero', 'no', 'es', 'una', 'razon', 'de', 'su', 'familia', 'es', 'una', 'persona', 'mala', '.']","[4, 25]",na:ps,"['todas', 'las', 'personas', 'tienen', 'su', 'propias', 'faltas', 'pero', 'no', 'es', 'una', 'razon', 'de', 'su', 'familia', 'es', 'una', 'persona', 'mala', '.']",number agreement
199,295,7a5317fc0217581c17322ca03b12fcfec6182d7f4a1a094404172cdcfbee506d,SPA 1,Todos los personas tienen su propia faltas pero no es un razon de su familia es una persona mala.,[Todos]{todas}<ga:fm:det:an> [los]{las}<ga:fm:det:an> personas tienen [su]{sus}<na:ps:det:inan> [propia]{propias}<na:ps:det:inan> faltas pero no es [un]{una}<ga:fm:det:inan> razon de su familia es una persona mala.,5,[propia]{propias}<na:ps:det:inan>,3,na:ps:det:inan,propias,propia,"['todas', 'las', 'personas', 'tienen', 'sus', 'propias', 'faltas', 'pero', 'no', 'es', 'una', 'razon', 'de', 'su', 'familia', 'es', 'una', 'persona', 'mala', '.']","[5, 26]",na:ps,"['todas', 'las', 'personas', 'tienen', 'sus', 'propia', 'faltas', 'pero', 'no', 'es', 'una', 'razon', 'de', 'su', 'familia', 'es', 'una', 'persona', 'mala', '.']",number agreement
199,295,7a5317fc0217581c17322ca03b12fcfec6182d7f4a1a094404172cdcfbee506d,SPA 1,Todos los personas tienen su propia faltas pero no es un razon de su familia es una persona mala.,[Todos]{todas}<ga:fm:det:an> [los]{las}<ga:fm:det:an> personas tienen [su]{sus}<na:ps:det:inan> [propia]{propias}<na:ps:det:inan> faltas pero no es [un]{una}<ga:fm:det:inan> razon de su familia es una persona mala.,5,[un]{una}<ga:fm:det:inan>,4,ga:fm:det:inan,una,un,"['todas', 'las', 'personas', 'tienen', 'sus', 'propias', 'faltas', 'pero', 'no', 'es', 'una', 'razon', 'de', 'su', 'familia', 'es', 'una', 'persona', 'mala', '.']","[10, 31]",ga:fm,"['todas', 'las', 'personas', 'tienen', 'sus', 'propias', 'faltas', 'pero', 'no', 'es', 'un', 'razon', 'de', 'su', 'familia', 'es', 'una', 'persona', 'mala', '.']",gender agreement
203,300,dd18d8826f8525a247391fb07d93e8b9dbb1294efdb1a933576ec6cbdecd93d0,SPA 3,"Ella tiene un hermana, dos padres, un novio Jay-Z, y un nina Blue Ivy.","Ella tiene [un]{una}<ga:fm:det:an> hermana, dos padres, un novio Jay-Z, y [un]{una}<ga:fm:det:an> nina Blue Ivy.",2,[un]{una}<ga:fm:det:an>,0,ga:fm:det:an,una,un,"['Ella', 'tiene', 'una', 'hermana', ',', 'dos', 'padres', ',', 'un', 'novio', 'Jay', '-', 'Z', ',', 'y', 'una', 'nina', 'Blue', 'Ivy', '.']","[2, 23]",ga:fm,"['Ella', 'tiene', 'un', 'hermana', ',', 'dos', 'padres', ',', 'un', 'novio', 'Jay', '-', 'Z', ',', 'y', 'una', 'nina', 'Blue', 'Ivy', '.']",gender agreement
203,300,dd18d8826f8525a247391fb07d93e8b9dbb1294efdb1a933576ec6cbdecd93d0,SPA 3,"Ella tiene un hermana, dos padres, un novio Jay-Z, y un nina Blue Ivy.","Ella tiene [un]{una}<ga:fm:det:an> hermana, dos padres, un novio Jay-Z, y [un]{una}<ga:fm:det:an> nina Blue Ivy.",2,[un]{una}<ga:fm:det:an>,1,ga:fm:det:an,una,un,"['Ella', 'tiene', 'una', 'hermana', ',', 'dos', 'padres', ',', 'un', 'novio', 'Jay', '-', 'Z', ',', 'y', 'una', 'nina', 'Blue', 'Ivy', '.']","[15, 36]",ga:fm,"['Ella', 'tiene', 'una', 'hermana', ',', 'dos', 'padres', ',', 'un', 'novio', 'Jay', '-', 'Z', ',', 'y', 'un', 'nina', 'Blue', 'Ivy', '.']",gender agreement
203,300,5216cb557179a4777123cf0733990f2b7cd58811cdd393b6ccdd32ef07fac2a1,SPA 3,"Beyonce tiene dudos Jay-Z es un bien Novio, se dice “Donde esta anoche Jay-Z!” Beyonce es un mejor bailandora que Jay-Z. Creo que Jay-Z es muy serio y no tiene mucho talento.","Beyonce tiene [dudos]{dudas}<ig:m:noun:inan> Jay-Z es un bien Novio, se dice “Donde esta anoche Jay-Z!” Beyonce es [un]{una}<ga:fm:det:an> mejor bailandora que Jay-Z. Creo que Jay-Z es muy serio y no tiene mucho talento.",2,[dudos]{dudas}<ig:m:noun:inan>,0,ig:m:noun:inan,dudas,dudos,"['Beyonce', 'tiene', 'dudas', 'Jay', '-', 'Z', 'es', 'un', 'bien', 'Novio', ',', 'se', 'dice', '“', 'Donde', 'esta', 'anoche', 'Jay', '-', 'Z', '!', '”', 'Beyonce', 'es', 'una', 'mejor', 'bailandora', 'que', 'Jay', '-', 'Z', '.', 'Creo', 'que', 'Jay', '-', 'Z', 'es', 'muy', 'serio', 'y', 'no', 'tiene', 'mucho', 'talento', '.']","[2, 49]",ig:m,"['Beyonce', 'tiene', 'dudos', 'Jay', '-', 'Z', 'es', 'un', 'bien', 'Novio', ',', 'se', 'dice', '“', 'Donde', 'esta', 'anoche', 'Jay', '-', 'Z', '!', '”', 'Beyonce', 'es', 'una', 'mejor', 'bailandora', 'que', 'Jay', '-', 'Z', '.', 'Creo', 'que', 'Jay', '-', 'Z', 'es', 'muy', 'serio', 'y', 'no', 'tiene', 'mucho', 'talento', '.']",gender agreement
