,paragraph_id,sentence_id,course,essay_new,annotated_sentence,anno_error_cnt,full_error_tag,order_tag,error_tag,correction,error,target,correction_index,error_type,source,new_error_type
269,388,c20e7995d1ae78159a5057de86a7ff39cf31992ea0d6807c7305b2d1c0b8f560,SPA 3,Conocer gente en la vida real hace que la posibilidad de trabajar en la industria sea mas real.,Conocer []{a}<az:do:an> gente en la vida real hace que la posibilidad de trabajar en la industria sea mas real.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Conocer', 'a', 'gente', 'en', 'la', 'vida', 'real', 'hace', 'que', 'la', 'posibilidad', 'de', 'trabajar', 'en', 'la', 'industria', 'sea', 'mas', 'real', '.']","[1, 22]",az:do,"['Conocer', '[NONE]', 'gente', 'en', 'la', 'vida', 'real', 'hace', 'que', 'la', 'posibilidad', 'de', 'trabajar', 'en', 'la', 'industria', 'sea', 'mas', 'real', '.']",article
271,391,fcae7eac8f118a7b8752f5ec7e6e0f24c3912a70802641c020c42a6131047e25,SPA 2,"En mi opinión, yo pienso una persona famosa es alguien yo quiero y admiro de mi corazón s pesar de que ella no es la muy persona famosa en la sociedad.","En mi opinión, yo pienso una persona famosa es alguien []{a}<az:do:an>  yo quiero y admiro de mi corazón s pesar de que ella no es la muy persona famosa en la sociedad.",1,[]{a}<az:do:an>,0,az:do:an,a,,"['En', 'mi', 'opinión', ',', 'yo', 'pienso', 'una', 'persona', 'famosa', 'es', 'alguien', 'a', 'yo', 'quiero', 'y', 'admiro', 'de', 'mi', 'corazón', 's', 'pesar', 'de', 'que', 'ella', 'no', 'es', 'la', 'muy', 'persona', 'famosa', 'en', 'la', 'sociedad', '.']","[11, 46]",az:do,"['En', 'mi', 'opinión', ',', 'yo', 'pienso', 'una', 'persona', 'famosa', 'es', 'alguien', '[NONE]', 'yo', 'quiero', 'y', 'admiro', 'de', 'mi', 'corazón', 's', 'pesar', 'de', 'que', 'ella', 'no', 'es', 'la', 'muy', 'persona', 'famosa', 'en', 'la', 'sociedad', '.']",article
272,392,939b7cfadca1eb416e9426350842cf956d4c15d0257629a0aefa7ab4e60e614b,SPA 3,Yo respeto Robert Downey Junior mucho por eso porque el era un mal persona pero el transforma a un bueno persona.,Yo respeto []{a}<az:do:an>  Robert Downey Junior mucho por eso porque el era un mal persona pero el transforma a un bueno persona.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Yo', 'respeto', 'a', 'Robert', 'Downey', 'Junior', 'mucho', 'por', 'eso', 'porque', 'el', 'era', 'un', 'mal', 'persona', 'pero', 'el', 'transforma', 'a', 'un', 'bueno', 'persona', '.']","[2, 26]",az:do,"['Yo', 'respeto', '[NONE]', 'Robert', 'Downey', 'Junior', 'mucho', 'por', 'eso', 'porque', 'el', 'era', 'un', 'mal', 'persona', 'pero', 'el', 'transforma', 'a', 'un', 'bueno', 'persona', '.']",article
281,410,7279b42813c4cc70ce4859faf4a18149f7b7b40e0ad4473d9166492618c1df0f,SPA 2,Bill Gate da el dinero porque le gusta ayudar las persons que no tiene mucho.,Bill Gate da el dinero porque le gusta ayudar []{a}<az:do:an> las persons que no tiene mucho.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Bill', 'Gate', 'da', 'el', 'dinero', 'porque', 'le', 'gusta', 'ayudar', 'a', 'las', 'persons', 'que', 'no', 'tiene', 'mucho', '.']","[9, 27]",az:do,"['Bill', 'Gate', 'da', 'el', 'dinero', 'porque', 'le', 'gusta', 'ayudar', '[NONE]', 'las', 'persons', 'que', 'no', 'tiene', 'mucho', '.']",article
285,415,72f3b93a83c31453a1dddf36a69f65de64ee4ee3b5c0c8084759fe17580e56f1,SPA 2,"Esto ayudó a su popularidad, y ahora ella ha realizado en lugares como “Coachella” en los Estados Unidos.","Esto ayudó [a]{}<za:do:inan> su popularidad, y ahora ella ha realizado en lugares como “Coachella” en los Estados Unidos.",1,[a]{}<za:do:inan>,0,za:do:inan,,a,"['Esto', 'ayudó', '[NONE]', 'su', 'popularidad', ',', 'y', 'ahora', 'ella', 'ha', 'realizado', 'en', 'lugares', 'como', '“', 'Coachella', '”', 'en', 'los', 'Estados', 'Unidos', '.']","[2, 25]",za:do,"['Esto', 'ayudó', 'a', 'su', 'popularidad', ',', 'y', 'ahora', 'ella', 'ha', 'realizado', 'en', 'lugares', 'como', '“', 'Coachella', '”', 'en', 'los', 'Estados', 'Unidos', '.']",article
288,421,f12b1320890b2d3f08162236195b6667be814b851691db118a6022a3586c1cc1,SPA 2,"A veces, Carrey se viste en trajes muy ridiculos o imita las personas.","A veces, Carrey se viste en trajes muy ridiculos o imita  []{a}<az:do:an>  las personas.",1,[]{a}<az:do:an>,0,az:do:an,a,,"['A', 'veces', ',', 'Carrey', 'se', 'viste', 'en', 'trajes', 'muy', 'ridiculos', 'o', 'imita', 'a', 'las', 'personas', '.']","[12, 29]",az:do,"['A', 'veces', ',', 'Carrey', 'se', 'viste', 'en', 'trajes', 'muy', 'ridiculos', 'o', 'imita', '[NONE]', 'las', 'personas', '.']",article
288,421,bfa2bd4abe96348c22e90e1874d4a5b76a13b596cf1a3b57c11c2606ce6e2fab,SPA 2,Yo vivo en Los Angeles y espero que ver Carrey in las calles de Los Angeles o Hollywood un día.,Yo vivo en Los Angeles y espero que ver  []{a}<az:do:an>  Carrey in las calles de Los Angeles o Hollywood un día.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Yo', 'vivo', 'en', 'Los', 'Angeles', 'y', 'espero', 'que', 'ver', 'a', 'Carrey', 'in', 'las', 'calles', 'de', 'Los', 'Angeles', 'o', 'Hollywood', 'un', 'día', '.']","[9, 32]",az:do,"['Yo', 'vivo', 'en', 'Los', 'Angeles', 'y', 'espero', 'que', 'ver', '[NONE]', 'Carrey', 'in', 'las', 'calles', 'de', 'Los', 'Angeles', 'o', 'Hollywood', 'un', 'día', '.']",article
292,426,e26a1b2f1fa8b7a145bfadf87cebcdf663f82f641be00e15612c50f021e8e7f8,SPA 2,Ella saben muchas personas famosos.,Ella saben []{a}<az:do:an> muchas personas famosos.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Ella', 'saben', 'a', 'muchas', 'personas', 'famosos', '.']","[2, 10]",az:do,"['Ella', 'saben', '[NONE]', 'muchas', 'personas', 'famosos', '.']",article
293,427,c2dee14a636f776ecdf08681e05232fceeb8ce84ba05e2de0b3519c609d85e18,SPA 2,"Además, le gusta hacer la caridad para ayudar personas necesitar las ayudas.","Además, le gusta hacer la caridad para ayudar []{a}<az:do:an> personas necesitar las ayudas.",1,[]{a}<az:do:an>,0,az:do:an,a,,"['Además', ',', 'le', 'gusta', 'hacer', 'la', 'caridad', 'para', 'ayudar', 'a', 'personas', 'necesitar', 'las', 'ayudas', '.']","[9, 25]",az:do,"['Además', ',', 'le', 'gusta', 'hacer', 'la', 'caridad', 'para', 'ayudar', '[NONE]', 'personas', 'necesitar', 'las', 'ayudas', '.']",article
294,428,a1cfb7002421e5147c4bb26ed8ef38d276d8421e060f30bd1f9deb4560291288,SPA 3,El ayudo mucho personas y la comunidad por crea programas.,El ayudo []{a}<az:do:an> mucho personas y la comunidad por crea programas.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['El', 'ayudo', 'a', 'mucho', 'personas', 'y', 'la', 'comunidad', 'por', 'crea', 'programas', '.']","[2, 15]",az:do,"['El', 'ayudo', '[NONE]', 'mucho', 'personas', 'y', 'la', 'comunidad', 'por', 'crea', 'programas', '.']",article
294,428,0d3c012d1be682fe16cac854703c76fbb70fb460cc17dd99117c808a4742fa8f,SPA 3,"Por ejemplo, Obama creo Affordable Care Act cual ayudo familias que no tengan muchos dineros para comprar insurance.","Por ejemplo, Obama creo Affordable Care Act cual ayudo []{a}<az:do:an>  familias que no tengan muchos dineros para comprar insurance.",1,[]{a}<az:do:an>,0,az:do:an,a,,"['Por', 'ejemplo', ',', 'Obama', 'creo', 'Affordable', 'Care', 'Act', 'cual', 'ayudo', 'a', 'familias', 'que', 'no', 'tengan', 'muchos', 'dineros', 'para', 'comprar', 'insurance', '.']","[10, 32]",az:do,"['Por', 'ejemplo', ',', 'Obama', 'creo', 'Affordable', 'Care', 'Act', 'cual', 'ayudo', '[NONE]', 'familias', 'que', 'no', 'tengan', 'muchos', 'dineros', 'para', 'comprar', 'insurance', '.']",article
298,436,340344b3cfed0317bbb5c95dafdae2033cf7c6732f5ea383f2e64ffe93297fd5,SPA 3,En Shawshank Redemption -- un libro de Steven King que hicieron en pelicula -- el es un prisonero serviendo tiempo y ayuda otro prisonero sobrevivir los malos que una persona sufre quando esta encarcelado.,En Shawshank Redemption -- un libro de Steven King que hicieron en pelicula -- el es un prisonero serviendo tiempo y ayuda []{a}<az:do:an> otro prisonero sobrevivir los malos que una persona sufre quando esta encarcelado.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['En', 'Shawshank', 'Redemption', '-', '-', 'un', 'libro', 'de', 'Steven', 'King', 'que', 'hicieron', 'en', 'pelicula', '-', '-', 'el', 'es', 'un', 'prisonero', 'serviendo', 'tiempo', 'y', 'ayuda', 'a', 'otro', 'prisonero', 'sobrevivir', 'los', 'malos', 'que', 'una', 'persona', 'sufre', 'quando', 'esta', 'encarcelado', '.']","[24, 63]",az:do,"['En', 'Shawshank', 'Redemption', '-', '-', 'un', 'libro', 'de', 'Steven', 'King', 'que', 'hicieron', 'en', 'pelicula', '-', '-', 'el', 'es', 'un', 'prisonero', 'serviendo', 'tiempo', 'y', 'ayuda', '[NONE]', 'otro', 'prisonero', 'sobrevivir', 'los', 'malos', 'que', 'una', 'persona', 'sufre', 'quando', 'esta', 'encarcelado', '.']",article
301,444,af4ed2e56989897b277cda933487ee30fcf32f18b24b61fe95a1df0b4c0f4b0b,SPA 3,Yo reunió muchos mi amigos en línea porque videos juegos.,Yo reunió []{a}<az:do:an> muchos mi amigos en línea porque videos juegos.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Yo', 'reunió', 'a', 'muchos', 'mi', 'amigos', 'en', 'línea', 'porque', 'videos', 'juegos', '.']","[2, 15]",az:do,"['Yo', 'reunió', '[NONE]', 'muchos', 'mi', 'amigos', 'en', 'línea', 'porque', 'videos', 'juegos', '.']",article
302,445,2f7a2e2856e134c8d2f2983a5c2ee309fe3af873dd609addef91c1028c382cda,SPA 3,Ella interpreta al personaje Meredith Gray que es un residente quirúrgico en el hospital de Seattle.,Ella interpreta [al]{al}<aa:do:an> personaje Meredith Gray que es un residente quirúrgico en el hospital de Seattle.,1,[al]{al}<aa:do:an>,0,aa:do:an,al,al,"['Ella', 'interpreta', 'al', 'personaje', 'Meredith', 'Gray', 'que', 'es', 'un', 'residente', 'quirúrgico', 'en', 'el', 'hospital', 'de', 'Seattle', '.']","[2, 20]",aa:do,"['Ella', 'interpreta', 'al', 'personaje', 'Meredith', 'Gray', 'que', 'es', 'un', 'residente', 'quirúrgico', 'en', 'el', 'hospital', 'de', 'Seattle', '.']",article
305,451,525aca1459a1759a017e0ec530c95745bbf1595303c906ffdfe6545e4441fce4,SPA 3,Ella ama su familia mucho y todos son católicos.,Ella ama []{a}<az:do:an> su familia mucho y todos son católicos.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Ella', 'ama', 'a', 'su', 'familia', 'mucho', 'y', 'todos', 'son', 'católicos', '.']","[2, 14]",az:do,"['Ella', 'ama', '[NONE]', 'su', 'familia', 'mucho', 'y', 'todos', 'son', 'católicos', '.']",article
307,454,a5f1071046c1275043b5fcfb542a71a420b045455c34c03f4d6e7358eeb1205d,SPA 3,Ella decidió llevar a los Estados Unidos a la edad de diecisiete años.,Ella decidió llevar [a]{}<za:do:inan> los Estados Unidos a la edad de diecisiete años.,1,[a]{}<za:do:inan>,0,za:do:inan,,a,"['Ella', 'decidió', 'llevar', '[NONE]', 'los', 'Estados', 'Unidos', 'a', 'la', 'edad', 'de', 'diecisiete', 'años', '.']","[3, 18]",za:do,"['Ella', 'decidió', 'llevar', 'a', 'los', 'Estados', 'Unidos', 'a', 'la', 'edad', 'de', 'diecisiete', 'años', '.']",article
309,461,2dea200833c78461886885b930d3a064036d3ad31626636086fa4da6b24e6784,SPA 3,La madre no conoce el padre de la hija y la hija quiere salir la isla con su novio.,La madre no conoce  []{a}<az:do:an> el padre de la hija y la hija quiere salir la isla con su novio.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['La', 'madre', 'no', 'conoce', 'a', 'el', 'padre', 'de', 'la', 'hija', 'y', 'la', 'hija', 'quiere', 'salir', 'la', 'isla', 'con', 'su', 'novio', '.']","[4, 26]",az:do,"['La', 'madre', 'no', 'conoce', '[NONE]', 'el', 'padre', 'de', 'la', 'hija', 'y', 'la', 'hija', 'quiere', 'salir', 'la', 'isla', 'con', 'su', 'novio', '.']",article
311,468,74fcb2ac4fe8a10782f488591707330bb7e24ccc74405a6f8edd7f412b914bf1,SPA 2,"Finalmente, esto no era el unico cosa de que hizo senor Kubo famoso porque el tambien ayudo otros artistas famoso con los caracteres en television y otros especiales.","Finalmente, esto no era el unico cosa de que hizo senor Kubo famoso porque el tambien ayudo []{a}<az:do:an> otros artistas famoso con los caracteres en television y otros especiales.",1,[]{a}<az:do:an>,0,az:do:an,a,,"['Finalmente', ',', 'esto', 'no', 'era', 'el', 'unico', 'cosa', 'de', 'que', 'hizo', 'senor', 'Kubo', 'famoso', 'porque', 'el', 'tambien', 'ayudo', 'a', 'otros', 'artistas', 'famoso', 'con', 'los', 'caracteres', 'en', 'television', 'y', 'otros', 'especiales', '.']","[18, 50]",az:do,"['Finalmente', ',', 'esto', 'no', 'era', 'el', 'unico', 'cosa', 'de', 'que', 'hizo', 'senor', 'Kubo', 'famoso', 'porque', 'el', 'tambien', 'ayudo', '[NONE]', 'otros', 'artistas', 'famoso', 'con', 'los', 'caracteres', 'en', 'television', 'y', 'otros', 'especiales', '.']",article
315,473,6610010fb3d114fe1c5bec1d98b23d00d79f2b670f5dfa0c8edf081b6a8d6045,SPA 3,Muchas personas conocen Chance the Rapper a ser muy famoso y talentoso pero ellos no saben suya historia.,Muchas personas conocen []{a}<az:do:an> Chance the Rapper a ser muy famoso y talentoso pero ellos no saben suya historia.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Muchas', 'personas', 'conocen', 'a', 'Chance', 'the', 'Rapper', 'a', 'ser', 'muy', 'famoso', 'y', 'talentoso', 'pero', 'ellos', 'no', 'saben', 'suya', 'historia', '.']","[3, 24]",az:do,"['Muchas', 'personas', 'conocen', '[NONE]', 'Chance', 'the', 'Rapper', 'a', 'ser', 'muy', 'famoso', 'y', 'talentoso', 'pero', 'ellos', 'no', 'saben', 'suya', 'historia', '.']",article
316,474,0684db67de74948fc32bbe28bf89912c41172d7a3cc88e5c48421a506d2fd034,SPA 3,Ella incluyó muchos intérpretes de banda.,Ella incluyó  []{a}<az:do:an> muchos intérpretes de banda.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Ella', 'incluyó', 'a', 'muchos', 'intérpretes', 'de', 'banda', '.']","[2, 11]",az:do,"['Ella', 'incluyó', '[NONE]', 'muchos', 'intérpretes', 'de', 'banda', '.']",article
317,476,a3491db0144c143acebf909a75c423734082ebb8a612adb15797758bf9c51558,SPA 2,Yo respeto y admiro Obama mucho porque hizo mucho trabajo para cambiar la impresión de un grupo racial menor.,Yo respeto y []{a}<az:do:an> Obama mucho porque hizo mucho trabajo para cambiar la impresión de un grupo racial menor.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Yo', 'respeto', 'y', 'a', 'Obama', 'mucho', 'porque', 'hizo', 'mucho', 'trabajo', 'para', 'cambiar', 'la', 'impresión', 'de', 'un', 'grupo', 'racial', 'menor', '.']","[3, 24]",az:do,"['Yo', 'respeto', 'y', '[NONE]', 'Obama', 'mucho', 'porque', 'hizo', 'mucho', 'trabajo', 'para', 'cambiar', 'la', 'impresión', 'de', 'un', 'grupo', 'racial', 'menor', '.']",article
322,486,64cc9abcb4ce00692d75a5de73b16df80a6c86eb363baf0cf87636065ca79f49,SPA 3,Muchos personas conocen Beyonce en el mundo.,Muchos personas conocen []{a}<az:do:an>  Beyonce en el mundo.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Muchos', 'personas', 'conocen', 'a', 'Beyonce', 'en', 'el', 'mundo', '.']","[3, 13]",az:do,"['Muchos', 'personas', 'conocen', '[NONE]', 'Beyonce', 'en', 'el', 'mundo', '.']",article
322,486,02244202c8bfeb279ae52943b0bf69103ab1aa63a7188c12b0860ce42345dde9,SPA 3,Yo no miro ella en los conciertos.,Yo no miro []{a}<az:do:an>  ella en los conciertos.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Yo', 'no', 'miro', 'a', 'ella', 'en', 'los', 'conciertos', '.']","[3, 13]",az:do,"['Yo', 'no', 'miro', '[NONE]', 'ella', 'en', 'los', 'conciertos', '.']",article
322,486,74e2e533837088d0be73703da67b2bd7403f8056f317fbda014c610f5b34c1ea,SPA 3,Yo quiero mirar ella en los conciertos.,Yo quiero mirar []{a}<az:do:an>  ella en los conciertos.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Yo', 'quiero', 'mirar', 'a', 'ella', 'en', 'los', 'conciertos', '.']","[3, 13]",az:do,"['Yo', 'quiero', 'mirar', '[NONE]', 'ella', 'en', 'los', 'conciertos', '.']",article
323,487,55773cbf443b306e8627dbdd67c03ec601f58df0ea8678bec05c202d36ba2391,SPA 2,Leslie se preocupa mucho por sus amigos y ayuda todo el tiempo.,Leslie se preocupa mucho por sus amigos y ayuda []{a}<az:do:an>  todo el tiempo.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Leslie', 'se', 'preocupa', 'mucho', 'por', 'sus', 'amigos', 'y', 'ayuda', 'a', 'todo', 'el', 'tiempo', '.']","[9, 24]",az:do,"['Leslie', 'se', 'preocupa', 'mucho', 'por', 'sus', 'amigos', 'y', 'ayuda', '[NONE]', 'todo', 'el', 'tiempo', '.']",article
324,488,7106362bb09059162e57a7ddddada09da72bb428982cd6090bb912eeb9b554f8,SPA 2,Todos conocen Beyonce.,Todos conocen []{a}<az:do:an>  Beyonce.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Todos', 'conocen', 'a', 'Beyonce', '.']","[2, 8]",az:do,"['Todos', 'conocen', '[NONE]', 'Beyonce', '.']",article
327,494,e7cd3cedffbedb0d65a1c41bb73e5e75d7c8f53cb0f01f990942a71e7a65541d,SPA 1,"Él pintar mucho gente, flora, ciudad, perro y gatos, y a veces frutas.","Él pintar []{a}<az:do:an> mucho gente, flora, ciudad, perro y gatos, y a veces frutas.",1,[]{a}<az:do:an>,0,az:do:an,a,,"['Él', 'pintar', 'a', 'mucho', 'gente', ',', 'flora', ',', 'ciudad', ',', 'perro', 'y', 'gatos', ',', 'y', 'a', 'veces', 'frutas', '.']","[2, 22]",az:do,"['Él', 'pintar', '[NONE]', 'mucho', 'gente', ',', 'flora', ',', 'ciudad', ',', 'perro', 'y', 'gatos', ',', 'y', 'a', 'veces', 'frutas', '.']",article
327,494,7b5f66453309a3fd8ce2ee14dab413e4fd72a2c7234467d2845e96a451917e05,SPA 1,A mi me gusta mirar el su pinto.,A mi me gusta mira []{a}<az:do:an>r el su pinto.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['A', 'mi', 'me', 'gusta', 'mira', 'a', 'r', 'el', 'su', 'pinto', '.']","[5, 17]",az:do,"['A', 'mi', 'me', 'gusta', 'mira', '[NONE]', 'r', 'el', 'su', 'pinto', '.']",article
330,499,df55154299ec52c44a0bfe67222f670c1c1319c9a99496b44bcf78c85e6fce49,SPA 2,"Hoy, Beyonce ama su madre mucho para ser solidaria.","Hoy, Beyonce ama []{a}<az:do:an>  su madre mucho para ser solidaria.",1,[]{a}<az:do:an>,0,az:do:an,a,,"['Hoy', ',', 'Beyonce', 'ama', 'a', 'su', 'madre', 'mucho', 'para', 'ser', 'solidaria', '.']","[4, 17]",az:do,"['Hoy', ',', 'Beyonce', 'ama', '[NONE]', 'su', 'madre', 'mucho', 'para', 'ser', 'solidaria', '.']",article
332,501,a010fcd21a53cc62669a58c5d7d1ebcfae3329820f6133b1eff7dfbe8028ad63,SPA 3,Él invita personajes famosos estar en “The Tonight Show”.,Él invita []{a}<az:do:an> personajes famosos estar en “The Tonight Show”.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Él', 'invita', 'a', 'personajes', 'famosos', 'estar', 'en', '“', 'The', 'Tonight', 'Show', '”', '.']","[2, 16]",az:do,"['Él', 'invita', '[NONE]', 'personajes', 'famosos', 'estar', 'en', '“', 'The', 'Tonight', 'Show', '”', '.']",article
337,511,7f02eb3f05cbae5ee6bb096e5f2f1141b03ad3771181cfd5261bd15bbf98e8fc,SPA 1,Donald Trump es padre y madre ensenan Donald Trump economia.,Donald Trump es padre y madre ensenan []{a}<az:do:an> Donald Trump economia.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Donald', 'Trump', 'es', 'padre', 'y', 'madre', 'ensenan', 'a', 'Donald', 'Trump', 'economia', '.']","[7, 20]",az:do,"['Donald', 'Trump', 'es', 'padre', 'y', 'madre', 'ensenan', '[NONE]', 'Donald', 'Trump', 'economia', '.']",article
338,512,bf2861dfac9781c0c68d7a2b26213b669c18302708d13f59719f3baf1f7dc851,SPA 1,Él enseñar ellos jugar baloncesto.,Él enseñar []{a}<az:do:an>  ellos jugar baloncesto.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Él', 'enseñar', 'a', 'ellos', 'jugar', 'baloncesto', '.']","[2, 10]",az:do,"['Él', 'enseñar', '[NONE]', 'ellos', 'jugar', 'baloncesto', '.']",article
340,516,13c8bf6487d6c3ccaf6ca523d7acd8fb1d98bcfdb85b9adff1b88b793a79ba6c,SPA 2,"Por lo tanto, parecía bastante injusto que a un actor que interpretaba al personaje principal y que no ganaba premios se le pagara más que a la actriz que recibió premios por su actuación como el personaje principal de la serie.","Por lo tanto, parecía bastante injusto que a un actor que interpretaba [al]{al}<aa:do:an> personaje principal y que no ganaba premios se le pagara más que a la actriz que recibió premios por su actuación como el personaje principal de la serie.",1,[al]{al}<aa:do:an>,0,aa:do:an,al,al,"['Por', 'lo', 'tanto', ',', 'parecía', 'bastante', 'injusto', 'que', 'a', 'un', 'actor', 'que', 'interpretaba', 'al', 'personaje', 'principal', 'y', 'que', 'no', 'ganaba', 'premios', 'se', 'le', 'pagara', 'más', 'que', 'a', 'la', 'actriz', 'que', 'recibió', 'premios', 'por', 'su', 'actuación', 'como', 'el', 'personaje', 'principal', 'de', 'la', 'serie', '.']","[13, 57]",aa:do,"['Por', 'lo', 'tanto', ',', 'parecía', 'bastante', 'injusto', 'que', 'a', 'un', 'actor', 'que', 'interpretaba', 'al', 'personaje', 'principal', 'y', 'que', 'no', 'ganaba', 'premios', 'se', 'le', 'pagara', 'más', 'que', 'a', 'la', 'actriz', 'que', 'recibió', 'premios', 'por', 'su', 'actuación', 'como', 'el', 'personaje', 'principal', 'de', 'la', 'serie', '.']",article
343,520,39d08135052cb0b136a943acd8d59aef17231eb7915803de6e02237c64c7632c,SPA 3,Él también mata muchas personas en nueva york.,Él también mata []{a}<az:do:an>  muchas personas en nueva york.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Él', 'también', 'mata', 'a', 'muchas', 'personas', 'en', 'nueva', 'york', '.']","[3, 14]",az:do,"['Él', 'también', 'mata', '[NONE]', 'muchas', 'personas', 'en', 'nueva', 'york', '.']",article
344,521,ffc3ba25a1f8e81db1cd700cadc48c528425d1f466d41e0670293080d20d68d7,SPA 3,Karl Marx inspiraba muchas personas a luchar por Communismo.,Karl Marx inspiraba []{a}<az:do:an> muchas personas a luchar por Communismo.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Karl', 'Marx', 'inspiraba', 'a', 'muchas', 'personas', 'a', 'luchar', 'por', 'Communismo', '.']","[3, 15]",az:do,"['Karl', 'Marx', 'inspiraba', '[NONE]', 'muchas', 'personas', 'a', 'luchar', 'por', 'Communismo', '.']",article
347,528,114aed544e8ef383f6ec317584868e6e7f6080ccf9205d704c648e6b676d7809,SPA 3,"Pasó la mayor parte de su carrera con los Minnesota Timberwolves, donde ayudó a revivir una franquicia perdedora por sí mismo, ayudando al equipo a llegar a los playoffs durante muchos años.","Pasó la mayor parte de su carrera con los Minnesota Timberwolves, donde ayudó a revivir una franquicia perdedora por sí mismo, ayudando [al]{al}<aa:do:an> equipo a llegar a los playoffs durante muchos años.",1,[al]{al}<aa:do:an>,0,aa:do:an,al,al,"['Pasó', 'la', 'mayor', 'parte', 'de', 'su', 'carrera', 'con', 'los', 'Minnesota', 'Timberwolves', ',', 'donde', 'ayudó', 'a', 'revivir', 'una', 'franquicia', 'perdedora', 'por', 'sí', 'mismo', ',', 'ayudando', 'al', 'equipo', 'a', 'llegar', 'a', 'los', 'playoffs', 'durante', 'muchos', 'años', '.']","[24, 60]",aa:do,"['Pasó', 'la', 'mayor', 'parte', 'de', 'su', 'carrera', 'con', 'los', 'Minnesota', 'Timberwolves', ',', 'donde', 'ayudó', 'a', 'revivir', 'una', 'franquicia', 'perdedora', 'por', 'sí', 'mismo', ',', 'ayudando', 'al', 'equipo', 'a', 'llegar', 'a', 'los', 'playoffs', 'durante', 'muchos', 'años', '.']",article
348,529,a44f1a9843a0388aef938ca8433191db8dd94c0cf211f554138dd751c948e7de,SPA 3,Quiero encontrar un nuevo jugador para ver pero nadie sera siempre el mismo.,Quiero encontrar  []{a}<az:do:an> un nuevo jugador para ver pero nadie sera siempre el mismo.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Quiero', 'encontrar', 'a', 'un', 'nuevo', 'jugador', 'para', 'ver', 'pero', 'nadie', 'sera', 'siempre', 'el', 'mismo', '.']","[2, 18]",az:do,"['Quiero', 'encontrar', '[NONE]', 'un', 'nuevo', 'jugador', 'para', 'ver', 'pero', 'nadie', 'sera', 'siempre', 'el', 'mismo', '.']",article
348,529,3dd253da82b271b980ce02981257f3cd5bd9555f6fdc5c8a67740fa5d1befbd5,SPA 3,Nunca olvidare el gran Kobe Bryant.,"Nunca olvidare []{a}<az:do:an>  el gran Kobe Bryant.""",1,[]{a}<az:do:an>,0,az:do:an,a,,"['Nunca', 'olvidare', 'a', 'el', 'gran', 'Kobe', 'Bryant', '.', '""']","[2, 12]",az:do,"['Nunca', 'olvidare', '[NONE]', 'el', 'gran', 'Kobe', 'Bryant', '.', '""']",article
364,589,1d9dc4c37e31815100f5395069eda920475b605a0d7f622df86611a4dfb77126,SPA 2,Quiero conocer Leonardo Dicaprio en el future porque el es un tipo genial y juega en muchas peliculas.,Quiero conocer  []{a}<az:do:an>Leonardo Dicaprio en el future porque el es un tipo genial y juega en muchas peliculas.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Quiero', 'conocer', 'a', 'Leonardo', 'Dicaprio', 'en', 'el', 'future', 'porque', 'el', 'es', 'un', 'tipo', 'genial', 'y', 'juega', 'en', 'muchas', 'peliculas', '.']","[2, 23]",az:do,"['Quiero', 'conocer', '[NONE]', 'Leonardo', 'Dicaprio', 'en', 'el', 'future', 'porque', 'el', 'es', 'un', 'tipo', 'genial', 'y', 'juega', 'en', 'muchas', 'peliculas', '.']",article
374,611,c55e678dd2bfa77dc37323e49d719d63ed00b2e296c8b06f90994d3df549fd3c,SPA 2,Simpson mortò su novia porque no le gusta ella.,Simpson mortò []{a}<az:do:an>  su novia porque no le gusta ella.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Simpson', 'mortò', 'a', 'su', 'novia', 'porque', 'no', 'le', 'gusta', 'ella', '.']","[2, 14]",az:do,"['Simpson', 'mortò', '[NONE]', 'su', 'novia', 'porque', 'no', 'le', 'gusta', 'ella', '.']",article
