'Sentence #','Word','POS','Tag'
,a,,O
,otros,,B-ga
,partes,,O
,de,,O
,Mexico,,O
,excepto,,O
,Oaxaca,,O
,.,,O
Sentence: 1491,Ella,,O
,es,,O
,una,,O
,cantante,,O
,y,,O
,escritor,,B-ga
,de,,O
,canciones,,O
,famamosa,,O
,.,,O
Sentence: 2525,Mis,,O
,amigas,,O
,se,,O
,encanta,,O
,comemos,,O
,mucho,,B-ga
,comida,,O
,y,,O
,encanta,,O
,jugar,,O
,deportes,,O
,.,,O
Sentence: 222,la,,O
,ciudad,,O
,es,,O
,muy,,O
,tranquila,,O
,y,,O
,divertido,,B-ga
,.,,O
,¡,,O
,Iría,,O
,allí,,O
,para,,O
,la,,O
,ciudad,,O
,y,,O
,las,,O
,personas,,O
,!,,O
Sentence: 4074,Me,,O
,gusta,,O
,Japon,,O
,porque,,O
,las,,O
,japonesas,,O
,gente,,O
,son,,O
,muy,,O
,sympaticos,,B-ga
,y,,O
,muy,,O
,educadas,,O
,.,,O
Sentence: 1296,Aqui,,O
,",",,O
,Obama,,O
,conseguio,,O
,mucho,,O
,respetos,,B-na
,.,,O
Sentence: 3707,Me,,O
,gusta,,O
,Chris,,O
,porque,,O
,en,,O
,cada,,O
,película,,O
,",",,O
,Chris,,O
,Pratt,,O
,tiene,,O
,un,,B-ga
,personalidad,,O
,maravillosa,,O
,y,,O
,divertida,,O
,",",,O
,y,,O
,es,,O
,muy,,O
,encantador,,O
,.,,O
Sentence: 2166,Taiwán,,O
,tiene,,O
,comida,,O
,deliciosa,,O
,y,,O
,es,,O
,más,,O
,barato,,B-ga
,que,,O
,Dubai,,O
,.,,O
Sentence: 2749,Tengo,,O
,mucho,,B-ga
,sed,,O
,y,,O
,necesito,,O
,mucha,,O
,agua,,O
,.,,O
Sentence: 4645,Para,,O
,mi,,O
,vacaciones,,O
,perfecto,,B-ga
,",",,O
,yo,,O
,voy,,O
,a,,O
,ir,,O
,a,,O
,San,,O
,Diego,,O
,con,,O
,mi,,O
,novio,,O
,y,,O
,su,,O
,familia,,O
,.,,O
Sentence: 3469,Si,,O
,un,,O
,animale,,O
,le,,O
,gusta,,O
,comida,,O
,grande,,O
,",",,O
,necesita,,O
,una,,O
,cabeza,,O
,grade,,O
,y,,O
,si,,O
,un,,O
,animale,,O
,le,,O
,gusta,,O
,comida,,O
,pequeño,,B-ga
,tiene,,O
,una,,O
,cabeza,,O
,pequeña,,O
,-,,O
,una,,O
,idea,,O
,muy,,O
,importante,,O
,.,,O
Sentence: 5061,Uno,,O
,de,,O
,mi,,B-na
,celebrities,,O
,favoritas,,O
,en,,O
,Chance,,O
,the,,O
,Rapper,,O
,.,,O
Sentence: 1855,Si,,O
,tuviera,,O
,tiempo,,O
,suficiente,,O
,",",,O
,viajaría,,O
,a,,O
,las,,O
,islas,,O
,diferentes,,O
,como,,O
,Dodecanese,,O
,",",,O
,Ionian,,O
,",",,O
,y,,O
,Cyclades,,O
,;,,O
,son,,O
,muy,,O
,bonitos,,B-ga
,.,,O
Sentence: 2620,Primero,,O
,vivimos,,O
,en,,O
,un,,O
,hotel,,O
,barato,,O
,.,,O
,Estábamos,,O
,caliente,,B-na
,",",,O
,no,,O
,se,,O
,siente,,O
,muy,,O
,bien,,O
,.,,O
Sentence: 5129,En,,O
,el,,O
,primera,,B-ga
,día,,O
,",",,O
,vamos,,O
,al,,O
,aeropuerto,,O
,de,,O
,Los,,O
,Ángeles,,O
,en,,O
,la,,O
,noche,,O
,del,,O
,aeropuerto,,O
,de,,O
,San,,O
,Francisco,,O
,.,,O
Sentence: 2549,Un,,O
,día,,O
,",",,O
,estaría,,O
,en,,O
,Italia,,O
,para,,O
,comer,,O
,la,,O
,pizza,,O
,",",,O
,y,,O
,el,,O
,día,,O
,segundo,,O
,",",,O
,estaría,,O
,en,,O
,Suiza,,O
,para,,O
,comer,,O
,la,,B-ga
,chocolate,,O
,.,,O
Sentence: 4125,Me,,O
,encantaría,,O
,comer,,O
,todas,,B-na
,la,,O
,differente,,O
,comida,,O
,francesa,,O
,.,,O
Sentence: 3956,Mi,,O
,compañero,,O
,de,,O
,cuarto,,O
,y,,O
,yo,,O
,nos,,O
,gusta,,O
,ver,,O
,el,,O
,programa,,O
,porque,,O
,el,,O
,programa,,O
,es,,O
,muy,,O
,graciosa,,B-ga
,.,,O
Sentence: 4096,La,,O
,comida,,O
,es,,O
,bueno,,B-ga
,y,,O
,la,,O
,gente,,O
,es,,O
,mejor,,O
,pero,,O
,la,,O
,cultura,,O
,es,,O
,mejor,,O
,.,,O
Sentence: 2025,Quiero,,O
,sacar,,O
,muchos,,B-ga
,fotos,,O
,con,,O
,mis,,O
,amigas,,O
,.,,O
Sentence: 2892,Nosotros,,O
,iríamos,,O
,a,,O
,excursiones,,O
,y,,O
,vería,,O
,todos,,B-ga
,las,,O
,playas,,O
,bonitas,,O
,.,,O
Sentence: 55,Peliculas,,O
,famosos,,B-ga
,son,,O
,Sherlock,,O
,",",,O
,Star,,O
,Trek,,O
,",",,O
,The,,O
,Hobbit,,O
,",",,O
,The,,O
,Imitation,,O
,Game,,O
,",",,O
,y,,O
,Doctor,,O
,Strange,,O
,.,,O
Sentence: 3350,Ellos,,O
,tienen,,O
,muchos,,B-ga
,canciones,,O
,pero,,O
,solamente,,O
,unas,,O
,pocas,,O
,canciones,,O
,son,,O
,más,,O
,populares,,O
,en,,O
,los,,O
,estados,,O
,unidos,,O
,.,,O
Sentence: 4546,En,,O
,la,,O
,tercer,,B-ga
,semana,,O
,",",,O
,mis,,O
,padres,,O
,",",,O
,mis,,O
,amigos,,O
,",",,O
,y,,O
,yo,,O
,iriamos,,O
,al,,O
,mercado,,O
,de,,O
,puerto,,O
,Vallarta,,O
,y,,O
,comprariamos,,O
,muchas,,O
,cosas,,O
,.,,O
Sentence: 4817,Cada,,O
,día,,O
,de,,O
,mi,,O
,vacación,,B-na
,perfecta,,O
,",",,O
,yo,,O
,planeo,,O
,que,,O
,hacer,,O
,actividades,,O
,un,,O
,poco,,O
,aventureras,,O
,e,,O
,emocionantes,,O
,",",,O
,pero,,O
,gasto,,O
,la,,O
,mayoría,,O
,de,,O
,mi,,O
,tiempo,,O
,relajando,,O
,.,,O
Sentence: 4705,El,,B-na
,chicos,,O
,eran,,O
,muy,,O
,guapos,,O
,también,,O
,.,,O
Sentence: 3719,Mi,,O
,actor,,B-ga
,favorita,,O
,es,,O
,Natalie,,O
,Portman,,O
,.,,O
Sentence: 800,Estos,,B-na
,es,,O
,su,,O
,comedia,,O
,.,,O
Sentence: 3158,Will,,O
,Ferrell,,O
,es,,O
,actor,,O
,americano,,O
,y,,O
,esta,,O
,en,,O
,las,,O
,peliculas,,O
,populares,,O
,hollywoodienses,,O
,muchos,,B-ga
,.,,O
Sentence: 3036,Yo,,O
,estado,,O
,soñando,,O
,con,,O
,esta,,B-na
,vacaciones,,O
,desde,,O
,que,,O
,yo,,O
,era,,O
,un,,O
,niño,,O
,pequeño,,O
,.,,O
Sentence: 1215,Ella,,O
,es,,O
,un,,O
,jugador,,B-ga
,talentoso,,O
,",",,O
,pero,,O
,debido,,O
,a,,O
,lo,,O
,duro,,O
,que,,O
,trabaja,,O
,",",,O
,se,,O
,ha,,O
,convertido,,O
,en,,O
,grande,,O
,.,,O
Sentence: 4875,Es,,O
,muy,,O
,fácil,,O
,para,,O
,te,,O
,decir,,O
,que,,O
,es,,O
,mi,,O
,vacaciones,,O
,perfecto,,B-ga
,porque,,O
,ya,,O
,lo,,O
,hice,,O
,.,,O
Sentence: 2683,El,,O
,comiendo,,O
,hawaiano,,O
,es,,O
,muy,,O
,delicioso,,O
,e,,O
,incluye,,O
,mucho,,B-na
,tipos,,O
,de,,O
,carnes,,O
,–,,O
,cerdo,,O
,",",,O
,pollo,,O
,",",,O
,bistec,,O
,y,,O
,otros,,O
,.,,O
Sentence: 972,Yo,,O
,empezado,,O
,viendo,,O
,su,,B-na
,Youtube,,O
,videos,,O
,en,,O
,el,,O
,año,,O
,2007,,O
,.,,O
Sentence: 5083,Es,,O
,una,,B-ga
,hombre,,O
,muy,,O
,trabajador,,O
,",",,O
,inteligente,,O
,",",,O
,y,,O
,cómico,,O
,.,,O
Sentence: 3117,Antes,,O
,de,,O
,la,,O
,banda,,O
,",",,O
,Selena,,O
,no,,O
,sabía,,O
,hablar,,O
,en,,O
,español,,O
,pero,,O
,eventualmente,,O
,",",,O
,ella,,O
,lo,,O
,aprendó,,O
,después,,O
,de,,O
,cantando,,O
,las,,O
,palabras,,O
,del,,B-ga
,canciones,,O
,.,,O
Sentence: 3137,Ahora,,O
,",",,O
,la,,O
,musica,,O
,de,,O
,Rihanna,,O
,es,,O
,oscura,,O
,y,,O
,la,,B-ga
,tema,,O
,es,,O
,para,,O
,adultos,,O
,.,,O
Sentence: 1075,El,,O
,experimento,,O
,una,,O
,operación,,O
,que,,O
,reduciria,,O
,el,,O
,area,,O
,que,,O
,fue,,O
,infectado,,B-ga
,o,,O
,no,,O
,funciona,,O
,correctamente,,O
,.,,O
Sentence: 5107,Yo,,O
,compro,,O
,algunos,,O
,de,,O
,sus,,O
,maquillaje,,B-na
,.,,O
Sentence: 4251,la,,O
,ultimo,,B-ga
,vacaciones,,O
,fui,,O
,en,,O
,era,,O
,año,,O
,pasado,,O
,viajé,,O
,a,,O
,el,,O
,pueblo,,O
,de,,O
,*,,O
,CITY,,O
,*,,O
,de,,O
,*,,O
,STATE,,O
,*,,O
,en,,O
,los,,O
,estados,,O
,unidos,,O
,porque,,O
,mi,,O
,madre,,O
,esta,,O
,en,,O
,*,,O
,CITY,,O
,*,,O
,y,,O
,mi,,O
,prima,,O
,se,,O
,casó,,O
,eso,,O
,verano,,O
,.,,O
Sentence: 1431,Los,,O
,dos,,O
,son,,O
,muy,,O
,comico,,B-na
,.,,O
Sentence: 2444,Si,,O
,mi,,B-na
,amigos,,O
,y,,O
,you,,O
,tenemos,,O
,mucho,,O
,tiempo,,O
,",",,O
,también,,O
,podemos,,O
,hacer,,O
,un,,O
,viaje,,O
,de,,O
,un,,O
,día,,O
,a,,O
,Córdoba,,O
,o,,O
,Malaga,,O
,.,,O
Sentence: 1598,Tiene,,O
,pelo,,O
,gris,,O
,",",,O
,pero,,O
,",",,O
,tiene,,O
,una,,O
,peluca,,O
,rubio,,B-ga
,.,,O
Sentence: 1795,El,,B-ga
,gente,,O
,generalmente,,O
,piensan,,O
,esa,,O
,ella,,O
,es,,O
,muy,,O
,bonita,,O
,.,,O
Sentence: 1532,Ella,,O
,tiene,,O
,dos,,O
,hermonos,,O
,",",,O
,dos,,O
,hermanastras,,O
,y,,O
,uno,,O
,hermanastros,,B-na
,.,,O
Sentence: 1764,Puede,,O
,trabajar,,O
,con,,O
,muchas,,B-ga
,tipos,,O
,diversos,,O
,de,,O
,películas,,O
,.,,O
Sentence: 91,Costa,,O
,Rica,,O
,es,,O
,muy,,O
,caro,,B-ga
,",",,O
,pero,,O
,un,,O
,día,,O
,yo,,O
,viajaría,,O
,.,,O
Sentence: 1593,Los,,O
,Oscars,,O
,no,,O
,le,,B-na
,gusta,,O
,Leonardo,,O
,tambien,,O
,ellos,,O
,no,,O
,dan,,O
,el,,O
,un,,O
,Oscar,,O
,.,,O
Sentence: 2340,En,,O
,el,,O
,primer,,O
,dia,,O
,tambien,,O
,",",,O
,descansaria,,O
,mucho,,O
,detras,,O
,de,,O
,los,,B-ga
,palmas,,O
,y,,O
,nadaria,,O
,lenta,,O
,en,,O
,la,,O
,piscina,,O
,.,,O
Sentence: 1840,En,,O
,París,,O
,",",,O
,mi,,O
,novia,,O
,y,,O
,yo,,O
,comemos,,O
,mucho,,B-ga
,comida,,O
,y,,O
,descansamos,,O
,.,,O
Sentence: 1343,Me,,O
,molesta,,O
,que,,O
,los,,O
,conciertos,,O
,es,,O
,muy,,O
,caro,,B-na
,.,,O
Sentence: 3362,Shakira,,O
,es,,O
,una,,O
,cantante,,O
,y,,O
,bailarín,,B-ga
,famosa,,O
,.,,O
Sentence: 927,Canta,,O
,su,,B-na
,canciones,,O
,solo,,O
,se,,O
,llaman,,O
,"""",,O
,New,,O
,York,,O
,"""",,O
,y,,O
,"""",,O
,Sign,,O
,on,,O
,the,,O
,Times,,O
,"""",,O
,.,,O
Sentence: 2671,Yo,,O
,llegaria,,O
,un,,O
,collar,,O
,de,,O
,flores,,O
,",",,O
,un,,B-ga
,falda,,O
,de,,O
,la,,O
,hierba,,O
,y,,O
,sujetador,,O
,del,,O
,coco,,O
,.,,O
Sentence: 3129,Es,,O
,muy,,O
,diferente,,O
,de,,O
,todas,,O
,las,,O
,otras,,O
,películas,,O
,que,,O
,hay,,O
,hecho,,O
,Keanu,,O
,Reeves,,O
,",",,O
,porque,,O
,es,,O
,mas,,O
,chistoso,,B-ga
,.,,O
Sentence: 1366,Me,,O
,gusta,,O
,como,,O
,es,,O
,introvertido,,B-ga
,.,,O
Sentence: 2803,Porque,,O
,yo,,O
,sabría,,O
,que,,O
,my,,O
,abuela,,O
,quería,,O
,visitar,,O
,el,,B-ga
,casa,,O
,de,,O
,el,,O
,papa,,O
,",",,O
,nosotros,,O
,visitaríamos,,O
,Italy,,O
,después,,O
,de,,O
,France,,O
,.,,O
Sentence: 3298,Yo,,O
,necesito,,O
,hablo,,O
,sobre,,O
,un,,B-ga
,persona,,O
,differente,,O
,",",,O
,y,,O
,porque,,O
,yo,,O
,hablo,,O
,sobre,,O
,malos,,O
,hombres,,O
,",",,O
,you,,O
,hablo,,O
,poco,,O
,sobre,,O
,Voldemort,,O
,.,,O
Sentence: 4105,Mis,,O
,vaciones,,O
,perfecto,,O
,incluyen,,O
,comidia,,O
,deliciosa,,O
,",",,O
,mucho,,O
,arte,,O
,y,,O
,diseño,,O
,graficá,,B-ga
,museos,,O
,differentes,,O
,",",,O
,y,,O
,centros,,O
,commerciales,,O
,!,,O
Sentence: 3871,Hamm,,O
,y,,O
,su,,O
,amiga,,O
,de,,O
,su,,O
,equipo,,O
,recibieron,,O
,el,,O
,título,,O
,en,,O
,los,,O
,125,,O
,mejores,,O
,fútbol,,O
,jugadoras,,O
,viviendo,,O
,",",,O
,y,,O
,eran,,O
,los,,B-ga
,solamente,,O
,mujeres,,O
,en,,O
,la,,O
,lista,,O
,.,,O
Sentence: 4129,Después,,O
,de,,O
,unos,,O
,días,,O
,",",,O
,viajaríamos,,O
,al,,B-ga
,otra,,O
,parte,,O
,del,,O
,país,,O
,.,,O
Sentence: 2919,En,,O
,general,,O
,",",,O
,Hasan,,O
,es,,O
,muy,,O
,cómico,,O
,",",,O
,inteligentes,,B-na
,",",,O
,y,,O
,atrevido,,O
,.,,O
Sentence: 2664,Un,,O
,día,,O
,quiero,,O
,visitar,,O
,la,,O
,playa,,O
,y,,O
,nadar,,O
,en,,O
,el,,O
,mar,,O
,por,,O
,muchos,,B-ga
,horas,,O
,",",,O
,y,,O
,cuando,,O
,tengo,,O
,hambre,,O
,",",,O
,compro,,O
,comida,,O
,en,,O
,un,,O
,restaurante,,O
,pequeño,,O
,.,,O
Sentence: 3915,El,,O
,actúa,,O
,en,,O
,películas,,O
,de,,O
,romántica,,B-na
,",",,O
,acción,,O
,y,,O
,cómicas,,O
,.,,O
Sentence: 3242,Mi,,O
,favorita,,O
,famoso,,B-ga
,persona,,O
,cuando,,O
,era,,O
,un,,O
,nino,,O
,fue,,O
,Kobe,,O
,Bryant,,O
,.,,O
Sentence: 763,Ella,,O
,escribe,,O
,su,,O
,primera,,O
,canción,,O
,cuando,,O
,ella,,O
,tenía,,O
,ocho,,O
,años,,O
,",",,O
,se,,O
,llamó,,O
,“,,O
,tus,,O
,gafas,,O
,oscuros,,B-ga
,”,,O
,.,,O
Sentence: 1372,Pero,,O
,",",,O
,yo,,O
,no,,O
,sé,,O
,sobre,,O
,otro,,B-na
,instrumentos,,O
,.,,O
Sentence: 1282,Jim,,O
,Carrey,,O
,tiene,,O
,una,,O
,cara,,O
,expresivo,,B-ga
,y,,O
,me,,O
,hace,,O
,reír,,O
,.,,O
Sentence: 3929,Ella,,O
,vendido,,O
,cien,,O
,millones,,O
,archivos,,O
,solos,,O
,y,,O
,sesenta,,O
,millión,,B-na
,archivos,,O
,en,,O
,el,,O
,grupo,,O
,.,,O
Sentence: 2145,Después,,O
,",",,O
,nosotros,,O
,todos,,O
,comemos,,O
,a,,O
,la,,B-ga
,restaurante,,O
,.,,O
Sentence: 2503,Está,,O
,ubicado,,B-ga
,al,,O
,final,,O
,del,,O
,país,,O
,.,,O
Sentence: 4190,Quiero,,O
,ver,,O
,la,,O
,torre,,O
,eiffel,,O
,en,,O
,la,,O
,noche,,O
,con,,O
,todas,,O
,los,,B-ga
,luces,,O
,.,,O
Sentence: 4384,Japon,,O
,es,,O
,caliente,,O
,y,,O
,humedo,,O
,;,,O
,pero,,O
,alaska,,O
,es,,O
,fría,,O
,y,,O
,nevado,,B-ga
,.,,O
Sentence: 2484,Me,,O
,gusta,,O
,esta,,O
,vacacion,,B-na
,.,,O
,"""",,O
Sentence: 2596,A,,O
,mí,,O
,no,,O
,me,,O
,gusta,,O
,cuando,,O
,está,,O
,nublado,,O
,",",,O
,hace,,O
,viento,,O
,",",,O
,hace,,O
,frió,,O
,",",,O
,o,,O
,está,,O
,nevando,,O
,Cuando,,O
,en,,O
,mi,,O
,vacación,,B-na
,",",,O
,a,,O
,mí,,O
,me,,O
,gusta,,O
,relajarme,,O
,",",,O
,probar,,O
,comida,,O
,auténtica,,O
,",",,O
,beber,,O
,vino,,O
,dulce,,O
,",",,O
,y,,O
,flotar,,O
,está,,O
,encima,,O
,del,,O
,mar,,O
,.,,O
Sentence: 3989,Biles,,O
,fue,,O
,tres,,O
,veces,,O
,campeón,,B-ga
,mundial,,O
,",",,O
,tres,,O
,veces,,O
,campeona,,O
,mundial,,O
,",",,O
,dos,,O
,veces,,O
,campeona,,O
,mundial,,O
,de,,O
,balanza,,O
,de,,O
,balanza,,O
,",",,O
,cuatro,,O
,veces,,O
,campeona,,O
,nacional,,O
,de,,O
,Estados,,O
,Unidos,,O
,y,,O
,miembro,,O
,de,,O
,los,,O
,equipos,,O
,estadounidenses,,O
,ganadores,,O
,de,,O
,medallas,,O
,de,,O
,oro,,O
,en,,O
,los,,O
,Campeonatos,,O
,Mundiales,,O
,de,,O
,Gimnasia,,O
,Artística,,O
,2014,,O
,y,,O
,2015,,O
,.,,O
Sentence: 5203,Mark,,O
,Zuckerberg,,O
,trabaja,,O
,muy,,O
,duro,,O
,y,,O
,le,,O
,gusta,,O
,cuando,,O
,todos,,B-ga
,las,,O
,personas,,O
,también,,O
,está,,O
,trabajando,,O
,muy,,O
,duro,,O
,.,,O
Sentence: 2985,Ahora,,O
,Jay,,O
,Park,,O
,es,,O
,en,,O
,el,,B-ga
,compañía,,O
,de,,O
,entretenimiento,,O
,",",,O
,Roc,,O
,Nation,,O
,.,,O
Sentence: 2120,Cenaríamos,,O
,en,,O
,un,,O
,restaurante,,O
,diferente,,O
,cada,,O
,noche,,O
,",",,O
,y,,O
,iríamos,,O
,de,,O
,compras,,O
,en,,O
,tiendas,,O
,local,,B-na
,.,,O
Sentence: 244,Me,,O
,encantan,,O
,las,,O
,playas,,O
,mucho,,O
,pero,,O
,la,,O
,playa,,O
,perfecta,,O
,",",,O
,para,,O
,mi,,O
,",",,O
,tiene,,O
,la,,B-ga
,agua,,O
,azul,,O
,y,,O
,la,,O
,arena,,O
,blanca,,O
,.,,O
Sentence: 1562,Kobe,,O
,Bryant,,O
,tiene,,O
,cuatro,,O
,premio,,B-na
,de,,O
,MVP,,O
,.,,O
Sentence: 2139,Ahora,,O
,mi,,O
,abuelo,,O
,le,,O
,gusta,,O
,comida,,O
,dulces,,B-na
,.,,O
Sentence: 4725,Una,,O
,vacaciones,,O
,que,,O
,yo,,O
,pienso,,O
,es,,O
,perfecto,,B-ga
,es,,O
,cuando,,O
,puedes,,O
,que,,O
,dar,,O
,en,,O
,la,,O
,casa,,O
,.,,O
Sentence: 5089,Janet,,O
,le,,O
,gusta,,O
,joven,,B-na
,los,,O
,hombres,,O
,.,,O
Sentence: 1695,Robin,,O
,estaba,,O
,muy,,O
,comica,,B-ga
,y,,O
,muy,,O
,simpatico,,O
,.,,O
Sentence: 3372,Pero,,O
,",",,O
,cambio,,O
,es,,O
,difícil,,O
,porque,,O
,todas,,O
,los,,B-ga
,personas,,O
,quieran,,O
,lo,,O
,mejor,,O
,para,,O
,ellos,,O
,",",,O
,y,,O
,tienen,,O
,una,,O
,idea,,O
,diferente,,O
,de,,O
,lo,,O
,que,,O
,es,,O
,justicia,,O
,.,,O
Sentence: 1456,Es,,O
,muy,,O
,especial,,O
,para,,O
,tener,,O
,este,,B-ga
,característica,,O
,",",,O
,y,,O
,no,,O
,es,,O
,fácil,,O
,.,,O
Sentence: 697,Ella,,O
,un,,O
,personaje,,O
,en,,O
,la,,O
,seria,,B-ga
,de,,O
,Game,,O
,of,,O
,Thrones,,O
,es,,O
,Ygritte,,O
,.,,O
Sentence: 2469,Mi,,O
,vacación,,B-na
,perfecta,,O
,seria,,O
,cuando,,O
,yo,,O
,pueda,,O
,salir,,O
,de,,O
,casa,,O
,sin,,O
,que,,O
,asuntos,,O
,de,,O
,dinero,,O
,.,,O
Sentence: 5122,El,,B-ga
,vacaciones,,O
,perfectas,,O
,es,,O
,un,,O
,viaje,,O
,al,,O
,sureste,,O
,de,,O
,California,,O
,",",,O
,un,,O
,lugar,,O
,con,,O
,una,,O
,playa,,O
,grande,,O
,",",,O
,un,,O
,parque,,O
,de,,O
,atracciones,,O
,como,,O
,Disneylandia,,O
,",",,O
,y,,O
,muchas,,O
,atracciones,,O
,de,,O
,turista,,O
,.,,O
Sentence: 4797,Para,,O
,esta,,O
,vacaciones,,O
,",",,O
,quiero,,O
,my,,O
,novio,,O
,y,,O
,mi,,B-na
,mejores,,O
,amigas,,O
,ir,,O
,conmigo,,O
,.,,O
Sentence: 2910,Hawaii,,O
,es,,O
,un,,B-ga
,especial,,O
,isla,,O
,y,,O
,tiene,,O
,algunos,,O
,volcanos,,O
,activos,,O
,tambien,,O
,.,,O
Sentence: 3477,Sus,,O
,orejas,,O
,son,,O
,largos,,B-ga
,y,,O
,negras,,O
,.,,O
Sentence: 4131,También,,O
,me,,O
,gustaría,,O
,ir,,O
,donde,,O
,no,,O
,son,,O
,muchas,,B-ga
,turistas,,O
,porque,,O
,cuando,,O
,hay,,O
,muchos,,O
,",",,O
,sube,,O
,los,,O
,precios,,O
,de,,O
,todo,,O
,.,,O
Sentence: 1110,Rob,,O
,tambien,,O
,es,,O
,un,,B-ga
,persona,,O
,muy,,O
,generosa,,O
,.,,O
Sentence: 4812,Este,,B-ga
,es,,O
,mi,,O
,vacaciones,,O
,perfecta,,O
,-,,O
,El,,O
,primero,,O
,día,,O
,llego,,O
,después,,O
,un,,O
,viaje,,O
,en,,O
,avión,,O
,largo,,O
,.,,O
Sentence: 804,Ella,,O
,escribe,,O
,las,,O
,canciones,,O
,con,,O
,poquito,,B-na
,amigos,,O
,pero,,O
,prefiero,,O
,escribir,,O
,las,,O
,canciones,,O
,sola,,O
,.,,O
Sentence: 2011,Mi,,O
,hermana,,O
,no,,O
,creo,,O
,que,,O
,vayamos,,O
,a,,O
,el,,O
,museo,,O
,y,,O
,ella,,O
,va,,O
,a,,O
,ser,,O
,sorprendido,,B-ga
,cuando,,O
,vayamos,,O
,.,,O
Sentence: 2648,Puedes,,O
,ir,,O
,al,,B-na
,parques,,O
,.,,O
Sentence: 2234,Nosotros,,O
,no,,O
,visitar,,O
,san,,O
,francisco,,O
,en,,O
,mucho,,O
,tiempo,,O
,",",,O
,asi,,O
,que,,O
,yo,,O
,quiero,,O
,visitar,,O
,san,,O
,francisco,,O
,con,,O
,mi,,O
,familia,,O
,en,,O
,mi,,B-na
,vacaciones,,O
,.,,O
Sentence: 4552,Es,,O
,muy,,O
,alto,,B-ga
,y,,O
,es,,O
,marrón,,O
,",",,O
,anaranjada,,O
,",",,O
,y,,O
,roja,,O
,.,,O
Sentence: 157,Leona,,O
,Lewis,,O
,",",,O
,Little,,O
,Mix,,O
,",",,O
,One,,O
,Direction,,O
,",",,O
,y,,O
,Susan,,O
,Boyel,,O
,son,,O
,inglés,,B-na
,pero,,O
,",",,O
,Fifth,,O
,Harmony,,O
,es,,O
,americano,,O
,.,,O
Sentence: 2453,No,,O
,es,,O
,probable,,O
,que,,O
,pueda,,O
,visitarlos,,B-ga
,en,,O
,el,,O
,futuro,,O
,cercano,,O
,porque,,O
,es,,O
,muy,,O
,caro,,O
,.,,O
Sentence: 1619,Ella,,O
,jugaba,,O
,por,,O
,los,,O
,Estados,,O
,Unidos,,O
,mujeres,,O
,equipo,,O
,nacional,,O
,hace,,O
,17,,O
,años,,O
,y,,O
,recibió,,O
,FIFA,,O
,’,,O
,s,,O
,mundo,,O
,jugador,,B-ga
,del,,O
,año,,O
,.,,O
Sentence: 4926,En,,O
,el,,O
,ultimo,,O
,día,,O
,mis,,B-na
,novia,,O
,y,,O
,yo,,O
,tendríamos,,O
,una,,O
,cena,,O
,especial,,O
,.,,O
Sentence: 2716,Despues,,O
,la,,B-ga
,verano,,O
,escuela,,O
,",",,O
,ojála,,O
,que,,O
,yo,,O
,a,,O
,la,,O
,playa,,O
,con,,O
,mu,,O
,hermano,,O
,.,,O
Sentence: 2665,Mi,,O
,otro,,O
,favorito,,O
,es,,O
,caminar,,O
,en,,O
,el,,O
,bosque,,O
,con,,O
,un,,O
,guía,,O
,y,,O
,aprender,,O
,muchos,,B-na
,sobre,,O
,las,,O
,plantas,,O
,y,,O
,la,,O
,fauna,,O
,y,,O
,flora,,O
,.,,O
Sentence: 42,Para,,O
,resumir,,O
,",",,O
,una,,O
,persona,,O
,famosa,,O
,es,,O
,una,,O
,persona,,O
,que,,O
,es,,O
,amado,,B-ga
,debido,,O
,a,,O
,que,,O
,él,,O
,or,,O
,ella,,O
,hace,,O
,.,,O
Sentence: 1228,No,,O
,quiero,,O
,ser,,O
,famosa,,O
,",",,O
,porque,,O
,yo,,O
,no,,O
,tengo,,O
,privacidad,,O
,",",,O
,y,,O
,la,,O
,gente,,O
,es,,O
,crítico,,B-ga
,para,,O
,mi,,O
,.,,O
Sentence: 4020,Bruno,,O
,es,,O
,una,,O
,persona,,O
,simpático,,B-ga
,y,,O
,extrovertida,,O
,.,,O
Sentence: 4566,Panama,,O
,es,,O
,un,,O
,bonita,,B-ga
,lugar,,O
,para,,O
,bucear,,O
,.,,O
Sentence: 3168,Sin,,O
,embargo,,O
,",",,O
,mucha,,O
,gente,,O
,estan,,O
,los,,O
,fanes,,O
,de,,O
,Will,,O
,Ferrell,,O
,porque,,O
,el,,O
,hace,,O
,las,,O
,gentes,,B-na
,mucho,,O
,reir,,O
,y,,O
,el,,O
,hace,,O
,las,,O
,gente,,O
,felizes,,O
,y,,O
,sentirse,,O
,bien,,O
,.,,O
Sentence: 5064,El,,O
,es,,O
,la,,O
,primero,,B-ga
,persona,,O
,ganar,,O
,un,,O
,Grammy,,O
,sin,,O
,el,,O
,contrato,,O
,de,,O
,una,,O
,discográfica,,O
,regular,,O
,.,,O
Sentence: 3392,Son,,O
,ambos,,O
,portugueses,,O
,perros,,O
,de,,O
,agua,,O
,y,,O
,son,,O
,muy,,O
,bonitas,,B-ga
,y,,O
,activos,,O
,.,,O
Sentence: 4830,Mi,,O
,vacaciones,,O
,es,,O
,con,,O
,mi,,O
,novio,,O
,o,,O
,muchas,,O
,mi,,B-na
,amigas,,O
,.,,O
Sentence: 1275,Ella,,O
,tiene,,O
,un,,B-ga
,sunrisa,,O
,bonita,,O
,.,,O
Sentence: 2439,Quiero,,O
,ir,,O
,a,,O
,las,,B-ga
