orig_index,Unnamed: 0,paragraph_id,sentence_id,course,essay_new,annotated_sentence,full_error_tag,error_tag,correction,error,target,source,correction_index,new_error_type,final_evident_index,target_sentence,source_sentence,error_type,evidence_index,predicted_parsing_order,origin,orig_error_type,predicted_parsing_order_src
1943,779,1026,c22f8080325a1dc03f725fcbc4ea6e557d280ad8f773b3aeb5e84dd575b84ef3,SPA 2,Mis vacaciones perfecta sería en Hawai.,Mis vacaciones [perfecta]{perfectas}<na:ps:adj:inan> sería en Hawai.,[perfecta]{perfectas}<na:ps:adj:inan>,na:ps:adj:inan,perfectas,perfecta,"['Mis', 'vacaciones', 'perfectas', 'sería', 'en', 'Hawai', '.']","['Mis', 'vacaciones', 'perfecta', 'sería', 'en', 'Hawai', '.']","[2, 10]",number agreement,"[0, 1, 8, 9]",Mis vacaciones perfectas sería en Hawai.,Mis vacaciones perfecta sería en Hawai.,number agreement,"[0, 1, 8, 9]","{'0': 3, '1': 2, '2': 1, '5': 3, '8': 3, '9': 2, '10': 1, '13': 3}",A,number agreement,"{'0': 3, '1': 2, '2': 1, '5': 3}"
1845,676,945,e5437166d117c62d7fecbddaf7c330c9a89cd1e8bf8e8d0c3958ac0835411598,SPA 3,No puedo esperar para mi vacación al Caribe.,No puedo esperar para mi [vacación]{vacaciones}<in:s:noun:inan> al Caribe.,[vacación]{vacaciones}<in:s:noun:inan>,in:s:noun:inan,vacaciones,vacación,"['No', 'puedo', 'esperar', 'para', 'mi', 'vacaciones', 'al', 'Caribe', '.']","['No', 'puedo', 'esperar', 'para', 'mi', 'vacación', 'al', 'Caribe', '.']","[5, 15]",number agreement,"[1, 4, 11, 14]",No puedo esperar para mi vacaciones al Caribe.,No puedo esperar para mi vacación al Caribe.,number agreement,"[1, 4, 11, 14]","{'0': 3, '1': 3, '2': 2, '3': 2, '4': 2, '5': 1, '6': 3, '7': 2, '10': 3, '11': 3, '12': 2, '13': 2, '14': 2, '15': 1, '16': 3, '17': 2}",A,number agreement,"{'0': 3, '1': 3, '2': 2, '3': 2, '4': 2, '5': 1, '6': 3, '7': 2}"
2323,132,1235,fa68e3536a6555b014fc1dda15c0a856d5451befc366263ee528e3c8cb1281e2,SPA 2,Mi vacación perfecta es ir a España.,Mi [vacación]{vacaciones}<in:s:noun:inan> perfecta es ir a España.,[vacación]{vacaciones}<in:s:noun:inan>,in:s:noun:inan,vacaciones,vacación,"['Mi', 'vacaciones', 'perfecta', 'es', 'ir', 'a', 'España', '.']","['Mi', 'vacación', 'perfecta', 'es', 'ir', 'a', 'España', '.']","[1, 10]",number agreement,"[0, 9]",Mi vacaciones perfecta es ir a España.,Mi vacación perfecta es ir a España.,number agreement,"[0, 9]","{'0': 2, '1': 1, '2': 2, '3': 2, '4': 3, '9': 2, '10': 1, '11': 2, '12': 2, '13': 3}",A,number agreement,"{'0': 2, '1': 1, '2': 2, '3': 2, '4': 3}"
2297,104,1217,7aba54baf3d3ea58260be727efa3be8c381d4e055e006912937a4ba38a0d3e64,SPA 1,Ropas y accesorios son barato.,Ropas y accesorios son [barato]{baratos}<na:ps:adj:inan>.,[barato]{baratos}<na:ps:adj:inan>,na:ps:adj:inan,baratos,barato,"['Ropas', 'y', 'accesorios', 'son', 'baratos', '.']","['Ropas', 'y', 'accesorios', 'son', 'barato', '.']","[4, 11]",number agreement,"[0, 2, 5, 7, 9, 12]",Ropas y accesorios son baratos.,Ropas y accesorios son barato.,number agreement,"[0, 2, 5, 7, 9, 12]","{'0': 2, '2': 3, '3': 2, '4': 1, '7': 2, '9': 3, '10': 2, '11': 1}",A,number agreement,"{'0': 2, '2': 3, '3': 2, '4': 1}"
3183,1037,89,5443b9145e4feeb35a7ead3c4572dad93fc3e7fed6aab1d85b79011ac8b3667c,SPA 2,Todos los gentes estaron riendo mucho.,[Todos]{todas}<ga:fm:det:an> [los]{las}<ga:fm:det:an> [gentes]{gente}<in:p:gat:noun:an> estaron riendo mucho.,[gentes]{gente}<in:p:gat:noun:an>,in:p:gat:noun:an,gente,gentes,"['todas', 'las', 'gente', 'estaron', 'riendo', 'mucho', '.']","['todas', 'las', 'gentes', 'estaron', 'riendo', 'mucho', '.']","[2, 10]",number agreement,"[1, 9]",todas las gente estaron riendo mucho.,todas las gentes estaron riendo mucho.,number agreement,"[1, 9]","{'0': 3, '1': 2, '2': 1, '3': 2, '4': 3, '8': 3, '9': 2, '10': 1, '11': 2, '12': 3}",A,number agreement,"{'0': 3, '1': 2, '2': 1, '3': 2, '4': 3}"
828,655,188,562a59f41ba11c3610c4c5fbec9a1b76c375de7be521cb3b0cd3d108022bc095,SPA 1,Barack Obama tiene mucho amigos.,Barack Obama tiene [mucho]{muchos}<na:ps:det:an> amigos.,[mucho]{muchos}<na:ps:det:an>,na:ps:det:an,muchos,mucho,"['Barack', 'Obama', 'tiene', 'muchos', 'amigos', '.']","['Barack', 'Obama', 'tiene', 'mucho', 'amigos', '.']","[3, 10]",number agreement,"[2, 4, 9, 11]",Barack Obama tiene muchos amigos.,Barack Obama tiene mucho amigos.,number agreement,"[2, 4, 9, 11]","{'2': 3, '3': 1, '4': 2, '9': 3, '10': 1, '11': 2}",A,number agreement,"{'2': 3, '3': 1, '4': 2}"
1733,558,856,b8bbf27faaf4c3561359145db6522b0a80c74b1a12ce8787ccc5e1465b7f4417,SPA 2,Ella tiene enfermo amigos con HIV.,Ella tiene [enfermo]{enfermos}<na:ps:adj:an> amigos con HIV.,[enfermo]{enfermos}<na:ps:adj:an>,na:ps:adj:an,enfermos,enfermo,"['Ella', 'tiene', 'enfermos', 'amigos', 'con', 'HIV', '.']","['Ella', 'tiene', 'enfermo', 'amigos', 'con', 'HIV', '.']","[2, 10]",number agreement,"[0, 1, 3, 8, 9, 11]",Ella tiene enfermos amigos con HIV.,Ella tiene enfermo amigos con HIV.,number agreement,"[0, 1, 3, 8, 9, 11]","{'0': 3, '1': 2, '2': 1, '3': 2, '5': 3, '8': 3, '9': 2, '10': 1, '11': 2, '13': 3}",A,number agreement,"{'0': 3, '1': 2, '2': 1, '3': 2, '5': 3}"
2301,109,1221,5189b6ed1dbe1b47e196a258323ee11c5fb87edf531daf72d4957fada59d352f,SPA 2,La India tiene dinero diferentes.,La India tiene dinero [diferentes]{diferente}<na:sp:adj:inan>.,[diferentes]{diferente}<na:sp:adj:inan>,na:sp:adj:inan,diferente,diferentes,"['La', 'India', 'tiene', 'dinero', 'diferente', '.']","['La', 'India', 'tiene', 'dinero', 'diferentes', '.']","[4, 11]",number agreement,"[0, 1, 2, 3, 7, 8, 9, 10]",La India tiene dinero diferente.,La India tiene dinero diferentes.,number agreement,"[0, 1, 2, 3, 7, 8, 9, 10]","{'2': 3, '3': 2, '4': 1, '9': 3, '10': 2, '11': 1}",A,number agreement,"{'2': 3, '3': 2, '4': 1}"
1738,563,856,da23372453085d08b116896be7b2bc3ab8be08079b94b843239d24433b3dc284,SPA 2,Ella veo las ropas y hablar.,Ella veo las [ropas]{ropa}<in:p:noun:inan> y hablar.,[ropas]{ropa}<in:p:noun:inan>,in:p:noun:inan,ropa,ropas,"['Ella', 'veo', 'las', 'ropa', 'y', 'hablar', '.']","['Ella', 'veo', 'las', 'ropas', 'y', 'hablar', '.']","[3, 11]",number agreement,"[2, 10]",Ella veo las ropa y hablar.,Ella veo las ropas y hablar.,number agreement,"[2, 10]","{'0': 3, '1': 2, '2': 2, '3': 1, '5': 3, '8': 3, '9': 2, '10': 2, '11': 1, '13': 3}",A,number agreement,"{'0': 3, '1': 2, '2': 2, '3': 1, '5': 3}"
1336,144,480,3ec13fddbc80372fc25700d49e5979ed77e10ed81caa67aaf62338261e9546e9,SPA 1,La historia verá lo mal americanos.,La historia verá lo [mal]{malos}<na:ps:adj:an> americanos.,[mal]{malos}<na:ps:adj:an>,na:ps:adj:an,malos,mal,"['La', 'historia', 'verá', 'lo', 'malos', 'americanos', '.']","['La', 'historia', 'verá', 'lo', 'mal', 'americanos', '.']","[4, 12]",number agreement,"[0, 1, 2, 3, 5, 8, 9, 10, 11, 13]",La historia verá lo malos americanos.,La historia verá lo mal americanos.,number agreement,"[0, 1, 2, 3, 5, 8, 9, 10, 11, 13]","{'2': 3, '3': 3, '4': 1, '5': 2, '10': 3, '11': 3, '12': 1, '13': 2}",A,number agreement,"{'2': 3, '3': 3, '4': 1, '5': 2}"
728,546,110,9905ab25bc7ca9cbcd758f8586e36bc5286dbce27a5cf6c670b917064b55e5b7,SPA 2,Harvard y Yale son universidades muy difícil.,Harvard y Yale son universidades muy [difícil]{difíciles}<na:ps:adj:inan>.,[difícil]{difíciles}<na:ps:adj:inan>,na:ps:adj:inan,difíciles,difícil,"['Harvard', 'y', 'Yale', 'son', 'universidades', 'muy', 'difíciles', '.']","['Harvard', 'y', 'Yale', 'son', 'universidades', 'muy', 'difícil', '.']","[6, 15]",number agreement,"[0, 1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 14]",Harvard y Yale son universidades muy difíciles.,Harvard y Yale son universidades muy difícil.,number agreement,"[0, 1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 14]","{'0': 3, '3': 3, '4': 2, '5': 2, '6': 1, '9': 3, '12': 3, '13': 2, '14': 2, '15': 1}",A,number agreement,"{'0': 3, '3': 3, '4': 2, '5': 2, '6': 1}"
1937,771,1012,0584238ad4c1d936b13d6c82c226e626f8d6d31d88ba779304c95f960ae895f8,SPA 1,Mi lugar favorito para una vacación es España.,Mi lugar favorito para una [vacación]{vacaciones}<in:s:noun:inan> es España.,[vacación]{vacaciones}<in:s:noun:inan>,in:s:noun:inan,vacaciones,vacación,"['Mi', 'lugar', 'favorito', 'para', 'una', 'vacaciones', 'es', 'España', '.']","['Mi', 'lugar', 'favorito', 'para', 'una', 'vacación', 'es', 'España', '.']","[5, 15]",number agreement,"[4, 14]",Mi lugar favorito para una vacaciones es España.,Mi lugar favorito para una vacación es España.,number agreement,"[4, 14]","{'1': 3, '2': 2, '3': 2, '4': 2, '5': 1, '11': 3, '12': 2, '13': 2, '14': 2, '15': 1}",A,number agreement,"{'1': 3, '2': 2, '3': 2, '4': 2, '5': 1}"
2905,740,1723,368597475c319ceedd4f31b7483a63daa53bf61899cec982a6ae4f5c2d73cc5a,SPA 3,Mi vacación ideal es un viaje de esquiar.,Mi [vacación]{vacaciones}<in:s:noun:inan> ideal es un viaje de esquiar.,[vacación]{vacaciones}<in:s:noun:inan>,in:s:noun:inan,vacaciones,vacación,"['Mi', 'vacaciones', 'ideal', 'es', 'un', 'viaje', 'de', 'esquiar', '.']","['Mi', 'vacación', 'ideal', 'es', 'un', 'viaje', 'de', 'esquiar', '.']","[1, 11]",number agreement,"[0, 10]",Mi vacaciones ideal es un viaje de esquiar.,Mi vacación ideal es un viaje de esquiar.,number agreement,"[0, 10]","{'0': 2, '1': 1, '2': 2, '3': 3, '4': 3, '5': 2, '7': 3, '10': 2, '11': 1, '12': 2, '13': 3, '14': 3, '15': 2, '17': 3}",A,number agreement,"{'0': 2, '1': 1, '2': 2, '3': 3, '4': 3, '5': 2, '7': 3}"
5090,963,725,913d3a0a9c0517fccb60a85036e98932fb934c296fbc4aba9e2373787584a99e,SPA 1,Janet le gusta joven el hombres.,Janet le gusta [joven]{jóvenes}<na:ps:adj:an> [el]{los}<na:ps:det:an> hombres.,[el]{los}<na:ps:det:an>,na:ps:det:an,los,el,"['Janet', 'le', 'gusta', 'jóvenes', 'los', 'hombres', '.']","['Janet', 'le', 'gusta', 'jóvenes', 'el', 'hombres', '.']","[4, 12]",number agreement,"[3, 5, 11, 13]",Janet le gusta jóvenes los hombres.,Janet le gusta jóvenes el hombres.,number agreement,"[3, 5, 11, 13]","{'2': 3, '4': 1, '5': 2, '10': 3, '12': 1, '13': 2}",A,number agreement,"{'2': 3, '4': 1, '5': 2}"
2157,1003,1154,b9baa8ce783672800c2eebd860678b93762fd83da87b5c61656ecfa112f5a7b9,SPA 1,Las comidas son muchos delicioso.,Las comidas son muchos [delicioso]{deliciosas}<ga:na:fm:ps:adj:inan>.,[delicioso]{deliciosas}<ga:na:fm:ps:adj:inan>,ga:na:fm:ps:adj:inan,deliciosas,delicioso,"['Las', 'comidas', 'son', 'muchos', 'deliciosas', '.']","['Las', 'comidas', 'son', 'muchos', 'delicioso', '.']","[4, 11]",gender and number agreement,"[0, 1, 5, 7, 8, 12]",Las comidas son muchos deliciosas.,Las comidas son muchos delicioso.,gender and number agreement,"[0, 1, 5, 7, 8, 12]","{'0': 3, '1': 2, '2': 2, '3': 2, '4': 1, '7': 3, '8': 2, '9': 2, '10': 2, '11': 1}",A,gender and number agreement,"{'0': 3, '1': 2, '2': 2, '3': 2, '4': 1}"
4228,53,1022,f5502334cc91a3b1310897944c13e8506c3f3e2bbe86e54503e2e7711787eed7,SPA 2,El vacaciones a Hawaii estaría perfecto.,[El]{las}<ga:na:fm:ps:det:inan> vacaciones a Hawaii estaría [perfecto]{perfectas}<ga:na:fm:ps:adj:inan>.,[El]{las}<ga:na:fm:ps:det:inan>,ga:na:fm:ps:det:inan,las,El,"['las', 'vacaciones', 'a', 'Hawaii', 'estaría', 'perfectas', '.']","['El', 'vacaciones', 'a', 'Hawaii', 'estaría', 'perfectas', '.']","[0, 8]",gender and number agreement,"[1, 9]",las vacaciones a Hawaii estaría perfectas.,El vacaciones a Hawaii estaría perfectas.,gender and number agreement,"[1, 9]","{'0': 1, '1': 2, '3': 3, '5': 3, '8': 1, '9': 2, '11': 3, '13': 3}",A,gender and number agreement,"{'0': 1, '1': 2, '3': 3, '5': 3}"
3692,533,503,20fb8fb300728d60cc442b3a318dd378a3e3f9d4c70524f10c3a1b5a4f3855e8,SPA 3,Otros de mis favoritos es August Rush.,[Otros]{otra}<ga:na:fm:sp:pron:inan> de mis [favoritos]{favoritas}<ga:fm:adj:inan> es August Rush.,[Otros]{otra}<ga:na:fm:sp:pron:inan>,ga:na:fm:sp:pron:inan,otra,Otros,"['otra', 'de', 'mis', 'favoritas', 'es', 'August', 'Rush', '.']","['Otros', 'de', 'mis', 'favoritas', 'es', 'August', 'Rush', '.']","[0, 9]",gender and number agreement,"[2, 11]",otra de mis favoritas es August Rush.,Otros de mis favoritas es August Rush.,gender and number agreement,"[2, 11]","{'0': 1, '1': 3, '2': 3, '3': 2, '4': 3, '5': 2, '6': 3, '9': 1, '10': 3, '11': 3, '12': 2, '13': 3, '14': 2, '15': 3}",A,gender and number agreement,"{'0': 1, '1': 3, '2': 3, '3': 2, '4': 3, '5': 2, '6': 3}"
751,570,122,8a3910b64f8d643f0eb70e12e7a835eeef6751f23e43e10c199df1dcc4210b58,SPA 3,El visita el mundo y tiene mucho fiestas.,El visita el mundo y tiene [mucho]{muchas}<ga:na:fm:ps:det:inan> fiestas.,[mucho]{muchas}<ga:na:fm:ps:det:inan>,ga:na:fm:ps:det:inan,muchas,mucho,"['El', 'visita', 'el', 'mundo', 'y', 'tiene', 'muchas', 'fiestas', '.']","['El', 'visita', 'el', 'mundo', 'y', 'tiene', 'mucho', 'fiestas', '.']","[6, 16]",gender and number agreement,"[5, 7, 15, 17]",El visita el mundo y tiene muchas fiestas.,El visita el mundo y tiene mucho fiestas.,gender and number agreement,"[5, 7, 15, 17]","{'5': 3, '6': 1, '7': 2, '15': 3, '16': 1, '17': 2}",A,gender and number agreement,"{'5': 3, '6': 1, '7': 2}"
3685,525,498,cbb26b8d51266fea8f3de40f897b94b6b5d5d83b3a645d603316e9eb361b1297,SPA 2,"En mi ciudad, hay muchas gentes famoso.","En mi ciudad, hay muchas [gentes]{gente}<in:p:noun:an> [famoso]{famosas}<ga:na:fm:ps:adj:an>.",[famoso]{famosas}<ga:na:fm:ps:adj:an>,ga:na:fm:ps:adj:an,famosas,famoso,"['En', 'mi', 'ciudad', ',', 'hay', 'muchas', 'gente', 'famosas', '.']","['En', 'mi', 'ciudad', ',', 'hay', 'muchas', 'gente', 'famoso', '.']","[7, 17]",gender and number agreement,"[4, 5, 14, 15]","En mi ciudad, hay muchas gente famosas.","En mi ciudad, hay muchas gente famoso.",gender and number agreement,"[4, 5, 14, 15]","{'4': 3, '5': 3, '6': 2, '7': 1, '14': 3, '15': 3, '16': 2, '17': 1}",A,gender and number agreement,"{'4': 3, '5': 3, '6': 2, '7': 1}"
3850,702,719,baaaf7648b9debcf7e7564c4d0a3e4a73e218c0bd4f94b4eadddd84452d3188a,SPA 2,Otro personas famoso es en el cine.,[Otro]{otras}<ga:na:fm:ps:det:an> personas [famoso]{famosas}<ga:na:fm:ps:adj:an> es en el cine.,[famoso]{famosas}<ga:na:fm:ps:adj:an>,ga:na:fm:ps:adj:an,famosas,famoso,"['otras', 'personas', 'famosas', 'es', 'en', 'el', 'cine', '.']","['otras', 'personas', 'famoso', 'es', 'en', 'el', 'cine', '.']","[2, 11]",gender and number agreement,"[0, 1, 9, 10]",otras personas famosas es en el cine.,otras personas famoso es en el cine.,gender and number agreement,"[0, 1, 9, 10]","{'0': 3, '1': 2, '2': 1, '6': 3, '9': 3, '10': 2, '11': 1, '15': 3}",A,gender and number agreement,"{'0': 3, '1': 2, '2': 1, '6': 3}"
898,728,232,cd829600ef9e851488d14ea1c5093ae9d0e1183b0b644aa4a3e218239a7ead53,SPA 2,Son mis novios favorita de famosos.,Son mis novios [favorita]{favoritos}<ga:na:mf:ps:adj:an> de famosos.,[favorita]{favoritos}<ga:na:mf:ps:adj:an>,ga:na:mf:ps:adj:an,favoritos,favorita,"['Son', 'mis', 'novios', 'favoritos', 'de', 'famosos', '.']","['Son', 'mis', 'novios', 'favorita', 'de', 'famosos', '.']","[3, 11]",gender and number agreement,"[1, 2, 9, 10]",Son mis novios favoritos de famosos.,Son mis novios favorita de famosos.,gender and number agreement,"[1, 2, 9, 10]","{'0': 2, '1': 3, '2': 2, '3': 1, '4': 3, '5': 2, '8': 2, '9': 3, '10': 2, '11': 1, '12': 3, '13': 2}",A,gender and number agreement,"{'0': 2, '1': 3, '2': 2, '3': 1, '4': 3, '5': 2}"
2224,29,1187,d1e8e070bd3d439b0d6d44664c03e015eb017cf794211ac32027719b2e494fb4,SPA 3,Nunca los he visto antes.,Nunca [los]{la}<ga:na:fm:sp:pron:inan> he visto antes.,[los]{la}<ga:na:fm:sp:pron:inan>,ga:na:fm:sp:pron:inan,la,los,"['Nunca', 'la', 'he', 'visto', 'antes', '.']","['Nunca', 'los', 'he', 'visto', 'antes', '.']","[1, 8]",gender and number agreement,"[3, 10]",Nunca la he visto antes.,Nunca los he visto antes.,gender and number agreement,"[3, 10]","{'0': 3, '1': 1, '2': 3, '3': 2, '4': 3, '7': 3, '8': 1, '9': 3, '10': 2, '11': 3}",A,gender and number agreement,"{'0': 3, '1': 1, '2': 3, '3': 2, '4': 3}"
3453,274,303,64b9306dab405f40a498b33fa323a4e752d7fdf7ca269ef8c9b9aec6e6397267,SPA 2,Respeto muchas jugador de deportes profesionales.,Respeto [muchas]{muchos}<ga:na:mf:sp:det:an> [jugador]{jugadores}<na:ps:noun:an> de deportes profesionales.,[muchas]{muchos}<ga:na:mf:sp:det:an>,ga:na:mf:sp:det:an,muchos,muchas,"['Respeto', 'muchos', 'jugadores', 'de', 'deportes', 'profesionales', '.']","['Respeto', 'muchas', 'jugadores', 'de', 'deportes', 'profesionales', '.']","[1, 9]",gender and number agreement,"[2, 10]",Respeto muchos jugadores de deportes profesionales.,Respeto muchas jugadores de deportes profesionales.,gender and number agreement,"[2, 10]","{'0': 3, '1': 1, '2': 2, '4': 3, '8': 3, '9': 1, '10': 2, '12': 3}",A,gender and number agreement,"{'0': 3, '1': 1, '2': 2, '4': 3}"
2680,504,1541,d82e9e888adea10cbf5790295d50e093737de2db4781dd5781b61bc2a852c8e7,SPA 1,Esto es unas vacaciones perfectas para mí.,[Esto]{estas}<ga:na:fm:ps:pron:inan> es unas vacaciones perfectas para mí.,[Esto]{estas}<ga:na:fm:ps:pron:inan>,ga:na:fm:ps:pron:inan,estas,Esto,"['estas', 'es', 'unas', 'vacaciones', 'perfectas', 'para', 'mí', '.']","['Esto', 'es', 'unas', 'vacaciones', 'perfectas', 'para', 'mí', '.']","[0, 9]",gender and number agreement,"[2, 3, 11, 12]",estas es unas vacaciones perfectas para mí.,Esto es unas vacaciones perfectas para mí.,gender and number agreement,"[2, 3, 11, 12]","{'0': 1, '1': 3, '2': 3, '3': 2, '4': 3, '6': 3, '9': 1, '10': 3, '11': 3, '12': 2, '13': 3, '15': 3}",A,gender and number agreement,"{'0': 1, '1': 3, '2': 3, '3': 2, '4': 3, '6': 3}"
2194,1042,1175,f60eafdb9b0e3758b8618f1f492d5a17f4a46a26262c216c070f7d43a1f9a514,SPA 2,Esto sería las vacaciones perfectas.,[Esto]{estas}<ga:na:fm:ps:pron:inan> sería las vacaciones perfectas.,[Esto]{estas}<ga:na:fm:ps:pron:inan>,ga:na:fm:ps:pron:inan,estas,Esto,"['estas', 'sería', 'las', 'vacaciones', 'perfectas', '.']","['Esto', 'sería', 'las', 'vacaciones', 'perfectas', '.']","[0, 7]",gender and number agreement,"[1, 2, 3, 5, 8, 9, 10, 12]",estas sería las vacaciones perfectas.,Esto sería las vacaciones perfectas.,gender and number agreement,"[1, 2, 3, 5, 8, 9, 10, 12]","{'0': 1, '1': 3, '2': 3, '3': 2, '4': 3, '7': 1, '8': 3, '9': 3, '10': 2, '11': 3}",A,gender and number agreement,"{'0': 1, '1': 3, '2': 3, '3': 2, '4': 3}"
1526,345,678,8edf67e9c52859d13cfff0894b9c367c3489fc25a838d9137c2c340f1adba65f,SPA 3,Taylor tiene muchos amigos famosa.,Taylor tiene muchos amigos [famosa]{famosos}<ga:na:mf:ps:adj:an>.,[famosa]{famosos}<ga:na:mf:ps:adj:an>,ga:na:mf:ps:adj:an,famosos,famosa,"['Taylor', 'tiene', 'muchos', 'amigos', 'famosos', '.']","['Taylor', 'tiene', 'muchos', 'amigos', 'famosa', '.']","[4, 11]",gender and number agreement,"[0, 3, 7, 10]",Taylor tiene muchos amigos famosos.,Taylor tiene muchos amigos famosa.,gender and number agreement,"[0, 3, 7, 10]","{'1': 3, '2': 3, '3': 2, '4': 1, '8': 3, '9': 3, '10': 2, '11': 1}",A,gender and number agreement,"{'1': 3, '2': 3, '3': 2, '4': 1}"
986,823,267,61e83c0f9545ad4c60b92a0ca42b4b4805da181e02fa2f8900ca42ea78fa9f82,SPA 2,Ella tiene los ojos azules muy linda.,Ella tiene los ojos azules muy [linda]{lindos}<ga:na:mf:ps:adj:inan>.,[linda]{lindos}<ga:na:mf:ps:adj:inan>,ga:na:mf:ps:adj:inan,lindos,linda,"['Ella', 'tiene', 'los', 'ojos', 'azules', 'muy', 'lindos', '.']","['Ella', 'tiene', 'los', 'ojos', 'azules', 'muy', 'linda', '.']","[6, 15]",gender and number agreement,"[3, 7, 12, 16]",Ella tiene los ojos azules muy lindos.,Ella tiene los ojos azules muy linda.,gender and number agreement,"[3, 7, 12, 16]","{'1': 3, '2': 3, '3': 2, '4': 3, '5': 2, '6': 1, '10': 3, '11': 3, '12': 2, '13': 3, '14': 2, '15': 1}",A,gender and number agreement,"{'1': 3, '2': 3, '3': 2, '4': 3, '5': 2, '6': 1}"
4766,625,1486,8b65e6250a07cf75ba44269612c0cb0611d693cf39dee2a854bec25c37d42237,SPA 3,Las zapatas eran hecho de mi tratatratabuelo.,Las [zapatas]{zapatos}<ig:f:noun:inan> eran [hecho]{hechas}<ga:na:fm:ps:adj:inan> de mi tratatratabuelo.,[hecho]{hechas}<ga:na:fm:ps:adj:inan>,ga:na:fm:ps:adj:inan,hechas,hecho,"['Las', 'zapatos', 'eran', 'hechas', 'de', 'mi', 'tratatratabuelo', '.']","['Las', 'zapatos', 'eran', 'hecho', 'de', 'mi', 'tratatratabuelo', '.']","[3, 12]",gender and number agreement,"[0, 1, 9, 10]",Las zapatos eran hechas de mi tratatratabuelo.,Las zapatos eran hecho de mi tratatratabuelo.,gender and number agreement,"[0, 1, 9, 10]","{'0': 3, '1': 2, '2': 2, '3': 1, '4': 3, '5': 3, '6': 2, '9': 3, '10': 2, '11': 2, '12': 1, '13': 3, '14': 3, '15': 2}",A,gender and number agreement,"{'0': 3, '1': 2, '2': 2, '3': 1, '4': 3, '5': 3, '6': 2}"
5167,1043,1623,d136aa5a6cdd9ba0c56a12b3e4b24b37f0f8293d013291e87537f0d7cd743238,SPA 2,"Entonces será certificado como “perfecto"".","Entonces será [certificado]{certificadas}<ga:fm:adj:inan> como ""[perfecto]{perfectas}<ga:na:fm:ps:adj:inan>"".",[perfecto]{perfectas}<ga:na:fm:ps:adj:inan>,ga:na:fm:ps:adj:inan,perfectas,perfecto,"['Entonces', 'será', 'certificadas', 'como', '""', 'perfectas', '""', '.']","['Entonces', 'será', 'certificadas', 'como', '""', 'perfecto', '""', '.']","[5, 14]",gender and number agreement,"[1, 2, 10, 11]","Entonces será certificadas como ""perfectas"" .","Entonces será certificadas como ""perfecto"" .",gender and number agreement,"[1, 2, 10, 11]","{'2': 3, '3': 3, '4': 2, '5': 1, '11': 3, '12': 3, '13': 2, '14': 1}",A,gender and number agreement,"{'2': 3, '3': 3, '4': 2, '5': 1}"
3238,48,122,3a3993e8da2ccbf08c47b5462f30fadf28defd4069fc3e64e281f9c3e8c44648,SPA 3,Adam y Selena son flacco and muy bonita.,Adam y Selena son [flacco]{flacos}<na:ps:adj:an> and muy [bonita]{bonitos}<ga:na:mf:ps:adj:an>.,[bonita]{bonitos}<ga:na:mf:ps:adj:an>,ga:na:mf:ps:adj:an,bonitos,bonita,"['Adam', 'y', 'Selena', 'son', 'flacos', 'and', 'muy', 'bonitos', '.']","['Adam', 'y', 'Selena', 'son', 'flacos', 'and', 'muy', 'bonita', '.']","[7, 17]",gender and number agreement,"[0, 1, 2, 3, 4, 5, 6, 10, 11, 12, 13, 14, 15, 16]",Adam y Selena son flacos and muy bonitos.,Adam y Selena son flacos and muy bonita.,gender and number agreement,"[0, 1, 2, 3, 4, 5, 6, 10, 11, 12, 13, 14, 15, 16]","{'4': 3, '5': 2, '6': 2, '7': 1, '14': 3, '15': 2, '16': 2, '17': 1}",A,gender and number agreement,"{'4': 3, '5': 2, '6': 2, '7': 1}"
4825,685,1549,035ca59f5ff0ba21d039eb5b9368337114c2d73299ddbfab50f17ee773c2c2a0,SPA 2,Mi favorita edificios es rosado.,[Mi]{mis}<na:ps:det:inan> [favorita]{favoritos}<ga:na:mf:ps:adj:inan> edificios es [rosado]{rosados}<na:ps:adj:inan>.,[favorita]{favoritos}<ga:na:mf:ps:adj:inan>,ga:na:mf:ps:adj:inan,favoritos,favorita,"['mis', 'favoritos', 'edificios', 'es', 'rosados', '.']","['mis', 'favorita', 'edificios', 'es', 'rosados', '.']","[1, 8]",gender and number agreement,"[0, 2, 7, 9]",mis favoritos edificios es rosados.,mis favorita edificios es rosados.,gender and number agreement,"[0, 2, 7, 9]","{'0': 2, '1': 1, '2': 2, '3': 3, '4': 2, '7': 2, '8': 1, '9': 2, '10': 3, '11': 2}",A,gender and number agreement,"{'0': 2, '1': 1, '2': 2, '3': 3, '4': 2}"
