,paragraph_id,sentence_id,course,essay_new,annotated_sentence,anno_error_cnt,full_error_tag,order_tag,error_tag,correction,error,target,correction_index,error_type,source,new_error_type
702,1179,96914767686df5cec645101a412f5fbff538e41f14f6f174211d2f21f01d215b,SPA 1,Conozco nuevo amigos japoneses.,Conozco []{a}<az:do:an> nuevo amigos japoneses.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Conozco', 'a', 'nuevo', 'amigos', 'japoneses', '.']","[1, 8]",az:do,"['Conozco', '[NONE]', 'nuevo', 'amigos', 'japoneses', '.']",article
709,1188,793004eb5ae1c0f56ce5fe1139e9a89d0b326701bdac6176b39c70449eb4c6c8,SPA 2,"Cuando yo viajo, es bueno conocer las personas de la cultura.","Cuando yo viajo, es bueno conocer []{a}<az:do:an> las personas de la cultura.",1,[]{a}<az:do:an>,0,az:do:an,a,,"['Cuando', 'yo', 'viajo', ',', 'es', 'bueno', 'conocer', 'a', 'las', 'personas', 'de', 'la', 'cultura', '.']","[7, 22]",az:do,"['Cuando', 'yo', 'viajo', ',', 'es', 'bueno', 'conocer', '[NONE]', 'las', 'personas', 'de', 'la', 'cultura', '.']",article
709,1188,baa88879f370f29d0019d71bf3829f17054eea269f9809cdd2ab3689f939e872,SPA 2,Es divertido ir a los mercados y me gusta ver a la artesanía en los mercados.,Es divertido ir a los mercados y me gusta ver [a]{}<za:do:inan> la artesanía en los mercados.,1,[a]{}<za:do:inan>,0,za:do:inan,,a,"['Es', 'divertido', 'ir', 'a', 'los', 'mercados', 'y', 'me', 'gusta', 'ver', '[NONE]', 'la', 'artesanía', 'en', 'los', 'mercados', '.']","[10, 28]",za:do,"['Es', 'divertido', 'ir', 'a', 'los', 'mercados', 'y', 'me', 'gusta', 'ver', 'a', 'la', 'artesanía', 'en', 'los', 'mercados', '.']",article
710,1189,0123653af6244249b556808e7d1143e6b32656dbb269373a1e097abff62915f5,SPA 2,También sería genial tener mi mejor amigo para viajar conmigo.,También sería genial tener []{a}<az:do:an>  mi mejor amigo para viajar conmigo.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['También', 'sería', 'genial', 'tener', 'a', 'mi', 'mejor', 'amigo', 'para', 'viajar', 'conmigo', '.']","[4, 17]",az:do,"['También', 'sería', 'genial', 'tener', '[NONE]', 'mi', 'mejor', 'amigo', 'para', 'viajar', 'conmigo', '.']",article
711,1190,2a1a8898654790f407a3abbe5de7fe2c3c38432d8ed50c90a2c70660f7450cf0,SPA 1,Me gustan los caballos y montar caballos es mi actividad favorita.,Me gustan los caballos y montar []{a}<az:do:an> caballos es mi actividad favorita.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Me', 'gustan', 'los', 'caballos', 'y', 'montar', 'a', 'caballos', 'es', 'mi', 'actividad', 'favorita', '.']","[6, 20]",az:do,"['Me', 'gustan', 'los', 'caballos', 'y', 'montar', '[NONE]', 'caballos', 'es', 'mi', 'actividad', 'favorita', '.']",article
711,1190,c28c69886c2ade26097016b7f33650cd0f467ca9c21565ca4dca4c1e7d6cade0,SPA 1,Yo estoy estudiar la ciencia animal y yo quiero ver animales nativo cuando yo viajo.,Yo estoy estudiar la ciencia animal y yo quiero ver []{a}<az:do:an> animales nativo cuando yo viajo.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Yo', 'estoy', 'estudiar', 'la', 'ciencia', 'animal', 'y', 'yo', 'quiero', 'ver', 'a', 'animales', 'nativo', 'cuando', 'yo', 'viajo', '.']","[10, 28]",az:do,"['Yo', 'estoy', 'estudiar', 'la', 'ciencia', 'animal', 'y', 'yo', 'quiero', 'ver', '[NONE]', 'animales', 'nativo', 'cuando', 'yo', 'viajo', '.']",article
711,1190,467f55ee7e5d6f79f3f8fc08e32cd7ab2d585b5efcdd111d4aa9371c99853ab2,SPA 1,"Sin embargo, podría ser difícil ver la fauna en la naturaleza – nosotros podemos ver los animales para el zoológico.","Sin embargo, podría ser difícil ver la fauna en la naturaleza – nosotros podemos ver []{a}<az:do:an> los animales para el zoológico.",1,[]{a}<az:do:an>,0,az:do:an,a,,"['Sin', 'embargo', ',', 'podría', 'ser', 'difícil', 'ver', 'la', 'fauna', 'en', 'la', 'naturaleza', '–', 'nosotros', 'podemos', 'ver', 'a', 'los', 'animales', 'para', 'el', 'zoológico', '.']","[16, 40]",az:do,"['Sin', 'embargo', ',', 'podría', 'ser', 'difícil', 'ver', 'la', 'fauna', 'en', 'la', 'naturaleza', '–', 'nosotros', 'podemos', 'ver', '[NONE]', 'los', 'animales', 'para', 'el', 'zoológico', '.']",article
715,1194,d611c9ce4d91115d9eaa1a563b1233dd9b9d1ca0bef895eed2f8c7af805d0e44,SPA 1,"Primero, voy a viajar a Etiopia a visitar mi abuelo.","Primero, voy a viajar a Etiopia a visitar []{a}<az:do:an> mi abuelo.",1,[]{a}<az:do:an>,0,az:do:an,a,,"['Primero', ',', 'voy', 'a', 'viajar', 'a', 'Etiopia', 'a', 'visitar', 'a', 'mi', 'abuelo', '.']","[9, 23]",az:do,"['Primero', ',', 'voy', 'a', 'viajar', 'a', 'Etiopia', 'a', 'visitar', '[NONE]', 'mi', 'abuelo', '.']",article
715,1194,ca97eaff15c0890fdcf085bc4d3a4097692a7d9379a6bf4aab88c8f3527a080e,SPA 1,"En Djibouti, yo quiero a visitar mi abuela.","En Djibouti, yo quiero a visitar []{a}<az:do:an> mi abuela.",1,[]{a}<az:do:an>,0,az:do:an,a,,"['En', 'Djibouti', ',', 'yo', 'quiero', 'a', 'visitar', 'a', 'mi', 'abuela', '.']","[7, 19]",az:do,"['En', 'Djibouti', ',', 'yo', 'quiero', 'a', 'visitar', '[NONE]', 'mi', 'abuela', '.']",article
715,1194,984d5efeced374b3da9272a1e5e594393c7ce38931a983e89adc5c12ab1cc02d,SPA 1,"Primero, vamos a visitar a valle de los reyes.","Primero, vamos a visitar [a]{}<za:do:inan> valle de los reyes.",1,[a]{}<za:do:inan>,0,za:do:inan,,a,"['Primero', ',', 'vamos', 'a', 'visitar', '[NONE]', 'valle', 'de', 'los', 'reyes', '.']","[5, 17]",za:do,"['Primero', ',', 'vamos', 'a', 'visitar', 'a', 'valle', 'de', 'los', 'reyes', '.']",article
715,1194,8f2307c8b941989e5c473323851fb50c897d41f2708182609b3f35db2dda9f4d,SPA 1,"Otra día, vamos a visitar a pirámides de Giza.","Otra día, vamos a visitar [a]{}<za:do:inan> pirámides de Giza.",1,[a]{}<za:do:inan>,0,za:do:inan,,a,"['Otra', 'día', ',', 'vamos', 'a', 'visitar', '[NONE]', 'pirámides', 'de', 'Giza', '.']","[6, 18]",za:do,"['Otra', 'día', ',', 'vamos', 'a', 'visitar', 'a', 'pirámides', 'de', 'Giza', '.']",article
721,1200,9f9e30d2f9c3614dcd3c534ced6e01b0ac935abd68223d5439832c3a62d4e08d,SPA 1,"Por esta vacasione verano, quero andar en India y visitar mi amiga.","Por esta vacasione verano, quero andar en India y visitar []{a}<az:do:an> mi amiga.",1,[]{a}<az:do:an>,0,az:do:an,a,,"['Por', 'esta', 'vacasione', 'verano', ',', 'quero', 'andar', 'en', 'India', 'y', 'visitar', 'a', 'mi', 'amiga', '.']","[11, 27]",az:do,"['Por', 'esta', 'vacasione', 'verano', ',', 'quero', 'andar', 'en', 'India', 'y', 'visitar', '[NONE]', 'mi', 'amiga', '.']",article
721,1200,fa9307378936818a2344d231d94d0f304dbf3335b10f9c2765607ea2bd8e9fb8,SPA 1,La cosa que mas me gusta es  visitar mis amigas y tener tiempo por divertar y no por estudiar con les.,La cosa que mas me gusta es  visitar []{a}<az:do:an> mis amigas y tener tiempo por divertar y no por estudiar con les.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['La', 'cosa', 'que', 'mas', 'me', 'gusta', 'es', 'visitar', 'a', 'mis', 'amigas', 'y', 'tener', 'tiempo', 'por', 'divertar', 'y', 'no', 'por', 'estudiar', 'con', 'les', '.']","[8, 32]",az:do,"['La', 'cosa', 'que', 'mas', 'me', 'gusta', 'es', 'visitar', '[NONE]', 'mis', 'amigas', 'y', 'tener', 'tiempo', 'por', 'divertar', 'y', 'no', 'por', 'estudiar', 'con', 'les', '.']",article
722,1201,9d9e71fe68e9dabe1222f76bf98c1251a77da7f28d916a8741dec6380fc6a581,SPA 3,"Si quiero a Japón me gustaría comer mucho, especialmente sushi.","Si quiero [a]{}<za:do:inan> Japón me gustaría comer mucho, especialmente sushi.",1,[a]{}<za:do:inan>,0,za:do:inan,,a,"['Si', 'quiero', '[NONE]', 'Japón', 'me', 'gustaría', 'comer', 'mucho', ',', 'especialmente', 'sushi', '.']","[2, 15]",za:do,"['Si', 'quiero', 'a', 'Japón', 'me', 'gustaría', 'comer', 'mucho', ',', 'especialmente', 'sushi', '.']",article
725,1204,6a98a9f0eb427ab5d477971cbf006ec20544be526fe04f1ae5276e273b71e242,SPA 2,"Me gusta conocer gente nueva, especial personas de otro países.","Me gusta conocer []{a}<az:do:an> gente nueva, especial personas de otro países.",1,[]{a}<az:do:an>,0,az:do:an,a,,"['Me', 'gusta', 'conocer', 'a', 'gente', 'nueva', ',', 'especial', 'personas', 'de', 'otro', 'países', '.']","[3, 17]",az:do,"['Me', 'gusta', 'conocer', '[NONE]', 'gente', 'nueva', ',', 'especial', 'personas', 'de', 'otro', 'países', '.']",article
728,1207,33efed4771172bd32afe103ca51f07a48ca959276c187931ad14a4d6d1bcea77,SPA 3,"Para bucear, me gustaría ver todos los animales marinos únicos bajo el agua.","Para bucear, me gustaría ver []{a}<az:do:an> todos los animales marinos únicos bajo el agua.",1,[]{a}<az:do:an>,0,az:do:an,a,,"['Para', 'bucear', ',', 'me', 'gustaría', 'ver', 'a', 'todos', 'los', 'animales', 'marinos', 'únicos', 'bajo', 'el', 'agua', '.']","[6, 23]",az:do,"['Para', 'bucear', ',', 'me', 'gustaría', 'ver', '[NONE]', 'todos', 'los', 'animales', 'marinos', 'únicos', 'bajo', 'el', 'agua', '.']",article
735,1216,f2631b286db0920720136d8b06bc5ef0a568088c9f223d3687d8df967416bb3e,SPA 2,Yo Me encuentro un novio.,Yo Me encuentro []{a}<az:io:an> un novio.,1,[]{a}<az:io:an>,0,az:io:an,a,,"['Yo', 'Me', 'encuentro', 'a', 'un', 'novio', '.']","[3, 11]",az:io,"['Yo', 'Me', 'encuentro', '[NONE]', 'un', 'novio', '.']",article
738,1219,f0d77d1c1677cbe6da8c5cf50c4fa1ef93fb63ac89b6ff1b10c4125a8e63fe4d,SPA 3,Me gustaría ir a bucear también para ver los pescados en el océano.,Me gustaría ir a bucear también para ver []{a}<az:do:an> los pescados en el océano.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Me', 'gustaría', 'ir', 'a', 'bucear', 'también', 'para', 'ver', 'a', 'los', 'pescados', 'en', 'el', 'océano', '.']","[8, 24]",az:do,"['Me', 'gustaría', 'ir', 'a', 'bucear', 'también', 'para', 'ver', '[NONE]', 'los', 'pescados', 'en', 'el', 'océano', '.']",article
740,1221,8820ece7c6e0a9e983c86f78b980cc5721cbb1d4057a2d64960012fa3a72e5d2,SPA 2,Voy a ver un montón de gente.,Voy a ver []{a}<az:do:an> un montón de gente.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Voy', 'a', 'ver', 'a', 'un', 'montón', 'de', 'gente', '.']","[3, 13]",az:do,"['Voy', 'a', 'ver', '[NONE]', 'un', 'montón', 'de', 'gente', '.']",article
745,1228,ced7ad745abcdfde2f04fc317bb22b079137a06b18ae1a70253eae56a84d575f,SPA 2,Entonces yo voy a India visitar mi amigo de la Universidad.,Entonces yo voy a India visitar []{a}<az:do:an> mi amigo de la Universidad.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Entonces', 'yo', 'voy', 'a', 'India', 'visitar', 'a', 'mi', 'amigo', 'de', 'la', 'Universidad', '.']","[6, 20]",az:do,"['Entonces', 'yo', 'voy', 'a', 'India', 'visitar', '[NONE]', 'mi', 'amigo', 'de', 'la', 'Universidad', '.']",article
746,1230,9dd0511a81dc606d6330a7f0d87c7e0554d3020259c160d1813e6c0d1158e22b,SPA 2,Yo quiero visitar la ciudad y vio la gente y experimentar la cultura.,Yo quiero visitar la ciudad y vio []{a}<az:do:an> la gente y experimentar la cultura.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Yo', 'quiero', 'visitar', 'la', 'ciudad', 'y', 'vio', 'a', 'la', 'gente', 'y', 'experimentar', 'la', 'cultura', '.']","[7, 23]",az:do,"['Yo', 'quiero', 'visitar', 'la', 'ciudad', 'y', 'vio', '[NONE]', 'la', 'gente', 'y', 'experimentar', 'la', 'cultura', '.']",article
746,1230,90b9dddc4583e92bc89f93ce2ef8101e3eb2df0349750cacbb9f4efe7196aa1c,SPA 2,Quiero conocer la gente y hablar sobre su forma de vida.,Quiero conocer []{a}<az:do:an> la gente y hablar sobre su forma de vida.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Quiero', 'conocer', 'a', 'la', 'gente', 'y', 'hablar', 'sobre', 'su', 'forma', 'de', 'vida', '.']","[2, 16]",az:do,"['Quiero', 'conocer', '[NONE]', 'la', 'gente', 'y', 'hablar', 'sobre', 'su', 'forma', 'de', 'vida', '.']",article
754,1241,a6d0730a03be970367d2c767847d5700c89fa8464f9e5dc9b627bced407a0dec,SPA 3,"Durante ese semana, montaria los cabellos por la playa y el mar tambien, y veria una pelicula en espanol en el cine de *CITY*.","Durante ese semana, montaria []{a}<az:do:an> los cabellos por la playa y el mar tambien, y veria una pelicula en espanol en el cine de Puerta Vallarta.",1,[]{a}<az:do:an>,0,az:do:an,a,,"['Durante', 'ese', 'semana', ',', 'montaria', 'a', 'los', 'cabellos', 'por', 'la', 'playa', 'y', 'el', 'mar', 'tambien', ',', 'y', 'veria', 'una', 'pelicula', 'en', 'espanol', 'en', 'el', 'cine', 'de', 'Puerta', 'Vallarta', '.']","[5, 35]",az:do,"['Durante', 'ese', 'semana', ',', 'montaria', '[NONE]', 'los', 'cabellos', 'por', 'la', 'playa', 'y', 'el', 'mar', 'tambien', ',', 'y', 'veria', 'una', 'pelicula', 'en', 'espanol', 'en', 'el', 'cine', 'de', 'Puerta', 'Vallarta', '.']",article
754,1241,48a8f00482bd82e869296f18c2b9d37bf79803b9f7949e156c61027668f06b14,SPA 3,"En la semana termino, nosotros visitariamos familia un mas tiempo y iriamos al aeropuerto.","En la semana termino, nosotros visitariamos []{a}<az:do:an> familia un mas tiempo y iriamos al aeropuerto.",1,[]{a}<az:do:an>,0,az:do:an,a,,"['En', 'la', 'semana', 'termino', ',', 'nosotros', 'visitariamos', 'a', 'familia', 'un', 'mas', 'tiempo', 'y', 'iriamos', 'al', 'aeropuerto', '.']","[7, 25]",az:do,"['En', 'la', 'semana', 'termino', ',', 'nosotros', 'visitariamos', '[NONE]', 'familia', 'un', 'mas', 'tiempo', 'y', 'iriamos', 'al', 'aeropuerto', '.']",article
756,1244,e6685b29c770e6969168ae3a34f9cbaba83d24deee4e1209863822d894a9a12c,SPA 1,"Mi vacación perfecta incluye a mis amigos y amigas, o a mi familia.","Mi vacación perfecta incluye  mis amigos y []{a}<az:do:an> amigas, o   mi familia.",1,[]{a}<az:do:an>,0,az:do:an,a,,"['Mi', 'vacación', 'perfecta', 'incluye', 'mis', 'amigos', 'y', 'a', 'amigas', ',', 'o', 'mi', 'familia', '.']","[7, 22]",az:do,"['Mi', 'vacación', 'perfecta', 'incluye', 'mis', 'amigos', 'y', '[NONE]', 'amigas', ',', 'o', 'mi', 'familia', '.']",article
769,1258,54f0541608015d391463bf52aeffe97a59c4090e01a3b935220ba7a991ed33fe,SPA 2,"Así que en está vacación, mi familia y yo visitamos las personas de nuestra familia y hablamos por muchas horas.","Así que en está vacación, mi familia y yo visitamos []{a}<az:do:an> las personas de nuestra familia y hablamos por muchas horas.",1,[]{a}<az:do:an>,0,az:do:an,a,,"['Así', 'que', 'en', 'está', 'vacación', ',', 'mi', 'familia', 'y', 'yo', 'visitamos', 'a', 'las', 'personas', 'de', 'nuestra', 'familia', 'y', 'hablamos', 'por', 'muchas', 'horas', '.']","[11, 35]",az:do,"['Así', 'que', 'en', 'está', 'vacación', ',', 'mi', 'familia', 'y', 'yo', 'visitamos', '[NONE]', 'las', 'personas', 'de', 'nuestra', 'familia', 'y', 'hablamos', 'por', 'muchas', 'horas', '.']",article
769,1258,2448e68dbe6d0d48450dc406ee9a405eceb65c7d7d3e1c8406d748f255e5399d,SPA 2,"Después de visitar las familias, mi hermana y yo vamos a la ciudad para comprar muchas cosas.","Después de visitar []{a}<az:do:an> las familias, mi hermana y yo vamos a la ciudad para comprar muchas cosas.",1,[]{a}<az:do:an>,0,az:do:an,a,,"['Después', 'de', 'visitar', 'a', 'las', 'familias', ',', 'mi', 'hermana', 'y', 'yo', 'vamos', 'a', 'la', 'ciudad', 'para', 'comprar', 'muchas', 'cosas', '.']","[3, 24]",az:do,"['Después', 'de', 'visitar', '[NONE]', 'las', 'familias', ',', 'mi', 'hermana', 'y', 'yo', 'vamos', 'a', 'la', 'ciudad', 'para', 'comprar', 'muchas', 'cosas', '.']",article
771,1261,99e977872069629ea4068a047aea44b2e5352156a9c08c025e258182fde03dc5,SPA 1,"Entonces, si quiero, voy a hacer una caminata en la selva, montar sus caballos, sacar fotos de los insectos de la selva, y mirar a los plantas y animales de eso lugar.","Entonces, si quiero, voy a hacer una caminata en la selva, montar []{a}<az:do:an> sus caballos, sacar fotos de los insectos de la selva, y mirar a los plantas y animales de eso lugar.",1,[]{a}<az:do:an>,0,az:do:an,a,,"['Entonces', ',', 'si', 'quiero', ',', 'voy', 'a', 'hacer', 'una', 'caminata', 'en', 'la', 'selva', ',', 'montar', 'a', 'sus', 'caballos', ',', 'sacar', 'fotos', 'de', 'los', 'insectos', 'de', 'la', 'selva', ',', 'y', 'mirar', 'a', 'los', 'plantas', 'y', 'animales', 'de', 'eso', 'lugar', '.']","[15, 55]",az:do,"['Entonces', ',', 'si', 'quiero', ',', 'voy', 'a', 'hacer', 'una', 'caminata', 'en', 'la', 'selva', ',', 'montar', '[NONE]', 'sus', 'caballos', ',', 'sacar', 'fotos', 'de', 'los', 'insectos', 'de', 'la', 'selva', ',', 'y', 'mirar', 'a', 'los', 'plantas', 'y', 'animales', 'de', 'eso', 'lugar', '.']",article
772,1263,78cfda713a867afd1822431efaa7f5092d5598644aeab4f6cfa08f9e501f7650,SPA 1,El primer día yo voy a visitar mis abuelos.,El primer día yo voy a visitar []{a}<az:do:an> mis abuelos.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['El', 'primer', 'día', 'yo', 'voy', 'a', 'visitar', 'a', 'mis', 'abuelos', '.']","[7, 19]",az:do,"['El', 'primer', 'día', 'yo', 'voy', 'a', 'visitar', '[NONE]', 'mis', 'abuelos', '.']",article
772,1263,7cc4cd1f44005cab74bfe0056102b2dc7bdb18508c872583bee5411be514b302,SPA 1,El martes yo quiero visitar mis amigas que viven en Shanghai.,El martes yo quiero visitar []{a}<az:do:an> mis amigas que viven en Shanghai.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['El', 'martes', 'yo', 'quiero', 'visitar', 'a', 'mis', 'amigas', 'que', 'viven', 'en', 'Shanghai', '.']","[5, 19]",az:do,"['El', 'martes', 'yo', 'quiero', 'visitar', '[NONE]', 'mis', 'amigas', 'que', 'viven', 'en', 'Shanghai', '.']",article
788,1298,002ac8de76a9c82f9b1b7f17cb2173500fd5588b3104dd5083bdc960112b5eeb,SPA 2,Conozco mis amigos van a querer ir a la playa y tomar el sol.,Conozco []{a}<az:do:an>  mis amigos van a querer ir a la playa y tomar el sol.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Conozco', 'a', 'mis', 'amigos', 'van', 'a', 'querer', 'ir', 'a', 'la', 'playa', 'y', 'tomar', 'el', 'sol', '.']","[1, 18]",az:do,"['Conozco', '[NONE]', 'mis', 'amigos', 'van', 'a', 'querer', 'ir', 'a', 'la', 'playa', 'y', 'tomar', 'el', 'sol', '.']",article
788,1298,4412431139c8808f7b1e36f9214018bae4e61b5ba92362344732172710822016,SPA 2,Conozco mi amigos y yo vamos a tener mucho divertido en el viaje.,Conozco []{a}<az:do:an>  mi amigos y yo vamos a tener mucho divertido en el viaje.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Conozco', 'a', 'mi', 'amigos', 'y', 'yo', 'vamos', 'a', 'tener', 'mucho', 'divertido', 'en', 'el', 'viaje', '.']","[1, 17]",az:do,"['Conozco', '[NONE]', 'mi', 'amigos', 'y', 'yo', 'vamos', 'a', 'tener', 'mucho', 'divertido', 'en', 'el', 'viaje', '.']",article
793,1312,d3f788bae1b15e46a9cdedb79d0174f6f06fb0082df31fc7efbb6cf263bf05db,SPA 3,Quiero ver todos.,Quiero ver []{a}<az:do:an> todos.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Quiero', 'ver', 'a', 'todos', '.']","[2, 8]",az:do,"['Quiero', 'ver', '[NONE]', 'todos', '.']",article
795,1317,8042a643026761cd548e1153de64e414e2eb796d963f34a3e85c9bc8aff72bff,SPA 3,Puede ser más seguro viajar a Australia porque conozco gente allí y soy fluido en el idioma.,Puede ser más seguro viajar a Australia porque conozco  []{a}<az:do:an>  gente allí y soy fluido en el idioma.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Puede', 'ser', 'más', 'seguro', 'viajar', 'a', 'Australia', 'porque', 'conozco', 'a', 'gente', 'allí', 'y', 'soy', 'fluido', 'en', 'el', 'idioma', '.']","[9, 29]",az:do,"['Puede', 'ser', 'más', 'seguro', 'viajar', 'a', 'Australia', 'porque', 'conozco', '[NONE]', 'gente', 'allí', 'y', 'soy', 'fluido', 'en', 'el', 'idioma', '.']",article
799,1324,7d6cc924b39a42cc6cbbd3838f97f10b69b9c2758fa14a4d022c2192dc7cb5cb,SPA 3,"También, yo querré comer comida nueva y yo querré traer mi novio conmigo.","También, yo querré comer comida nueva y yo querré traer []{a}<az:do:an> mi novio conmigo.",1,[]{a}<az:do:an>,0,az:do:an,a,,"['También', ',', 'yo', 'querré', 'comer', 'comida', 'nueva', 'y', 'yo', 'querré', 'traer', 'a', 'mi', 'novio', 'conmigo', '.']","[11, 28]",az:do,"['También', ',', 'yo', 'querré', 'comer', 'comida', 'nueva', 'y', 'yo', 'querré', 'traer', '[NONE]', 'mi', 'novio', 'conmigo', '.']",article
812,1346,3ea9bbf117ac043c10f1f799eb2b82995049e1c8035810a2baf32d24967520a7,SPA 3,"También, cada noche iríamos a un club diferente para que podamos conocer gente nueva.","También, cada noche iríamos a un club diferente para que podamos conocer  []{a}<az:do:an>  gente nueva.",1,[]{a}<az:do:an>,0,az:do:an,a,,"['También', ',', 'cada', 'noche', 'iríamos', 'a', 'un', 'club', 'diferente', 'para', 'que', 'podamos', 'conocer', 'a', 'gente', 'nueva', '.']","[13, 31]",az:do,"['También', ',', 'cada', 'noche', 'iríamos', 'a', 'un', 'club', 'diferente', 'para', 'que', 'podamos', 'conocer', '[NONE]', 'gente', 'nueva', '.']",article
816,1352,24b0810e53ce3a71cc0e0ccb76d6883335fb36b6a7b6b00ec56e62f5106f4a29,SPA 1,Creo que sería pacífica veo los niños juegan en la arena y construir castillos de arena.,Creo que sería pacífica veo  []{a}<az:do:an>  los niños juegan en la arena y construir castillos de arena.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Creo', 'que', 'sería', 'pacífica', 'veo', 'a', 'los', 'niños', 'juegan', 'en', 'la', 'arena', 'y', 'construir', 'castillos', 'de', 'arena', '.']","[5, 24]",az:do,"['Creo', 'que', 'sería', 'pacífica', 'veo', '[NONE]', 'los', 'niños', 'juegan', 'en', 'la', 'arena', 'y', 'construir', 'castillos', 'de', 'arena', '.']",article
819,1355,ca4a4f1e75e8cc74229950e29180eb7a79a146f4fee0775d150d5b363b241c80,SPA 3,"Cuando yo está en Thailand, necesito una persona para cuidar mis conejos.","Cuando yo está en Thailand, necesito []{a}<az:do:an>  una persona para cuidar mis conejos.",1,[]{a}<az:do:an>,0,az:do:an,a,,"['Cuando', 'yo', 'está', 'en', 'Thailand', ',', 'necesito', 'a', 'una', 'persona', 'para', 'cuidar', 'mis', 'conejos', '.']","[7, 23]",az:do,"['Cuando', 'yo', 'está', 'en', 'Thailand', ',', 'necesito', '[NONE]', 'una', 'persona', 'para', 'cuidar', 'mis', 'conejos', '.']",article
821,1363,4bfc77b06c7f931895ef0a701144cab0a0eec3b7032d0173ad7449662f5cfbb0,SPA 2,Pude ver a la familia que no veo.,Pude ver []{a}<az:do:an> la familia que no veo.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Pude', 'ver', 'a', 'la', 'familia', 'que', 'no', 'veo', '.']","[2, 12]",az:do,"['Pude', 'ver', '[NONE]', 'la', 'familia', 'que', 'no', 'veo', '.']",article
828,1380,264a91179ec9ed921a58fa0d05f2ef4349fe1a60af92afc3082f7c99491f3934,SPA 3,Me gusta conocer gente nueva y tener nueva experiencias con otros piases.,Me gusta conocer  []{a}<az:do:an>  gente nueva y tener nueva experiencias con otros piases.,1,[]{a}<az:do:an>,0,az:do:an,a,,"['Me', 'gusta', 'conocer', 'a', 'gente', 'nueva', 'y', 'tener', 'nueva', 'experiencias', 'con', 'otros', 'piases', '.']","[3, 18]",az:do,"['Me', 'gusta', 'conocer', '[NONE]', 'gente', 'nueva', 'y', 'tener', 'nueva', 'experiencias', 'con', 'otros', 'piases', '.']",article
832,1389,28e3804d43aefdc25ff376f0dd0ab64c1739b44c79c1c295b0daf2746fca9022,SPA 3,"También, yo visitaría mi familia que viven en Taiwan.","También, yo visitaría  []{a}<az:do:an>  mi familia que viven en Taiwan.",1,[]{a}<az:do:an>,0,az:do:an,a,,"['También', ',', 'yo', 'visitaría', 'a', 'mi', 'familia', 'que', 'viven', 'en', 'Taiwan', '.']","[4, 17]",az:do,"['También', ',', 'yo', 'visitaría', '[NONE]', 'mi', 'familia', 'que', 'viven', 'en', 'Taiwan', '.']",article
832,1389,89b8d7bf2e97020efe61878565ed2e2a98a65f5fe5ce3dc3348706fb25f5985b,SPA 3,"Yo fuí a país con mi familia, pero yo quiero visitar solo a Taiwan.","Yo fuí a país con mi familia, pero yo quiero visitar solo [a]{}<za:do:inan>  Taiwan.",1,[a]{}<za:do:inan>,0,za:do:inan,,a,"['Yo', 'fuí', 'a', 'país', 'con', 'mi', 'familia', ',', 'pero', 'yo', 'quiero', 'visitar', 'solo', '[NONE]', 'Taiwan', '.']","[13, 30]",za:do,"['Yo', 'fuí', 'a', 'país', 'con', 'mi', 'familia', ',', 'pero', 'yo', 'quiero', 'visitar', 'solo', 'a', 'Taiwan', '.']",article
835,1396,a73d60a77353656f368dc13f512bd16e6b363c59850ccd218c64bd12453c9b92,SPA 2,Yo recomiendo visitar a Italy para vacación.,Yo recomiendo visitar [a]{}<za:do:inan> Italy para vacación.,1,[a]{}<za:do:inan>,0,za:do:inan,,a,"['Yo', 'recomiendo', 'visitar', '[NONE]', 'Italy', 'para', 'vacación', '.']","[3, 12]",za:do,"['Yo', 'recomiendo', 'visitar', 'a', 'Italy', 'para', 'vacación', '.']",article
839,1403,6970aeb84841e6825e88bcf41d4b7a3c8f41c89ee5965582850d460899029beb,SPA 3,Pasé horas mirar a los pinturas y las esculturas en los museos.,Pasé horas mirar [a]{}<za:do:inan> los pinturas y las esculturas en los museos.,1,[a]{}<za:do:inan>,0,za:do:inan,,a,"['Pasé', 'horas', 'mirar', '[NONE]', 'los', 'pinturas', 'y', 'las', 'esculturas', 'en', 'los', 'museos', '.']","[3, 17]",za:do,"['Pasé', 'horas', 'mirar', 'a', 'los', 'pinturas', 'y', 'las', 'esculturas', 'en', 'los', 'museos', '.']",article
